0,1,2
1.0,Ronald Acuna Jr.,RF
2.0,Freddie Freeman,1B
3.0,Marcell Ozuna,LF
4.0,Ozzie Albies,2B
5.0,Austin Riley,3B
6.0,Dansby Swanson,SS
7.0,Pablo Sandoval,DH
8.0,Guillermo Heredia,CF
9.0,William Contreras,C
,Charlie Morton,P
