Inn,Score,Out,RoB,Pit(cnt),R/O,@Bat,Batter,Pitcher,wWPA,wWE,Play Description
"Top of the 1st, Orioles Batting, Tied 0-0, Red Sox' Drew Pomeranz facing 1-2-3","Top of the 1st, Orioles Batting, Tied 0-0, Red Sox' Drew Pomeranz facing 1-2-3","Top of the 1st, Orioles Batting, Tied 0-0, Red Sox' Drew Pomeranz facing 1-2-3","Top of the 1st, Orioles Batting, Tied 0-0, Red Sox' Drew Pomeranz facing 1-2-3","Top of the 1st, Orioles Batting, Tied 0-0, Red Sox' Drew Pomeranz facing 1-2-3","Top of the 1st, Orioles Batting, Tied 0-0, Red Sox' Drew Pomeranz facing 1-2-3","Top of the 1st, Orioles Batting, Tied 0-0, Red Sox' Drew Pomeranz facing 1-2-3","Top of the 1st, Orioles Batting, Tied 0-0, Red Sox' Drew Pomeranz facing 1-2-3","Top of the 1st, Orioles Batting, Tied 0-0, Red Sox' Drew Pomeranz facing 1-2-3","Top of the 1st, Orioles Batting, Tied 0-0, Red Sox' Drew Pomeranz facing 1-2-3","Top of the 1st, Orioles Batting, Tied 0-0, Red Sox' Drew Pomeranz facing 1-2-3","Top of the 1st, Orioles Batting, Tied 0-0, Red Sox' Drew Pomeranz facing 1-2-3"
t1,0-0,0,---,"4,(3-0) BBBB",,BAL,Trey Mancini,Drew Pomeranz,4%,54%,Walk
t1,0-0,0,1--,"4,(1-2) CSBX",O,BAL,Adam Jones,Drew Pomeranz,-3%,50%,Groundout: 3B-2B/Forceout at 2B
t1,0-0,1,1--,"4,(1-2) SFBX",,BAL,Manny Machado,Drew Pomeranz,8%,58%,Double to LF (Line Drive to Deep LF-CF); Jones to 3B
t1,0-0,1,-23,"6,(3-2) BBFBSB",,BAL,Jonathan Schoop,Drew Pomeranz,1%,59%,Walk
t1,0-0,1,123,"3,(0-2) CFX",RO,BAL,Mark Trumbo,Drew Pomeranz,1%,60%,Groundout: 3B-1B (Weak 3B); Jones Scores; Machado to 3B; Schoop to 2B
t1,1-0,2,-23,"3,(1-1) BC+3X",O,BAL,Chris Davis,Drew Pomeranz,-5%,55%,Flyball: LF (Short LF)
,,,,,,,,,"1 run, 1 hit, 0 errors, 2 LOB. Orioles 1, Red Sox 0.","1 run, 1 hit, 0 errors, 2 LOB. Orioles 1, Red Sox 0.","1 run, 1 hit, 0 errors, 2 LOB. Orioles 1, Red Sox 0."
"Bottom of the 1st, Red Sox Batting, Behind 0-1, Orioles' Alex Cobb facing 1-2-3","Bottom of the 1st, Red Sox Batting, Behind 0-1, Orioles' Alex Cobb facing 1-2-3","Bottom of the 1st, Red Sox Batting, Behind 0-1, Orioles' Alex Cobb facing 1-2-3","Bottom of the 1st, Red Sox Batting, Behind 0-1, Orioles' Alex Cobb facing 1-2-3","Bottom of the 1st, Red Sox Batting, Behind 0-1, Orioles' Alex Cobb facing 1-2-3","Bottom of the 1st, Red Sox Batting, Behind 0-1, Orioles' Alex Cobb facing 1-2-3","Bottom of the 1st, Red Sox Batting, Behind 0-1, Orioles' Alex Cobb facing 1-2-3","Bottom of the 1st, Red Sox Batting, Behind 0-1, Orioles' Alex Cobb facing 1-2-3","Bottom of the 1st, Red Sox Batting, Behind 0-1, Orioles' Alex Cobb facing 1-2-3","Bottom of the 1st, Red Sox Batting, Behind 0-1, Orioles' Alex Cobb facing 1-2-3","Bottom of the 1st, Red Sox Batting, Behind 0-1, Orioles' Alex Cobb facing 1-2-3","Bottom of the 1st, Red Sox Batting, Behind 0-1, Orioles' Alex Cobb facing 1-2-3"
b1,0-1,0,---,"3,(0-2) FCX",,BOS,Mookie Betts,Alex Cobb,-6%,49%,Double to CF (Line Drive to Deep CF)
b1,0-1,0,-2-,"3,(0-2) CFX",OO,BOS,Andrew Benintendi,Alex Cobb,10%,59%,Double Play: Lineout: 2B (Deep 2B); Betts out at 2B/2B-SS
b1,0-1,2,---,"3,(2-0) BBX",O,BOS,Hanley Ramirez,Alex Cobb,1%,60%,Groundout: SS-1B
