Unnamed: 0,Unnamed: 1,1,2,3,4,5,6,7,8,9,R,H,E
via Sports Logos.net About logos,Baltimore Orioles,1,0,0,4,0,0,1,0,1,7,10,1
via Sports Logos.net About logos,Boston Red Sox,0,0,1,0,2,0,0,1,0,4,13,1
WP: Alex Cobb (1-5) • LP: Drew Pomeranz (1-2) • SV: Brad Brach (6),WP: Alex Cobb (1-5) • LP: Drew Pomeranz (1-2) • SV: Brad Brach (6),WP: Alex Cobb (1-5) • LP: Drew Pomeranz (1-2) • SV: Brad Brach (6),WP: Alex Cobb (1-5) • LP: Drew Pomeranz (1-2) • SV: Brad Brach (6),WP: Alex Cobb (1-5) • LP: Drew Pomeranz (1-2) • SV: Brad Brach (6),WP: Alex Cobb (1-5) • LP: Drew Pomeranz (1-2) • SV: Brad Brach (6),WP: Alex Cobb (1-5) • LP: Drew Pomeranz (1-2) • SV: Brad Brach (6),WP: Alex Cobb (1-5) • LP: Drew Pomeranz (1-2) • SV: Brad Brach (6),WP: Alex Cobb (1-5) • LP: Drew Pomeranz (1-2) • SV: Brad Brach (6),WP: Alex Cobb (1-5) • LP: Drew Pomeranz (1-2) • SV: Brad Brach (6),WP: Alex Cobb (1-5) • LP: Drew Pomeranz (1-2) • SV: Brad Brach (6),WP: Alex Cobb (1-5) • LP: Drew Pomeranz (1-2) • SV: Brad Brach (6),WP: Alex Cobb (1-5) • LP: Drew Pomeranz (1-2) • SV: Brad Brach (6),WP: Alex Cobb (1-5) • LP: Drew Pomeranz (1-2) • SV: Brad Brach (6)
