Batting,AB,R,H,RBI,BB,SO,PA,BA,OBP,SLG,OPS,Pit,Str,WPA,aLI,WPA+,WPA-,cWPA,acLI,RE24,PO,A,Details
Odubel Herrera CF,6.0,0.0,2.0,0.0,0.0,1.0,6.0,0.258,0.296,0.415,0.711,24.0,18.0,0.03,1.07,0.117,-0.086%,0.00%,0.1,-0.1,3.0,1.0,
Daniel Nava LF,6.0,1.0,3.0,0.0,0.0,0.0,6.0,0.329,0.438,0.507,0.945,22.0,15.0,-0.069,1.4,0.103,-0.172%,-0.00%,0.12,0.4,2.0,1.0,2B
Aaron Altherr RF,6.0,1.0,1.0,0.0,0.0,3.0,6.0,0.285,0.363,0.531,0.894,24.0,20.0,-0.136,1.49,0.079,-0.215%,-0.01%,0.13,-1.0,2.0,0.0,2B
Howie Kendrick 2B,6.0,1.0,3.0,1.0,0.0,1.0,6.0,0.353,0.409,0.529,0.938,20.0,13.0,0.03,1.55,0.251,-0.221%,0.00%,0.14,0.9,3.0,3.0,"3·SB,CS"
Tommy Joseph 1B,5.0,1.0,2.0,2.0,0.0,0.0,5.0,0.257,0.306,0.455,0.761,25.0,14.0,0.14,1.6,0.231,-0.090%,0.01%,0.14,0.9,10.0,0.0,
Ty Kelly PR-3B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.185,0.233,0.333,0.567,,,,,,,,,,1.0,1.0,
Andres Blanco 3B-1B,4.0,1.0,1.0,1.0,1.0,2.0,5.0,0.193,0.292,0.281,0.573,24.0,13.0,-0.026,1.42,0.105,-0.131%,-0.00%,0.13,0.4,1.0,3.0,"2B,SB"
Maikel Franco DH,4.0,0.0,2.0,1.0,1.0,0.0,5.0,0.214,0.267,0.345,0.612,19.0,11.0,0.26,1.31,0.342,-0.082%,0.01%,0.12,1.7,,,2B
Andrew Knapp C,5.0,0.0,0.0,0.0,0.0,3.0,5.0,0.235,0.326,0.407,0.733,19.0,12.0,-0.354,1.81,0.0,-0.354%,-0.02%,0.16,-2.6,8.0,1.0,
Freddy Galvis SS,5.0,0.0,0.0,0.0,0.0,1.0,5.0,0.235,0.29,0.396,0.686,28.0,19.0,-0.247,1.74,0.0,-0.247%,-0.01%,0.15,-1.7,1.0,5.0,
,,,,,,,,,,,,,,,,,,,,,,,
Jerad Eickhoff P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Pat Neshek P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Joaquin Benoit P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Casey Fien P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Team Totals,47.0,5.0,14.0,5.0,2.0,11.0,49.0,0.298,0.327,0.383,0.71,205.0,135.0,-0.372,1.48,1.228,-1.598%,-0.02%,0.13,-1.1,31.0,15.0,
