Pitching,IP,H,R,ER,BB,SO,HR,ERA,BF,Pit,Str,Ctct,StS,StL,GB,FB,LD,Unk,GSc,IR,IS,WPA,aLI,cWPA,acLI,RE24
Rick Porcello,6,10,5,5,1,4,0,4.67,29,114,82,55,9,18,9,15,7,0,35.0,,,-0.193,1.01,-0.14%,1.23,-1.7
Joe Kelly,1,1,0,0,0,0,0,1.32,4,16,10,6,2,2,1,3,1,0,,0.0,0.0,0.061,1.04,0.04%,1.26,0.6
Robby Scott,1,0,0,0,1,1,0,1.84,4,21,10,6,1,3,0,2,1,0,,0.0,0.0,0.059,1.21,0.04%,1.46,0.6
Craig Kimbrel,1,0,0,0,0,1,0,0.94,3,16,11,4,1,6,1,1,1,0,,0.0,0.0,0.148,2.02,0.11%,2.44,0.6
"Matt Barnes, W (5-2)",2,3,0,0,0,5,0,3.38,9,38,25,12,8,5,1,3,2,0,,0.0,0.0,0.296,3.24,0.21%,3.93,1.1
Team Totals,11,14,5,5,2,11,0,4.09,49,205,138,83,21,34,12,24,12,0,35.0,0.0,0.0,0.371,1.48,0.27%,1.79,1.1
