Unnamed: 0,Unnamed: 1,1,2,3,4,5,6,7,8,9,10,11,12,13,R,H,E
via Sports Logos.net About logos,Kansas City Royals,0,0,0,1,0,1,0,0,1,0,0,1,3,7,15,0
via Sports Logos.net About logos,Boston Red Sox,0,0,0,0,0,2,1,0,0,0,0,1,2,6,12,4
WP: Kelvin Herrera (1-0) • LP: Brian Johnson (1-1) • SV: Brian Flynn (1),WP: Kelvin Herrera (1-0) • LP: Brian Johnson (1-1) • SV: Brian Flynn (1),WP: Kelvin Herrera (1-0) • LP: Brian Johnson (1-1) • SV: Brian Flynn (1),WP: Kelvin Herrera (1-0) • LP: Brian Johnson (1-1) • SV: Brian Flynn (1),WP: Kelvin Herrera (1-0) • LP: Brian Johnson (1-1) • SV: Brian Flynn (1),WP: Kelvin Herrera (1-0) • LP: Brian Johnson (1-1) • SV: Brian Flynn (1),WP: Kelvin Herrera (1-0) • LP: Brian Johnson (1-1) • SV: Brian Flynn (1),WP: Kelvin Herrera (1-0) • LP: Brian Johnson (1-1) • SV: Brian Flynn (1),WP: Kelvin Herrera (1-0) • LP: Brian Johnson (1-1) • SV: Brian Flynn (1),WP: Kelvin Herrera (1-0) • LP: Brian Johnson (1-1) • SV: Brian Flynn (1),WP: Kelvin Herrera (1-0) • LP: Brian Johnson (1-1) • SV: Brian Flynn (1),WP: Kelvin Herrera (1-0) • LP: Brian Johnson (1-1) • SV: Brian Flynn (1),WP: Kelvin Herrera (1-0) • LP: Brian Johnson (1-1) • SV: Brian Flynn (1),WP: Kelvin Herrera (1-0) • LP: Brian Johnson (1-1) • SV: Brian Flynn (1),WP: Kelvin Herrera (1-0) • LP: Brian Johnson (1-1) • SV: Brian Flynn (1),WP: Kelvin Herrera (1-0) • LP: Brian Johnson (1-1) • SV: Brian Flynn (1),WP: Kelvin Herrera (1-0) • LP: Brian Johnson (1-1) • SV: Brian Flynn (1),WP: Kelvin Herrera (1-0) • LP: Brian Johnson (1-1) • SV: Brian Flynn (1)
