Batting,AB,R,H,RBI,BB,SO,PA,BA,OBP,SLG,OPS,Pit,Str,WPA,aLI,WPA+,WPA-,cWPA,acLI,RE24,PO,A,Details
Whit Merrifield 2B,6.0,1.0,1.0,0.0,1.0,1.0,7.0,0.261,0.333,0.391,0.725,24.0,15.0,-0.03,1.43,0.112,-0.142%,-0.01%,0.57,-0.5,3.0,4.0,
Jorge Soler DH,6.0,1.0,2.0,3.0,0.0,3.0,7.0,0.306,0.434,0.494,0.928,25.0,16.0,0.292,1.56,0.434,-0.142%,0.07%,0.62,2.3,,,"HR,2B,HBP"
Cheslor Cuthbert 3B,3.0,0.0,0.0,0.0,1.0,0.0,4.0,0.205,0.287,0.301,0.588,22.0,15.0,-0.099,1.19,0.014,-0.112%,-0.02%,0.47,-0.7,0.0,3.0,
Mike Moustakas PH,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.299,0.333,0.573,0.906,3.0,1.0,-0.061,2.35,0.0,-0.061%,-0.01%,0.94,-0.2,,,
Drew Butera C,2.0,1.0,1.0,0.0,0.0,0.0,2.0,0.176,0.283,0.235,0.519,5.0,3.0,0.167,1.23,0.17,-0.003%,0.04%,0.49,0.5,2.0,0.0,2B
Salvador Perez C,5.0,1.0,2.0,0.0,0.0,1.0,5.0,0.308,0.341,0.436,0.777,12.0,8.0,0.147,1.79,0.209,-0.062%,0.03%,0.71,0.5,8.0,0.0,SB
Ryan Goins PR-3B,2.0,0.0,1.0,0.0,0.0,1.0,2.0,0.257,0.297,0.314,0.612,7.0,5.0,0.167,2.39,0.169,-0.002%,0.04%,0.95,0.8,1.0,2.0,
Jon Jay RF,5.0,1.0,4.0,1.0,0.0,1.0,6.0,0.264,0.342,0.302,0.644,21.0,15.0,0.317,2.0,0.358,-0.041%,0.08%,0.8,1.5,4.0,0.0,SF
Abraham Almonte CF,5.0,0.0,0.0,0.0,1.0,2.0,6.0,0.224,0.296,0.367,0.664,20.0,13.0,-0.308,2.44,0.043,-0.351%,-0.07%,0.97,-2.1,2.0,0.0,GDP
Lucas Duda 1B,5.0,0.0,2.0,0.0,0.0,0.0,6.0,0.216,0.29,0.32,0.609,22.0,15.0,-0.214,2.55,0.12,-0.334%,-0.05%,1.01,-0.4,15.0,1.0,HBP
Alcides Escobar SS,5.0,0.0,0.0,1.0,0.0,1.0,6.0,0.225,0.289,0.353,0.642,20.0,14.0,-0.247,2.24,0.015,-0.262%,-0.06%,0.9,-1.4,0.0,3.0,"CS,SF"
Alex Gordon LF,6.0,2.0,2.0,1.0,0.0,1.0,6.0,0.259,0.317,0.362,0.68,22.0,14.0,0.233,1.74,0.406,-0.173%,0.06%,0.69,-0.0,3.0,0.0,HR
,,,,,,,,,,,,,,,,,,,,,,,
Jakob Junis P,,,,,,,,,,,,,,,,,,,,,1.0,0.0,
Tim Hill P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Brad Keller P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Blaine Boyer P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Kevin McCarthy P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Kelvin Herrera P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Burch Smith P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Brian Flynn P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Team Totals,51.0,7.0,15.0,6.0,3.0,11.0,58.0,0.294,0.345,0.451,0.796,203.0,134.0,0.364,1.91,2.05,-1.685%,0.09%,0.76,0.1,39.0,13.0,
