Inn,Score,Out,RoB,Pit(cnt),R/O,@Bat,Batter,Pitcher,wWPA,wWE,Play Description
"Top of the 1st, Athletics Batting, Tied 0-0, Red Sox' Drew Pomeranz facing 1-2-3","Top of the 1st, Athletics Batting, Tied 0-0, Red Sox' Drew Pomeranz facing 1-2-3","Top of the 1st, Athletics Batting, Tied 0-0, Red Sox' Drew Pomeranz facing 1-2-3","Top of the 1st, Athletics Batting, Tied 0-0, Red Sox' Drew Pomeranz facing 1-2-3","Top of the 1st, Athletics Batting, Tied 0-0, Red Sox' Drew Pomeranz facing 1-2-3","Top of the 1st, Athletics Batting, Tied 0-0, Red Sox' Drew Pomeranz facing 1-2-3","Top of the 1st, Athletics Batting, Tied 0-0, Red Sox' Drew Pomeranz facing 1-2-3","Top of the 1st, Athletics Batting, Tied 0-0, Red Sox' Drew Pomeranz facing 1-2-3","Top of the 1st, Athletics Batting, Tied 0-0, Red Sox' Drew Pomeranz facing 1-2-3","Top of the 1st, Athletics Batting, Tied 0-0, Red Sox' Drew Pomeranz facing 1-2-3","Top of the 1st, Athletics Batting, Tied 0-0, Red Sox' Drew Pomeranz facing 1-2-3","Top of the 1st, Athletics Batting, Tied 0-0, Red Sox' Drew Pomeranz facing 1-2-3"
t1,0-0,0,---,"2,(0-1) CX",O,OAK,Marcus Semien,Drew Pomeranz,2%,52%,Groundout: 2B-1B
t1,0-0,1,---,"5,(2-2) BFSBC",O,OAK,Chad Pinder,Drew Pomeranz,2%,54%,Strikeout Looking
t1,0-0,2,---,"5,(3-1) FBBBB",,OAK,Jed Lowrie,Drew Pomeranz,-1%,53%,Walk
t1,0-0,2,1--,"3,(0-2) CSX",O,OAK,Ryon Healy,Drew Pomeranz,2%,55%,Flyball: RF
,,,,,,,,,"0 runs, 0 hits, 0 errors, 1 LOB. Athletics 0, Red Sox 0.","0 runs, 0 hits, 0 errors, 1 LOB. Athletics 0, Red Sox 0.","0 runs, 0 hits, 0 errors, 1 LOB. Athletics 0, Red Sox 0."
"Bottom of the 1st, Red Sox Batting, Tied 0-0, Athletics' Daniel Gossett facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Athletics' Daniel Gossett facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Athletics' Daniel Gossett facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Athletics' Daniel Gossett facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Athletics' Daniel Gossett facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Athletics' Daniel Gossett facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Athletics' Daniel Gossett facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Athletics' Daniel Gossett facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Athletics' Daniel Gossett facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Athletics' Daniel Gossett facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Athletics' Daniel Gossett facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Athletics' Daniel Gossett facing 1-2-3"
b1,0-0,0,---,"3,(1-1) CBX",O,BOS,Xander Bogaerts,Daniel Gossett,-2%,53%,Flyball: RF
b1,0-0,1,---,"5,(2-2) BBFFX",O,BOS,Dustin Pedroia,Daniel Gossett,-2%,51%,Groundout: 3B-1B (Weak 3B)
b1,0-0,2,---,"6,(3-2) CFBBBX",O,BOS,Andrew Benintendi,Daniel Gossett,-1%,50%,Flyball: RF (Deep CF-RF)
,,,,,,,,,"0 runs, 0 hits, 0 errors, 0 LOB. Athletics 0, Red Sox 0.","0 runs, 0 hits, 0 errors, 0 LOB. Athletics 0, Red Sox 0.","0 runs, 0 hits, 0 errors, 0 LOB. Athletics 0, Red Sox 0."
"Top of the 2nd, Athletics Batting, Tied 0-0, Red Sox' Drew Pomeranz facing 5-6-7","Top of the 2nd, Athletics Batting, Tied 0-0, Red Sox' Drew Pomeranz facing 5-6-7","Top of the 2nd, Athletics Batting, Tied 0-0, Red Sox' Drew Pomeranz facing 5-6-7","Top of the 2nd, Athletics Batting, Tied 0-0, Red Sox' Drew Pomeranz facing 5-6-7","Top of the 2nd, Athletics Batting, Tied 0-0, Red Sox' Drew Pomeranz facing 5-6-7","Top of the 2nd, Athletics Batting, Tied 0-0, Red Sox' Drew Pomeranz facing 5-6-7","Top of the 2nd, Athletics Batting, Tied 0-0, Red Sox' Drew Pomeranz facing 5-6-7","Top of the 2nd, Athletics Batting, Tied 0-0, Red Sox' Drew Pomeranz facing 5-6-7","Top of the 2nd, Athletics Batting, Tied 0-0, Red Sox' Drew Pomeranz facing 5-6-7","Top of the 2nd, Athletics Batting, Tied 0-0, Red Sox' Drew Pomeranz facing 5-6-7","Top of the 2nd, Athletics Batting, Tied 0-0, Red Sox' Drew Pomeranz facing 5-6-7","Top of the 2nd, Athletics Batting, Tied 0-0, Red Sox' Drew Pomeranz facing 5-6-7"
t2,0-0,0,---,"2,(0-1) CX",O,OAK,Matt Olson,Drew Pomeranz,2%,52%,Flyball: LF (LF-CF)
t2,0-0,1,---,"4,(1-2) FBFS",O,OAK,Matt Chapman,Drew Pomeranz,2%,54%,Strikeout Swinging
t2,0-0,2,---,"6,(3-2) BCBBSX",O,OAK,Renato Nunez,Drew Pomeranz,1%,55%,Popfly: 1B
,,,,,,,,,"0 runs, 0 hits, 0 errors, 0 LOB. Athletics 0, Red Sox 0.","0 runs, 0 hits, 0 errors, 0 LOB. Athletics 0, Red Sox 0.","0 runs, 0 hits, 0 errors, 0 LOB. Athletics 0, Red Sox 0."
"Bottom of the 2nd, Red Sox Batting, Tied 0-0, Athletics' Daniel Gossett facing 4-5-6","Bottom of the 2nd, Red Sox Batting, Tied 0-0, Athletics' Daniel Gossett facing 4-5-6","Bottom of the 2nd, Red Sox Batting, Tied 0-0, Athletics' Daniel Gossett facing 4-5-6","Bottom of the 2nd, Red Sox Batting, Tied 0-0, Athletics' Daniel Gossett facing 4-5-6","Bottom of the 2nd, Red Sox Batting, Tied 0-0, Athletics' Daniel Gossett facing 4-5-6","Bottom of the 2nd, Red Sox Batting, Tied 0-0, Athletics' Daniel Gossett facing 4-5-6","Bottom of the 2nd, Red Sox Batting, Tied 0-0, Athletics' Daniel Gossett facing 4-5-6","Bottom of the 2nd, Red Sox Batting, Tied 0-0, Athletics' Daniel Gossett facing 4-5-6","Bottom of the 2nd, Red Sox Batting, Tied 0-0, Athletics' Daniel Gossett facing 4-5-6","Bottom of the 2nd, Red Sox Batting, Tied 0-0, Athletics' Daniel Gossett facing 4-5-6","Bottom of the 2nd, Red Sox Batting, Tied 0-0, Athletics' Daniel Gossett facing 4-5-6","Bottom of the 2nd, Red Sox Batting, Tied 0-0, Athletics' Daniel Gossett facing 4-5-6"
b2,0-0,0,---,"3,(0-2) CFS",O,BOS,Mookie Betts,Daniel Gossett,-2%,53%,Strikeout Swinging
b2,0-0,1,---,"4,(1-2) BCFX",O,BOS,Mitch Moreland,Daniel Gossett,-2%,51%,Lineout: RF (Deep RF)
b2,0-0,2,---,"1,(0-0) X",O,BOS,Christian Vazquez,Daniel Gossett,-1%,50%,Groundout: SS-1B
,,,,,,,,,"0 runs, 0 hits, 0 errors, 0 LOB. Athletics 0, Red Sox 0.","0 runs, 0 hits, 0 errors, 0 LOB. Athletics 0, Red Sox 0.","0 runs, 0 hits, 0 errors, 0 LOB. Athletics 0, Red Sox 0."
