0,1,2
1.0,Dustin Pedroia,2B
2.0,Xander Bogaerts,SS
3.0,Andrew Benintendi,LF
4.0,Mookie Betts,RF
5.0,Mitch Moreland,1B
6.0,Hanley Ramirez,DH
7.0,Rafael Devers,3B
8.0,Christian Vázquez,C
9.0,Jackie Bradley Jr.,CF
,Rick Porcello,P
