0,1,2
1.0,Odubel Herrera,CF
2.0,Daniel Nava,LF
3.0,Aaron Altherr,RF
4.0,Howie Kendrick,2B
5.0,Tommy Joseph,1B
6.0,Maikel Franco,3B
7.0,Michael Saunders,DH
8.0,Cameron Rupp,C
9.0,Freddy Galvis,SS
,Ben Lively,P
