Pitching,IP,H,R,ER,BB,SO,HR,ERA,BF,Pit,Str,Ctct,StS,StL,GB,FB,LD,Unk,GSc,IR,IS,WPA,aLI,cWPA,acLI,RE24
Gerrit Cole,6.0,5,2,2,2,8,1,2.86,25,97,64,34,13,17,5,10,7,0,60.0,,,0.043,0.88,0.02%,0.81,1.2
"Collin McHugh, H (9)",0.1,0,1,1,1,1,0,1.96,2,12,7,4,2,1,0,0,0,0,,0.0,0.0,-0.004,1.67,-0.00%,1.54,-0.0
"Ryan Pressly, BS (7), W (2-1)",0.2,1,0,0,1,0,0,2.81,4,13,7,3,2,2,2,1,0,0,,1.0,1.0,-0.125,3.26,-0.07%,3.0,-0.4
"Hector Rondon, H (7)",1.0,2,0,0,0,2,0,2.05,5,16,13,5,4,4,3,0,0,0,,0.0,0.0,0.055,1.6,0.03%,1.48,0.5
"Roberto Osuna, S (14)",1.0,0,0,0,0,0,0,2.37,3,10,7,4,1,2,1,2,1,0,,0.0,0.0,0.045,0.57,0.03%,0.52,0.5
Team Totals,9.0,8,3,3,4,11,1,3.0,39,148,98,50,22,26,11,13,8,0,60.0,1.0,1.0,0.014,1.29,0.01%,1.19,1.8
