Inn,Score,Out,RoB,Pit(cnt),R/O,@Bat,Batter,Pitcher,wWPA,wWE,Play Description
"Top of the 1st, Orioles Batting, Tied 0-0, Red Sox' Ryan Weber facing 1-2-3","Top of the 1st, Orioles Batting, Tied 0-0, Red Sox' Ryan Weber facing 1-2-3","Top of the 1st, Orioles Batting, Tied 0-0, Red Sox' Ryan Weber facing 1-2-3","Top of the 1st, Orioles Batting, Tied 0-0, Red Sox' Ryan Weber facing 1-2-3","Top of the 1st, Orioles Batting, Tied 0-0, Red Sox' Ryan Weber facing 1-2-3","Top of the 1st, Orioles Batting, Tied 0-0, Red Sox' Ryan Weber facing 1-2-3","Top of the 1st, Orioles Batting, Tied 0-0, Red Sox' Ryan Weber facing 1-2-3","Top of the 1st, Orioles Batting, Tied 0-0, Red Sox' Ryan Weber facing 1-2-3","Top of the 1st, Orioles Batting, Tied 0-0, Red Sox' Ryan Weber facing 1-2-3","Top of the 1st, Orioles Batting, Tied 0-0, Red Sox' Ryan Weber facing 1-2-3","Top of the 1st, Orioles Batting, Tied 0-0, Red Sox' Ryan Weber facing 1-2-3","Top of the 1st, Orioles Batting, Tied 0-0, Red Sox' Ryan Weber facing 1-2-3"
t1,0-0,0,---,"6,(2-2) CFFBBX",O,BAL,Austin Hays,Ryan Weber,-2%,48%,Flyball: LF (Short LF-CF)
t1,0-0,1,---,"1,(0-0) X",O,BAL,Anthony Santander,Ryan Weber,-2%,46%,Lineout: CF (Deep CF)
t1,0-0,2,---,"4,(0-2) CCFX",,BAL,José Iglesias,Ryan Weber,1%,47%,Single to RF (Line Drive)
t1,0-0,2,1--,"1,(0-0) X",RR,BAL,Rio Ruiz,Ryan Weber,17%,64%,Home Run (Line Drive to Deep CF-RF); Iglesias Scores
t1,2-0,2,---,"1,(0-0) X",,BAL,Hanser Alberto,Ryan Weber,1%,65%,Single to C (Bunt)
t1,2-0,2,1--,"1,(0-0) X",O,BAL,Chris Davis,Ryan Weber,-2%,63%,Groundout: 2B-1B (Deep 2B-1B)
,,,,,,,,,"2 runs, 3 hits, 0 errors, 1 LOB. Orioles 2, Red Sox 0.","2 runs, 3 hits, 0 errors, 1 LOB. Orioles 2, Red Sox 0.","2 runs, 3 hits, 0 errors, 1 LOB. Orioles 2, Red Sox 0."
"Bottom of the 1st, Red Sox Batting, Behind 0-2, Orioles' Wade LeBlanc facing 1-2-3","Bottom of the 1st, Red Sox Batting, Behind 0-2, Orioles' Wade LeBlanc facing 1-2-3","Bottom of the 1st, Red Sox Batting, Behind 0-2, Orioles' Wade LeBlanc facing 1-2-3","Bottom of the 1st, Red Sox Batting, Behind 0-2, Orioles' Wade LeBlanc facing 1-2-3","Bottom of the 1st, Red Sox Batting, Behind 0-2, Orioles' Wade LeBlanc facing 1-2-3","Bottom of the 1st, Red Sox Batting, Behind 0-2, Orioles' Wade LeBlanc facing 1-2-3","Bottom of the 1st, Red Sox Batting, Behind 0-2, Orioles' Wade LeBlanc facing 1-2-3","Bottom of the 1st, Red Sox Batting, Behind 0-2, Orioles' Wade LeBlanc facing 1-2-3","Bottom of the 1st, Red Sox Batting, Behind 0-2, Orioles' Wade LeBlanc facing 1-2-3","Bottom of the 1st, Red Sox Batting, Behind 0-2, Orioles' Wade LeBlanc facing 1-2-3","Bottom of the 1st, Red Sox Batting, Behind 0-2, Orioles' Wade LeBlanc facing 1-2-3","Bottom of the 1st, Red Sox Batting, Behind 0-2, Orioles' Wade LeBlanc facing 1-2-3"
b1,0-2,0,---,"3,(0-2) CFX",O,BOS,Jose Peraza,Wade LeBlanc,2%,66%,Lineout: CF (Deep CF)
b1,0-2,1,---,"5,(2-2) CBBSC",O,BOS,J.D. Martinez,Wade LeBlanc,2%,67%,Strikeout Looking
b1,0-2,2,---,"4,(2-1) FBBX",O,BOS,Rafael Devers,Wade LeBlanc,1%,69%,Flyball: RF (CF-RF)
,,,,,,,,,"0 runs, 0 hits, 0 errors, 0 LOB. Orioles 2, Red Sox 0.","0 runs, 0 hits, 0 errors, 0 LOB. Orioles 2, Red Sox 0.","0 runs, 0 hits, 0 errors, 0 LOB. Orioles 2, Red Sox 0."
"Top of the 2nd, Orioles Batting, Ahead 2-0, Red Sox' Ryan Weber facing 7-8-9","Top of the 2nd, Orioles Batting, Ahead 2-0, Red Sox' Ryan Weber facing 7-8-9","Top of the 2nd, Orioles Batting, Ahead 2-0, Red Sox' Ryan Weber facing 7-8-9","Top of the 2nd, Orioles Batting, Ahead 2-0, Red Sox' Ryan Weber facing 7-8-9","Top of the 2nd, Orioles Batting, Ahead 2-0, Red Sox' Ryan Weber facing 7-8-9","Top of the 2nd, Orioles Batting, Ahead 2-0, Red Sox' Ryan Weber facing 7-8-9","Top of the 2nd, Orioles Batting, Ahead 2-0, Red Sox' Ryan Weber facing 7-8-9","Top of the 2nd, Orioles Batting, Ahead 2-0, Red Sox' Ryan Weber facing 7-8-9","Top of the 2nd, Orioles Batting, Ahead 2-0, Red Sox' Ryan Weber facing 7-8-9","Top of the 2nd, Orioles Batting, Ahead 2-0, Red Sox' Ryan Weber facing 7-8-9","Top of the 2nd, Orioles Batting, Ahead 2-0, Red Sox' Ryan Weber facing 7-8-9","Top of the 2nd, Orioles Batting, Ahead 2-0, Red Sox' Ryan Weber facing 7-8-9"
t2,2-0,0,---,"2,(0-1) CX",O,BAL,Renato Nunez,Ryan Weber,-2%,67%,Popfly: 2B (Deep 2B)
t2,2-0,1,---,"5,(3-1) BBBCB",,BAL,Chance Sisco,Ryan Weber,2%,69%,Walk
t2,2-0,1,1--,"2,(0-1) SX",O,BAL,DJ Stewart,Ryan Weber,-2%,66%,Flyball: CF
t2,2-0,2,1--,"1,(0-0) X",O,BAL,Austin Hays,Ryan Weber,-2%,64%,Lineout: CF
,,,,,,,,,"0 runs, 0 hits, 0 errors, 1 LOB. Orioles 2, Red Sox 0.","0 runs, 0 hits, 0 errors, 1 LOB. Orioles 2, Red Sox 0.","0 runs, 0 hits, 0 errors, 1 LOB. Orioles 2, Red Sox 0."
"Bottom of the 2nd, Red Sox Batting, Behind 0-2, Orioles' Wade LeBlanc facing 4-5-6","Bottom of the 2nd, Red Sox Batting, Behind 0-2, Orioles' Wade LeBlanc facing 4-5-6","Bottom of the 2nd, Red Sox Batting, Behind 0-2, Orioles' Wade LeBlanc facing 4-5-6","Bottom of the 2nd, Red Sox Batting, Behind 0-2, Orioles' Wade LeBlanc facing 4-5-6","Bottom of the 2nd, Red Sox Batting, Behind 0-2, Orioles' Wade LeBlanc facing 4-5-6","Bottom of the 2nd, Red Sox Batting, Behind 0-2, Orioles' Wade LeBlanc facing 4-5-6","Bottom of the 2nd, Red Sox Batting, Behind 0-2, Orioles' Wade LeBlanc facing 4-5-6","Bottom of the 2nd, Red Sox Batting, Behind 0-2, Orioles' Wade LeBlanc facing 4-5-6","Bottom of the 2nd, Red Sox Batting, Behind 0-2, Orioles' Wade LeBlanc facing 4-5-6","Bottom of the 2nd, Red Sox Batting, Behind 0-2, Orioles' Wade LeBlanc facing 4-5-6","Bottom of the 2nd, Red Sox Batting, Behind 0-2, Orioles' Wade LeBlanc facing 4-5-6","Bottom of the 2nd, Red Sox Batting, Behind 0-2, Orioles' Wade LeBlanc facing 4-5-6"
b2,0-2,0,---,"5,(2-2) CSBBX",O,BOS,Xander Bogaerts,Wade LeBlanc,3%,67%,Flyball: RF (Deep RF Line)
b2,0-2,1,---,"2,(1-0) BX",O,BOS,Kevin Pillar,Wade LeBlanc,2%,69%,Flyball: CF (Deep CF)
