Batting,AB,R,H,RBI,BB,SO,PA,BA,OBP,SLG,OPS,Pit,Str,WPA,aLI,WPA+,WPA-,cWPA,acLI,RE24,PO,A,Details
Mookie Betts RF,3.0,1.0,0.0,0.0,1.0,1.0,4.0,0.289,0.388,0.521,0.909,25.0,15.0,-0.027,0.44,0.012,-0.038%,-0.00%,0.05,-0.4,1.0,0.0,
Rafael Devers 3B,2.0,2.0,1.0,0.0,2.0,1.0,4.0,0.316,0.367,0.572,0.939,25.0,12.0,0.069,0.58,0.086,-0.017%,0.00%,0.06,1.1,0.0,3.0,2B
Xander Bogaerts SS,4.0,0.0,1.0,2.0,0.0,2.0,4.0,0.309,0.386,0.572,0.958,19.0,13.0,0.007,0.67,0.069,-0.062%,0%,0.07,0.9,0.0,3.0,2B
J.D. Martinez DH,2.0,0.0,0.0,0.0,2.0,0.0,4.0,0.311,0.388,0.578,0.966,11.0,6.0,-0.002,0.68,0.038,-0.040%,0%,0.07,-0.1,,,IW
Andrew Benintendi LF,3.0,1.0,0.0,0.0,1.0,1.0,4.0,0.278,0.355,0.457,0.813,16.0,8.0,-0.027,0.85,0.014,-0.042%,-0.00%,0.09,-1.0,0.0,0.0,
Brock Holt 2B,4.0,1.0,1.0,1.0,0.0,1.0,4.0,0.317,0.387,0.439,0.826,15.0,9.0,0.068,0.91,0.108,-0.041%,0.00%,0.1,-0.1,0.0,1.0,
Mitch Moreland 1B,4.0,1.0,3.0,3.0,0.0,0.0,4.0,0.248,0.336,0.504,0.84,10.0,7.0,0.196,0.64,0.221,-0.025%,0.01%,0.07,2.9,12.0,0.0,HR
Christian Vazquez C,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.271,0.308,0.464,0.772,13.0,8.0,-0.042,0.4,0.0,-0.042%,-0.00%,0.04,-1.5,14.0,1.0,GDP
Jackie Bradley Jr. CF,2.0,0.0,0.0,0.0,1.0,2.0,3.0,0.219,0.318,0.406,0.724,16.0,10.0,-0.033,0.63,0.027,-0.060%,-0.00%,0.07,-0.6,0.0,1.0,CS
,,,,,,,,,,,,,,,,,,,,,,,
Jhoulys Chacin P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Josh Taylor P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Marcus Walden P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Andrew Cashner P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Ryan Weber P,,,,,,,,,,,,,,,,,,,,,0.0,1.0,
Darwinzon Hernandez P,,,,,,,,,,,,,,,,,,,,,0.0,1.0,
Bobby Poyner P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Team Totals,28.0,6.0,6.0,6.0,7.0,8.0,35.0,0.214,0.371,0.393,0.764,150.0,88.0,0.209,0.64,0.575,-0.367%,0.01%,0.07,1.3,27.0,11.0,
