Pitching,IP,H,R,ER,BB,SO,HR,ERA,BF,Pit,Str,Ctct,StS,StL,GB,FB,LD,Unk,GSc,IR,IS,WPA,aLI,cWPA,acLI,RE24
"Zack Godley, L (0-2)",3,10,8,8,2,3,3,8.16,21,74,45,23,8,14,5,11,5,0,8.0,,,-0.356,0.69,-0.20%,0.65,-6.6
Ryan Weber,6,5,1,1,0,4,1,6.75,20,58,41,23,2,16,11,5,2,0,,2.0,1.0,-0.004,0.06,-0.00%,0.05,2.8
Team Totals,9,15,9,9,2,7,4,9.0,41,132,86,46,10,30,16,16,7,0,8.0,2.0,1.0,-0.36,0.38,-0.21%,0.36,-3.8
