Pitching,IP,H,R,ER,BB,SO,HR,ERA,BF,Pit,Str,Ctct,StS,StL,GB,FB,LD,Unk,GSc,IR,IS,WPA,aLI,cWPA,acLI,RE24
"Matt Andriese, W (3-1)",5.0,4,2,2,4,5,0,3.18,24,107,61,28,9,24,8,7,2,0,52.0,,,-0.061,1.43,-0.03%,1.06,-0.2
"Erasmo Ramirez, H (6)",2.0,0,0,0,0,4,0,2.92,6,28,19,9,4,6,1,1,0,0,,2.0,0.0,0.331,2.08,0.15%,1.56,2.1
"Jose Alvarado, H (1)",0.1,1,0,0,0,0,0,5.06,2,7,4,2,1,1,2,0,0,0,,0.0,0.0,-0.008,1.52,-0.00%,1.14,-0.0
"Ryne Stanek, H (1)",0.1,1,0,0,0,0,0,0.0,2,9,4,2,0,2,1,1,1,0,,1.0,0.0,0.018,2.0,0.01%,1.5,0.1
"Alex Colome, H (1)",0.1,0,0,0,0,1,0,2.12,1,3,3,0,2,1,0,0,0,0,,2.0,0.0,0.088,3.3,0.04%,2.46,0.5
Danny Farquhar,1.0,0,0,0,0,0,0,3.12,3,13,9,6,0,3,1,2,0,0,,0.0,0.0,0.0,0.0,0.00%,0.0,0.6
Team Totals,9.0,6,2,2,4,10,0,2.0,38,167,100,47,16,37,13,11,3,0,52.0,5.0,0.0,0.368,1.5,0.16%,1.12,3.0
