Batting,AB,R,H,RBI,BB,SO,PA,BA,OBP,SLG,OPS,Pit,Str,WPA,aLI,WPA+,WPA-,cWPA,acLI,RE24,PO,A,Details
Steven Souza Jr. RF,5.0,2.0,1.0,3.0,1.0,1.0,6.0,0.266,0.365,0.445,0.81,23.0,14.0,-0.095,0.88,0.041,-0.136%,-0.04%,0.65,1.1,0.0,0.0,"HR,GDP"
Corey Dickerson LF,6.0,2.0,4.0,0.0,0.0,2.0,6.0,0.34,0.387,0.576,0.963,20.0,17.0,0.128,0.68,0.171,-0.043%,0.06%,0.51,1.8,2.0,0.0,"3B,2B"
Evan Longoria 3B,4.0,1.0,2.0,2.0,1.0,0.0,6.0,0.242,0.314,0.409,0.723,20.0,11.0,0.101,0.74,0.12,-0.019%,0.04%,0.56,1.4,0.0,1.0,SF
Daniel Robertson 3B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.323,0.34,0.663,,,,,,,,,,0.0,0.0,
Logan Morrison 1B,5.0,0.0,1.0,0.0,0.0,2.0,5.0,0.242,0.326,0.516,0.842,27.0,18.0,-0.086,0.72,0.011,-0.097%,-0.04%,0.54,-1.6,8.0,1.0,
Rickie Weeks DH,5.0,1.0,2.0,1.0,0.0,2.0,5.0,0.213,0.322,0.36,0.682,23.0,15.0,-0.012,0.79,0.051,-0.063%,-0.01%,0.59,0.1,,,
Brad Miller 2B,4.0,1.0,0.0,0.0,1.0,3.0,5.0,0.188,0.335,0.305,0.64,27.0,15.0,-0.078,1.05,0.037,-0.115%,-0.03%,0.78,-1.3,1.0,3.0,
Tim Beckham SS,3.0,1.0,2.0,1.0,1.0,0.0,5.0,0.267,0.301,0.452,0.753,20.0,11.0,0.118,0.81,0.143,-0.024%,0.05%,0.6,2.3,0.0,3.0,HBP
Kevin Kiermaier CF,4.0,2.0,2.0,1.0,0.0,1.0,5.0,0.226,0.315,0.315,0.63,21.0,16.0,-0.001,0.95,0.052,-0.053%,-0.00%,0.71,0.6,4.0,0.0,"2B,SH"
Jesus Sucre C,3.0,1.0,2.0,3.0,1.0,0.0,5.0,0.263,0.31,0.342,0.652,22.0,11.0,0.058,1.0,0.099,-0.041%,0.03%,0.74,1.7,11.0,0.0,SF
,,,,,,,,,,,,,,,,,,,,,,,
Matt Andriese P,,,,,,,,,,,,,,,,,,,,,1.0,0.0,
Erasmo Ramirez P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Jose Alvarado P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Ryne Stanek P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Alex Colome P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Danny Farquhar P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Team Totals,39.0,11.0,16.0,11.0,5.0,11.0,48.0,0.41,0.468,0.59,1.058,203.0,128.0,0.133,0.84,0.725,-0.591%,0.06%,0.63,6.0,27.0,8.0,
