Pitching,IP,H,R,ER,BB,SO,HR,ERA,BF,Pit,Str,Ctct,StS,StL,GB,FB,LD,Unk,GSc,IR,IS,WPA,aLI,cWPA,acLI,RE24
"Drew Pomeranz, L (3-3)",3.0,3,2,2,3,3,0,5.29,15,57,33,16,9,8,3,6,3,0,45.0,,,-0.045,1.07,-0.03%,1.14,-0.3
Ben Taylor,2.0,2,1,1,0,2,0,4.26,8,35,26,16,6,4,0,6,1,0,,0.0,0.0,-0.016,0.77,-0.01%,0.82,0.1
Fernando Abad,0.2,1,0,0,0,1,0,2.61,3,16,11,7,3,1,1,1,0,0,,0.0,0.0,0.019,1.03,0.01%,1.1,0.2
Matt Barnes,1.0,2,1,1,1,2,0,4.7,6,29,17,7,4,6,1,2,2,0,,1.0,0.0,-0.075,1.29,-0.05%,1.38,-0.6
Robbie Ross,2.0,3,3,3,1,3,0,6.14,10,44,26,10,7,9,3,2,1,0,,2.0,0.0,0.022,0.67,0.01%,0.71,0.0
Heath Hembree,0.1,5,4,4,0,0,1,4.34,6,22,15,13,2,0,2,4,3,0,,2.0,2.0,-0.038,0.12,-0.02%,0.12,-5.5
Team Totals,9.0,16,11,11,5,11,1,11.0,48,203,128,69,31,28,10,21,10,0,45.0,5.0,2.0,-0.133,0.84,-0.09%,0.9,-6.0
