Inn,Score,Out,RoB,Pit(cnt),R/O,@Bat,Batter,Pitcher,wWPA,wWE,Play Description
"Top of the 1st, Astros Batting, Tied 0-0, Red Sox' Chris Sale facing 1-2-3","Top of the 1st, Astros Batting, Tied 0-0, Red Sox' Chris Sale facing 1-2-3","Top of the 1st, Astros Batting, Tied 0-0, Red Sox' Chris Sale facing 1-2-3","Top of the 1st, Astros Batting, Tied 0-0, Red Sox' Chris Sale facing 1-2-3","Top of the 1st, Astros Batting, Tied 0-0, Red Sox' Chris Sale facing 1-2-3","Top of the 1st, Astros Batting, Tied 0-0, Red Sox' Chris Sale facing 1-2-3","Top of the 1st, Astros Batting, Tied 0-0, Red Sox' Chris Sale facing 1-2-3","Top of the 1st, Astros Batting, Tied 0-0, Red Sox' Chris Sale facing 1-2-3","Top of the 1st, Astros Batting, Tied 0-0, Red Sox' Chris Sale facing 1-2-3","Top of the 1st, Astros Batting, Tied 0-0, Red Sox' Chris Sale facing 1-2-3","Top of the 1st, Astros Batting, Tied 0-0, Red Sox' Chris Sale facing 1-2-3","Top of the 1st, Astros Batting, Tied 0-0, Red Sox' Chris Sale facing 1-2-3"
t1,0-0,0,---,"8,(3-2) BCFBFBFB",,HOU,George Springer,Chris Sale,4%,54%,Walk
t1,0-0,0,1--,"2,(0-1) CX",O,HOU,Jose Altuve,Chris Sale,-3%,50%,Groundout: SS-2B/Forceout at 2B
t1,0-0,1,1--,"2,(1-0) B>X",O,HOU,Alex Bregman,Chris Sale,-3%,47%,Flyball: RF-SS/Forceout at 2B
t1,0-0,2,1--,"4,(1-2) BC1F>S",O,HOU,Yuli Gurriel,Chris Sale,-2%,45%,Strikeout Swinging
,,,,,,,,,"0 runs, 0 hits, 0 errors, 1 LOB. Astros 0, Red Sox 0.","0 runs, 0 hits, 0 errors, 1 LOB. Astros 0, Red Sox 0.","0 runs, 0 hits, 0 errors, 1 LOB. Astros 0, Red Sox 0."
"Bottom of the 1st, Red Sox Batting, Tied 0-0, Astros' Justin Verlander facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Astros' Justin Verlander facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Astros' Justin Verlander facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Astros' Justin Verlander facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Astros' Justin Verlander facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Astros' Justin Verlander facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Astros' Justin Verlander facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Astros' Justin Verlander facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Astros' Justin Verlander facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Astros' Justin Verlander facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Astros' Justin Verlander facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Astros' Justin Verlander facing 1-2-3"
b1,0-0,0,---,"2,(0-1) CX",,BOS,Mookie Betts,Justin Verlander,-3%,42%,Single to RF (Line Drive)
b1,0-0,0,1--,"1,(0-0) 11>X",O,BOS,Andrew Benintendi,Justin Verlander,3%,45%,Flyball: LF
b1,0-0,1,1--,"5,(2-2) BCCBB",,BOS,J.D. Martinez,Justin Verlander,-2%,43%,Wild Pitch; Betts to 2B
b1,0-0,1,-2-,"6,(3-2) BCCBB.*B",,BOS,J.D. Martinez,Justin Verlander,-2%,41%,Walk
b1,0-0,1,12-,"2,(0-1) CX",OO,BOS,Xander Bogaerts,Justin Verlander,9%,50%,Ground Ball Double Play: SS-2B-1B
,,,,,,,,,"0 runs, 1 hit, 0 errors, 1 LOB. Astros 0, Red Sox 0.","0 runs, 1 hit, 0 errors, 1 LOB. Astros 0, Red Sox 0.","0 runs, 1 hit, 0 errors, 1 LOB. Astros 0, Red Sox 0."
"Top of the 2nd, Astros Batting, Tied 0-0, Red Sox' Chris Sale facing 5-6-7","Top of the 2nd, Astros Batting, Tied 0-0, Red Sox' Chris Sale facing 5-6-7","Top of the 2nd, Astros Batting, Tied 0-0, Red Sox' Chris Sale facing 5-6-7","Top of the 2nd, Astros Batting, Tied 0-0, Red Sox' Chris Sale facing 5-6-7","Top of the 2nd, Astros Batting, Tied 0-0, Red Sox' Chris Sale facing 5-6-7","Top of the 2nd, Astros Batting, Tied 0-0, Red Sox' Chris Sale facing 5-6-7","Top of the 2nd, Astros Batting, Tied 0-0, Red Sox' Chris Sale facing 5-6-7","Top of the 2nd, Astros Batting, Tied 0-0, Red Sox' Chris Sale facing 5-6-7","Top of the 2nd, Astros Batting, Tied 0-0, Red Sox' Chris Sale facing 5-6-7","Top of the 2nd, Astros Batting, Tied 0-0, Red Sox' Chris Sale facing 5-6-7","Top of the 2nd, Astros Batting, Tied 0-0, Red Sox' Chris Sale facing 5-6-7","Top of the 2nd, Astros Batting, Tied 0-0, Red Sox' Chris Sale facing 5-6-7"
t2,0-0,0,---,"5,(2-2) FBSBC",O,HOU,Tyler White,Chris Sale,-2%,48%,Strikeout Looking
t2,0-0,1,---,"1,(0-0) X",O,HOU,Marwin Gonzalez,Chris Sale,-2%,46%,Lineout: 2B
t2,0-0,2,---,"7,(3-2) FBBCFBB",,HOU,Carlos Correa,Chris Sale,1%,47%,Walk
t2,0-0,2,1--,"5,(2-2) BBCCH",,HOU,Martín Maldonado,Chris Sale,2%,49%,Hit By Pitch; Correa to 2B
t2,0-0,2,12-,"5,(3-1) BBCBB",,HOU,Josh Reddick,Chris Sale,3%,52%,Walk; Correa to 3B; Maldonado to 2B
t2,0-0,2,123,"8,(3-2) CCFBFBB>X",RR,HOU,George Springer,Chris Sale,17%,69%,Single to LF (Ground Ball); Correa Scores; Maldonado Scores; Reddick to 3B
t2,2-0,2,1-3,"3,(2-0) BBX",O,HOU,Jose Altuve,Chris Sale,-4%,65%,Groundout: SS-2B/Forceout at 2B
,,,,,,,,,"2 runs, 1 hit, 0 errors, 2 LOB. Astros 2, Red Sox 0.","2 runs, 1 hit, 0 errors, 2 LOB. Astros 2, Red Sox 0.","2 runs, 1 hit, 0 errors, 2 LOB. Astros 2, Red Sox 0."
"Bottom of the 2nd, Red Sox Batting, Behind 0-2, Astros' Justin Verlander facing 5-6-7","Bottom of the 2nd, Red Sox Batting, Behind 0-2, Astros' Justin Verlander facing 5-6-7","Bottom of the 2nd, Red Sox Batting, Behind 0-2, Astros' Justin Verlander facing 5-6-7","Bottom of the 2nd, Red Sox Batting, Behind 0-2, Astros' Justin Verlander facing 5-6-7","Bottom of the 2nd, Red Sox Batting, Behind 0-2, Astros' Justin Verlander facing 5-6-7","Bottom of the 2nd, Red Sox Batting, Behind 0-2, Astros' Justin Verlander facing 5-6-7","Bottom of the 2nd, Red Sox Batting, Behind 0-2, Astros' Justin Verlander facing 5-6-7","Bottom of the 2nd, Red Sox Batting, Behind 0-2, Astros' Justin Verlander facing 5-6-7","Bottom of the 2nd, Red Sox Batting, Behind 0-2, Astros' Justin Verlander facing 5-6-7","Bottom of the 2nd, Red Sox Batting, Behind 0-2, Astros' Justin Verlander facing 5-6-7","Bottom of the 2nd, Red Sox Batting, Behind 0-2, Astros' Justin Verlander facing 5-6-7","Bottom of the 2nd, Red Sox Batting, Behind 0-2, Astros' Justin Verlander facing 5-6-7"
b2,0-2,0,---,"3,(0-2) CSC",O,BOS,Steve Pearce,Justin Verlander,3%,68%,Strikeout Looking
b2,0-2,1,---,"5,(2-2) CBBFT",O,BOS,Brock Holt,Justin Verlander,2%,70%,Strikeout Swinging
b2,0-2,2,---,"4,(0-2) CCFX",O,BOS,Eduardo Núñez,Justin Verlander,1%,71%,Groundout: SS-1B
,,,,,,,,,"0 runs, 0 hits, 0 errors, 0 LOB. Astros 2, Red Sox 0.","0 runs, 0 hits, 0 errors, 0 LOB. Astros 2, Red Sox 0.","0 runs, 0 hits, 0 errors, 0 LOB. Astros 2, Red Sox 0."
"Top of the 3rd, Astros Batting, Ahead 2-0, Red Sox' Chris Sale facing 3-4-5","Top of the 3rd, Astros Batting, Ahead 2-0, Red Sox' Chris Sale facing 3-4-5","Top of the 3rd, Astros Batting, Ahead 2-0, Red Sox' Chris Sale facing 3-4-5","Top of the 3rd, Astros Batting, Ahead 2-0, Red Sox' Chris Sale facing 3-4-5","Top of the 3rd, Astros Batting, Ahead 2-0, Red Sox' Chris Sale facing 3-4-5","Top of the 3rd, Astros Batting, Ahead 2-0, Red Sox' Chris Sale facing 3-4-5","Top of the 3rd, Astros Batting, Ahead 2-0, Red Sox' Chris Sale facing 3-4-5","Top of the 3rd, Astros Batting, Ahead 2-0, Red Sox' Chris Sale facing 3-4-5","Top of the 3rd, Astros Batting, Ahead 2-0, Red Sox' Chris Sale facing 3-4-5","Top of the 3rd, Astros Batting, Ahead 2-0, Red Sox' Chris Sale facing 3-4-5","Top of the 3rd, Astros Batting, Ahead 2-0, Red Sox' Chris Sale facing 3-4-5","Top of the 3rd, Astros Batting, Ahead 2-0, Red Sox' Chris Sale facing 3-4-5"
t3,2-0,0,---,"6,(3-2) BBBCCB",,HOU,Alex Bregman,Chris Sale,3%,74%,Walk
t3,2-0,0,1--,"6,(2-2) BBCCFX",O,HOU,Yuli Gurriel,Chris Sale,-3%,71%,Popfly: 2B
t3,2-0,1,1--,"2,(0-1) F>B",O,HOU,Tyler White,Chris Sale,-3%,68%,Bregman Caught Stealing 2B (C-2B)
t3,2-0,2,---,"7,(2-2) F>B.BFFFC",O,HOU,Tyler White,Chris Sale,-1%,67%,Strikeout Looking
,,,,,,,,,"0 runs, 0 hits, 0 errors, 0 LOB. Astros 2, Red Sox 0.","0 runs, 0 hits, 0 errors, 0 LOB. Astros 2, Red Sox 0.","0 runs, 0 hits, 0 errors, 0 LOB. Astros 2, Red Sox 0."
