Inn,Score,Out,RoB,Pit(cnt),R/O,@Bat,Batter,Pitcher,wWPA,wWE,Play Description
"Top of the 1st, Rays Batting, Tied 0-0, Red Sox' Nathan Eovaldi facing 1-2-3","Top of the 1st, Rays Batting, Tied 0-0, Red Sox' Nathan Eovaldi facing 1-2-3","Top of the 1st, Rays Batting, Tied 0-0, Red Sox' Nathan Eovaldi facing 1-2-3","Top of the 1st, Rays Batting, Tied 0-0, Red Sox' Nathan Eovaldi facing 1-2-3","Top of the 1st, Rays Batting, Tied 0-0, Red Sox' Nathan Eovaldi facing 1-2-3","Top of the 1st, Rays Batting, Tied 0-0, Red Sox' Nathan Eovaldi facing 1-2-3","Top of the 1st, Rays Batting, Tied 0-0, Red Sox' Nathan Eovaldi facing 1-2-3","Top of the 1st, Rays Batting, Tied 0-0, Red Sox' Nathan Eovaldi facing 1-2-3","Top of the 1st, Rays Batting, Tied 0-0, Red Sox' Nathan Eovaldi facing 1-2-3","Top of the 1st, Rays Batting, Tied 0-0, Red Sox' Nathan Eovaldi facing 1-2-3","Top of the 1st, Rays Batting, Tied 0-0, Red Sox' Nathan Eovaldi facing 1-2-3","Top of the 1st, Rays Batting, Tied 0-0, Red Sox' Nathan Eovaldi facing 1-2-3"
t1,0-0,0,---,"3,(1-1) BSX",O,TBR,Yoshi Tsutsugo,Nathan Eovaldi,2%,52%,Groundout: 1B-P
t1,0-0,1,---,"4,(1-2) BCFX",O,TBR,Austin Meadows,Nathan Eovaldi,2%,54%,Foul Popfly: 3B (3B into Foul Terr.)
t1,0-0,2,---,"5,(1-2) CFFBX",O,TBR,Randy Arozarena,Nathan Eovaldi,1%,55%,Groundout: 2B-1B
,,,,,,,,,"0 runs, 0 hits, 0 errors, 0 LOB. Rays 0, Red Sox 0.","0 runs, 0 hits, 0 errors, 0 LOB. Rays 0, Red Sox 0.","0 runs, 0 hits, 0 errors, 0 LOB. Rays 0, Red Sox 0."
"Bottom of the 1st, Red Sox Batting, Tied 0-0, Rays' Ryan Yarbrough facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Rays' Ryan Yarbrough facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Rays' Ryan Yarbrough facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Rays' Ryan Yarbrough facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Rays' Ryan Yarbrough facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Rays' Ryan Yarbrough facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Rays' Ryan Yarbrough facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Rays' Ryan Yarbrough facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Rays' Ryan Yarbrough facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Rays' Ryan Yarbrough facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Rays' Ryan Yarbrough facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Rays' Ryan Yarbrough facing 1-2-3"
b1,0-0,0,---,"4,(1-2) BCFX",O,BOS,Enrique Hernandez,Ryan Yarbrough,-2%,53%,Groundout: SS-1B (Front of Home)
b1,0-0,1,---,"4,(0-2) CFFS",O,BOS,Rafael Devers,Ryan Yarbrough,-2%,51%,Strikeout Swinging
b1,0-0,2,---,"3,(1-1) FBX",O,BOS,J.D. Martinez,Ryan Yarbrough,-1%,50%,Groundout: 3B-1B (SS-3B Hole)
,,,,,,,,,"0 runs, 0 hits, 0 errors, 0 LOB. Rays 0, Red Sox 0.","0 runs, 0 hits, 0 errors, 0 LOB. Rays 0, Red Sox 0.","0 runs, 0 hits, 0 errors, 0 LOB. Rays 0, Red Sox 0."
