Pitching,IP,H,R,ER,BB,SO,HR,ERA,BF,Pit,Str,Ctct,StS,StL,GB,FB,LD,Unk,GSc,IR,IS,WPA,aLI,cWPA,acLI,RE24
"Lucas Giolito, L (1-1)",1,8,8,7,2,0,2,5.79,13,54,39,26,5,8,4,7,3,0,5.0,,,-0.463,0.89,-0.28%,0.9,-6.8
Zack Burdi,3,3,2,1,1,3,1,3.0,13,49,32,13,14,5,4,5,2,0,,1.0,1.0,-0.026,0.14,-0.02%,0.14,-0.9
José Ruiz,2,1,0,0,1,4,0,2.7,8,39,25,11,5,9,2,1,1,0,,0.0,0.0,0.005,0.04,0.00%,0.04,1.1
Yermín Mercedes,1,3,1,1,2,0,0,9.0,7,32,16,9,1,6,0,5,4,0,,0.0,0.0,-0.003,0.05,-0.00%,0.05,-0.4
Danny Mendick,1,1,0,0,0,1,0,0.0,5,15,12,6,3,3,2,1,0,0,,0.0,0.0,0.0,0.01,0.00%,0.01,0.6
Team Totals,8,16,11,9,6,8,3,10.12,46,189,124,65,28,31,12,19,10,0,5.0,1.0,1.0,-0.487,0.3,-0.29%,0.3,-6.5
