Inn,Score,Out,RoB,Pit(cnt),R/O,@Bat,Batter,Pitcher,wWPA,wWE,Play Description
"Top of the 1st, White Sox Batting, Tied 0-0, Red Sox' Nathan Eovaldi facing 1-2-3","Top of the 1st, White Sox Batting, Tied 0-0, Red Sox' Nathan Eovaldi facing 1-2-3","Top of the 1st, White Sox Batting, Tied 0-0, Red Sox' Nathan Eovaldi facing 1-2-3","Top of the 1st, White Sox Batting, Tied 0-0, Red Sox' Nathan Eovaldi facing 1-2-3","Top of the 1st, White Sox Batting, Tied 0-0, Red Sox' Nathan Eovaldi facing 1-2-3","Top of the 1st, White Sox Batting, Tied 0-0, Red Sox' Nathan Eovaldi facing 1-2-3","Top of the 1st, White Sox Batting, Tied 0-0, Red Sox' Nathan Eovaldi facing 1-2-3","Top of the 1st, White Sox Batting, Tied 0-0, Red Sox' Nathan Eovaldi facing 1-2-3","Top of the 1st, White Sox Batting, Tied 0-0, Red Sox' Nathan Eovaldi facing 1-2-3","Top of the 1st, White Sox Batting, Tied 0-0, Red Sox' Nathan Eovaldi facing 1-2-3","Top of the 1st, White Sox Batting, Tied 0-0, Red Sox' Nathan Eovaldi facing 1-2-3","Top of the 1st, White Sox Batting, Tied 0-0, Red Sox' Nathan Eovaldi facing 1-2-3"
t1,0-0,0,---,"1,(0-0) X",,CHW,Tim Anderson,Nathan Eovaldi,-3%,47%,Single to 2B (Ground Ball to SS-2B)
t1,0-0,0,1--,"6,(3-2) B+1SBF1B>T",O,CHW,Adam Eaton,Nathan Eovaldi,2%,48%,"Strikeout Swinging, Anderson Steals 2B"
t1,0-0,1,-2-,"1,(0-0) X",R,CHW,Luis Robert,Nathan Eovaldi,-9%,39%,Double to LF (Line Drive to Deep LF Line); Anderson Scores
t1,1-0,1,-2-,"2,(0-1) CX",O,CHW,José Abreu,Nathan Eovaldi,3%,42%,Groundout: P-1B (Short 3B Line)
t1,1-0,2,-2-,"3,(0-2) CSX",O,CHW,Yasmani Grandal,Nathan Eovaldi,3%,45%,Flyball: LF (Deep LF-CF)
,,,,,,,,,"1 run, 2 hits, 0 errors, 1 LOB. White Sox 1, Red Sox 0.","1 run, 2 hits, 0 errors, 1 LOB. White Sox 1, Red Sox 0.","1 run, 2 hits, 0 errors, 1 LOB. White Sox 1, Red Sox 0."
"Bottom of the 1st, Red Sox Batting, Behind 0-1, White Sox' Lucas Giolito facing 1-2-3","Bottom of the 1st, Red Sox Batting, Behind 0-1, White Sox' Lucas Giolito facing 1-2-3","Bottom of the 1st, Red Sox Batting, Behind 0-1, White Sox' Lucas Giolito facing 1-2-3","Bottom of the 1st, Red Sox Batting, Behind 0-1, White Sox' Lucas Giolito facing 1-2-3","Bottom of the 1st, Red Sox Batting, Behind 0-1, White Sox' Lucas Giolito facing 1-2-3","Bottom of the 1st, Red Sox Batting, Behind 0-1, White Sox' Lucas Giolito facing 1-2-3","Bottom of the 1st, Red Sox Batting, Behind 0-1, White Sox' Lucas Giolito facing 1-2-3","Bottom of the 1st, Red Sox Batting, Behind 0-1, White Sox' Lucas Giolito facing 1-2-3","Bottom of the 1st, Red Sox Batting, Behind 0-1, White Sox' Lucas Giolito facing 1-2-3","Bottom of the 1st, Red Sox Batting, Behind 0-1, White Sox' Lucas Giolito facing 1-2-3","Bottom of the 1st, Red Sox Batting, Behind 0-1, White Sox' Lucas Giolito facing 1-2-3","Bottom of the 1st, Red Sox Batting, Behind 0-1, White Sox' Lucas Giolito facing 1-2-3"
b1,0-1,0,---,"3,(0-2) CFX",R,BOS,Enrique Hernández,Lucas Giolito,10%,55%,Home Run (Fly Ball to Deep LF)
b1,1-1,0,---,"3,(0-2) CCX",,BOS,Alex Verdugo,Lucas Giolito,3%,58%,Single to LF (Ground Ball thru SS-3B Hole)
