Batting,AB,R,H,RBI,BB,SO,PA,BA,OBP,SLG,OPS,Pit,Str,WPA,aLI,WPA+,WPA-,cWPA,acLI,RE24,PO,A,Details
Mookie Betts RF,4.0,2.0,2.0,1.0,1.0,0.0,5.0,0.364,0.475,0.545,1.02,20.0,9.0,0.406,1.62,0.446,-0.041%,0.31%,2.04,1.5,1.0,0.0,2B
Andrew Benintendi CF,5.0,0.0,1.0,1.0,0.0,1.0,5.0,0.161,0.35,0.194,0.544,17.0,12.0,0.143,1.67,0.274,-0.131%,0.11%,2.11,-0.5,0.0,0.0,2B
Hanley Ramirez DH,4.0,1.0,2.0,2.0,1.0,1.0,5.0,0.324,0.359,0.459,0.818,28.0,17.0,0.163,1.29,0.187,-0.024%,0.12%,1.63,1.8,,,
J.D. Martinez LF,4.0,0.0,0.0,0.0,0.0,2.0,4.0,0.226,0.286,0.419,0.705,22.0,15.0,-0.178,1.75,0.0,-0.178%,-0.13%,2.21,-1.7,2.0,0.0,
Xander Bogaerts SS,3.0,0.0,1.0,0.0,0.0,0.0,3.0,0.368,0.4,0.711,1.111,15.0,11.0,-0.029,1.17,0.037,-0.065%,-0.02%,1.47,-0.2,0.0,3.0,
Brock Holt SS,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3,0.0,0.3,3.0,2.0,-0.013,0.43,0.0,-0.013%,-0.01%,0.54,-0.4,0.0,2.0,
Mitch Moreland 1B,4.0,1.0,1.0,1.0,0.0,1.0,4.0,0.077,0.143,0.154,0.297,11.0,9.0,-0.066,0.86,0.016,-0.083%,-0.05%,1.08,0.2,10.0,0.0,2B
Eduardo Nunez 2B,3.0,2.0,1.0,0.0,1.0,0.0,4.0,0.265,0.286,0.471,0.756,18.0,10.0,0.018,0.79,0.058,-0.041%,0.01%,0.99,0.2,1.0,1.0,
Rafael Devers 3B,3.0,1.0,1.0,2.0,1.0,1.0,4.0,0.323,0.417,0.548,0.965,18.0,11.0,0.049,0.93,0.114,-0.066%,0.04%,1.17,1.9,2.0,2.0,2B
Christian Vazquez C,4.0,1.0,2.0,1.0,0.0,0.0,4.0,0.269,0.296,0.308,0.604,14.0,11.0,0.139,1.52,0.182,-0.043%,0.11%,1.91,0.9,11.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,
Eduardo Rodriguez P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Hector Velazquez P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Bobby Poyner P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Brian Johnson P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Heath Hembree P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Carson Smith P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Craig Kimbrel P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Team Totals,35.0,8.0,11.0,8.0,4.0,6.0,39.0,0.314,0.385,0.429,0.813,166.0,107.0,0.632,1.29,1.314,-0.685%,0.48%,1.62,3.7,27.0,8.0,
