Inn,Score,Out,RoB,Pit(cnt),R/O,@Bat,Batter,Pitcher,wWPA,wWE,Play Description
"Top of the 1st, Blue Jays Batting, Tied 0-0, Red Sox' Drew Pomeranz facing 1-2-3","Top of the 1st, Blue Jays Batting, Tied 0-0, Red Sox' Drew Pomeranz facing 1-2-3","Top of the 1st, Blue Jays Batting, Tied 0-0, Red Sox' Drew Pomeranz facing 1-2-3","Top of the 1st, Blue Jays Batting, Tied 0-0, Red Sox' Drew Pomeranz facing 1-2-3","Top of the 1st, Blue Jays Batting, Tied 0-0, Red Sox' Drew Pomeranz facing 1-2-3","Top of the 1st, Blue Jays Batting, Tied 0-0, Red Sox' Drew Pomeranz facing 1-2-3","Top of the 1st, Blue Jays Batting, Tied 0-0, Red Sox' Drew Pomeranz facing 1-2-3","Top of the 1st, Blue Jays Batting, Tied 0-0, Red Sox' Drew Pomeranz facing 1-2-3","Top of the 1st, Blue Jays Batting, Tied 0-0, Red Sox' Drew Pomeranz facing 1-2-3","Top of the 1st, Blue Jays Batting, Tied 0-0, Red Sox' Drew Pomeranz facing 1-2-3","Top of the 1st, Blue Jays Batting, Tied 0-0, Red Sox' Drew Pomeranz facing 1-2-3","Top of the 1st, Blue Jays Batting, Tied 0-0, Red Sox' Drew Pomeranz facing 1-2-3"
t1,0-0,0,---,"3,(2-0) BBX",O,TOR,Jose Bautista,Drew Pomeranz,2%,52%,Lineout: LF (Deep LF)
t1,0-0,1,---,"4,(1-2) CSBX",O,TOR,Steve Pearce,Drew Pomeranz,2%,54%,Lineout: 2B
t1,0-0,2,---,"2,(0-1) CX",O,TOR,Josh Donaldson,Drew Pomeranz,1%,55%,Lineout: RF (Deep RF)
,,,,,,,,,"0 runs, 0 hits, 0 errors, 0 LOB. Blue Jays 0, Red Sox 0.","0 runs, 0 hits, 0 errors, 0 LOB. Blue Jays 0, Red Sox 0.","0 runs, 0 hits, 0 errors, 0 LOB. Blue Jays 0, Red Sox 0."
"Bottom of the 1st, Red Sox Batting, Tied 0-0, Blue Jays' Aaron Sanchez facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Blue Jays' Aaron Sanchez facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Blue Jays' Aaron Sanchez facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Blue Jays' Aaron Sanchez facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Blue Jays' Aaron Sanchez facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Blue Jays' Aaron Sanchez facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Blue Jays' Aaron Sanchez facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Blue Jays' Aaron Sanchez facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Blue Jays' Aaron Sanchez facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Blue Jays' Aaron Sanchez facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Blue Jays' Aaron Sanchez facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Blue Jays' Aaron Sanchez facing 1-2-3"
b1,0-0,0,---,"2,(0-1) CX",,BOS,Mookie Betts,Aaron Sanchez,3%,58%,Single to CF (Line Drive to Deep CF)
b1,0-0,0,1--,"3,(1-1) 1CB1X",OO,BOS,Andrew Benintendi,Aaron Sanchez,-7%,51%,Ground Ball Double Play: 2B-SS-1B (2B-1B)
b1,0-0,2,---,"4,(3-0) BBBB",,BOS,Dustin Pedroia,Aaron Sanchez,1%,52%,Walk
b1,0-0,2,1--,"3,(0-2) FFC",O,BOS,Mitch Moreland,Aaron Sanchez,-2%,50%,Strikeout Looking
,,,,,,,,,"0 runs, 1 hit, 0 errors, 1 LOB. Blue Jays 0, Red Sox 0.","0 runs, 1 hit, 0 errors, 1 LOB. Blue Jays 0, Red Sox 0.","0 runs, 1 hit, 0 errors, 1 LOB. Blue Jays 0, Red Sox 0."
"Top of the 2nd, Blue Jays Batting, Tied 0-0, Red Sox' Drew Pomeranz facing 4-5-6","Top of the 2nd, Blue Jays Batting, Tied 0-0, Red Sox' Drew Pomeranz facing 4-5-6","Top of the 2nd, Blue Jays Batting, Tied 0-0, Red Sox' Drew Pomeranz facing 4-5-6","Top of the 2nd, Blue Jays Batting, Tied 0-0, Red Sox' Drew Pomeranz facing 4-5-6","Top of the 2nd, Blue Jays Batting, Tied 0-0, Red Sox' Drew Pomeranz facing 4-5-6","Top of the 2nd, Blue Jays Batting, Tied 0-0, Red Sox' Drew Pomeranz facing 4-5-6","Top of the 2nd, Blue Jays Batting, Tied 0-0, Red Sox' Drew Pomeranz facing 4-5-6","Top of the 2nd, Blue Jays Batting, Tied 0-0, Red Sox' Drew Pomeranz facing 4-5-6","Top of the 2nd, Blue Jays Batting, Tied 0-0, Red Sox' Drew Pomeranz facing 4-5-6","Top of the 2nd, Blue Jays Batting, Tied 0-0, Red Sox' Drew Pomeranz facing 4-5-6","Top of the 2nd, Blue Jays Batting, Tied 0-0, Red Sox' Drew Pomeranz facing 4-5-6","Top of the 2nd, Blue Jays Batting, Tied 0-0, Red Sox' Drew Pomeranz facing 4-5-6"
t2,0-0,0,---,"5,(3-1) CBBBB",,TOR,Justin Smoak,Drew Pomeranz,-4%,46%,Walk
