Inn,Score,Out,RoB,Pit(cnt),R/O,@Bat,Batter,Pitcher,wWPA,wWE,Play Description
"Top of the 1st, Yankees Batting, Tied 0-0, Red Sox' Drew Pomeranz facing 1-2-3","Top of the 1st, Yankees Batting, Tied 0-0, Red Sox' Drew Pomeranz facing 1-2-3","Top of the 1st, Yankees Batting, Tied 0-0, Red Sox' Drew Pomeranz facing 1-2-3","Top of the 1st, Yankees Batting, Tied 0-0, Red Sox' Drew Pomeranz facing 1-2-3","Top of the 1st, Yankees Batting, Tied 0-0, Red Sox' Drew Pomeranz facing 1-2-3","Top of the 1st, Yankees Batting, Tied 0-0, Red Sox' Drew Pomeranz facing 1-2-3","Top of the 1st, Yankees Batting, Tied 0-0, Red Sox' Drew Pomeranz facing 1-2-3","Top of the 1st, Yankees Batting, Tied 0-0, Red Sox' Drew Pomeranz facing 1-2-3","Top of the 1st, Yankees Batting, Tied 0-0, Red Sox' Drew Pomeranz facing 1-2-3","Top of the 1st, Yankees Batting, Tied 0-0, Red Sox' Drew Pomeranz facing 1-2-3","Top of the 1st, Yankees Batting, Tied 0-0, Red Sox' Drew Pomeranz facing 1-2-3","Top of the 1st, Yankees Batting, Tied 0-0, Red Sox' Drew Pomeranz facing 1-2-3"
t1,0-0,0,---,"6,(3-2) BBBCSX",,NYY,Brett Gardner,Drew Pomeranz,-3%,47%,Single to CF (Ground Ball thru SS-2B)
t1,0-0,0,1--,"6,(2-2) C*BBCFX",O,NYY,Aaron Hicks,Drew Pomeranz,3%,50%,Flyball: RF (Deep CF-RF)
t1,0-0,1,1--,"4,(2-1) *BCBX",O,NYY,Aaron Judge,Drew Pomeranz,2%,52%,Groundout: 1B unassisted (2B-1B); Gardner to 2B
t1,0-0,2,-2-,"3,(0-2) CFS",O,NYY,Gary Sanchez,Drew Pomeranz,3%,55%,Strikeout Swinging
,,,,,,,,,"0 runs, 1 hit, 0 errors, 1 LOB. Yankees 0, Red Sox 0.","0 runs, 1 hit, 0 errors, 1 LOB. Yankees 0, Red Sox 0.","0 runs, 1 hit, 0 errors, 1 LOB. Yankees 0, Red Sox 0."
"Bottom of the 1st, Red Sox Batting, Tied 0-0, Yankees' Jordan Montgomery facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Yankees' Jordan Montgomery facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Yankees' Jordan Montgomery facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Yankees' Jordan Montgomery facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Yankees' Jordan Montgomery facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Yankees' Jordan Montgomery facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Yankees' Jordan Montgomery facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Yankees' Jordan Montgomery facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Yankees' Jordan Montgomery facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Yankees' Jordan Montgomery facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Yankees' Jordan Montgomery facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Yankees' Jordan Montgomery facing 1-2-3"
b1,0-0,0,---,"4,(2-1) BBFX",O,BOS,Eduardo Nunez,Jordan Montgomery,-2%,53%,Lineout: LF (Deep LF)
b1,0-0,1,---,"4,(2-1) CBBX",O,BOS,Mookie Betts,Jordan Montgomery,-2%,51%,Groundout: 3B-1B (SS-3B Hole)
b1,0-0,2,---,"4,(1-2) CBFS",O,BOS,Andrew Benintendi,Jordan Montgomery,-1%,50%,Strikeout Swinging (C-1B)
