Pitching,IP,H,R,ER,BB,SO,HR,ERA,BF,Pit,Str,Ctct,StS,StL,GB,FB,LD,Unk,GSc,IR,IS,WPA,aLI,cWPA,acLI,RE24
"Nick Pivetta, W (6-0)",6.0,7,4,4,2,9,1,3.86,27,102,68,35,16,17,4,12,3,0,49.0,,,-0.102,0.84,-0.08%,1.08,-0.6
"Josh Taylor, H (4)",0.2,0,0,0,0,0,0,4.96,3,14,8,7,0,1,1,1,0,0,,0.0,0.0,0.03,1.33,0.02%,1.72,0.3
"Adam Ottavino, H (11)",1.1,0,0,0,0,0,0,3.2,4,16,12,6,3,3,2,2,0,0,,1.0,0.0,0.072,0.72,0.06%,0.92,0.8
Matt Andriese,0.1,2,1,1,0,0,1,5.32,3,8,6,5,0,1,1,2,0,0,,0.0,0.0,-0.01,0.16,-0.01%,0.21,-1.0
Matt Barnes,0.2,0,0,0,0,0,0,2.35,1,7,4,3,0,1,1,0,0,0,,1.0,0.0,0.017,0.46,0.01%,0.59,0.6
Team Totals,9.0,9,5,5,2,9,2,5.0,38,147,98,56,19,23,9,17,3,0,49.0,2.0,0.0,0.007,0.8,0.00%,1.03,0.1
