Inn,Score,Out,RoB,Pit(cnt),R/O,@Bat,Batter,Pitcher,wWPA,wWE,Play Description
"Top of the 1st, Braves Batting, Tied 0-0, Red Sox' Nick Pivetta facing 1-2-3","Top of the 1st, Braves Batting, Tied 0-0, Red Sox' Nick Pivetta facing 1-2-3","Top of the 1st, Braves Batting, Tied 0-0, Red Sox' Nick Pivetta facing 1-2-3","Top of the 1st, Braves Batting, Tied 0-0, Red Sox' Nick Pivetta facing 1-2-3","Top of the 1st, Braves Batting, Tied 0-0, Red Sox' Nick Pivetta facing 1-2-3","Top of the 1st, Braves Batting, Tied 0-0, Red Sox' Nick Pivetta facing 1-2-3","Top of the 1st, Braves Batting, Tied 0-0, Red Sox' Nick Pivetta facing 1-2-3","Top of the 1st, Braves Batting, Tied 0-0, Red Sox' Nick Pivetta facing 1-2-3","Top of the 1st, Braves Batting, Tied 0-0, Red Sox' Nick Pivetta facing 1-2-3","Top of the 1st, Braves Batting, Tied 0-0, Red Sox' Nick Pivetta facing 1-2-3","Top of the 1st, Braves Batting, Tied 0-0, Red Sox' Nick Pivetta facing 1-2-3","Top of the 1st, Braves Batting, Tied 0-0, Red Sox' Nick Pivetta facing 1-2-3"
t1,0-0,0,---,"3,(0-2) SSS",O,ATL,Ronald Acuna Jr.,Nick Pivetta,2%,52%,Strikeout Swinging
t1,0-0,1,---,"5,(3-1) BCBBB",,ATL,Freddie Freeman,Nick Pivetta,-2%,50%,Walk
t1,0-0,1,1--,"5,(2-2) *BFC*BX",R,ATL,Ozzie Albies,Nick Pivetta,-13%,37%,Triple to RF (Line Drive to Deep CF-RF); Freeman Scores
t1,1-0,1,--3,"4,(1-2) BFFS",O,ATL,Austin Riley,Nick Pivetta,5%,42%,Strikeout Swinging
t1,1-0,2,--3,"5,(2-2) FBBCX",R,ATL,Dansby Swanson,Nick Pivetta,-8%,34%,Double to RF (Fly Ball to Deep RF Line); Albies Scores
t1,2-0,2,-2-,"5,(2-2) BCSBX",O,ATL,Pablo Sandoval,Nick Pivetta,3%,37%,Foul Popfly: 3B (3B into Foul Terr.)
,,,,,,,,,"2 runs, 2 hits, 0 errors, 1 LOB. Braves 2, Red Sox 0.","2 runs, 2 hits, 0 errors, 1 LOB. Braves 2, Red Sox 0.","2 runs, 2 hits, 0 errors, 1 LOB. Braves 2, Red Sox 0."
"Bottom of the 1st, Red Sox Batting, Behind 0-2, Braves' Drew Smyly facing 1-2-3","Bottom of the 1st, Red Sox Batting, Behind 0-2, Braves' Drew Smyly facing 1-2-3","Bottom of the 1st, Red Sox Batting, Behind 0-2, Braves' Drew Smyly facing 1-2-3","Bottom of the 1st, Red Sox Batting, Behind 0-2, Braves' Drew Smyly facing 1-2-3","Bottom of the 1st, Red Sox Batting, Behind 0-2, Braves' Drew Smyly facing 1-2-3","Bottom of the 1st, Red Sox Batting, Behind 0-2, Braves' Drew Smyly facing 1-2-3","Bottom of the 1st, Red Sox Batting, Behind 0-2, Braves' Drew Smyly facing 1-2-3","Bottom of the 1st, Red Sox Batting, Behind 0-2, Braves' Drew Smyly facing 1-2-3","Bottom of the 1st, Red Sox Batting, Behind 0-2, Braves' Drew Smyly facing 1-2-3","Bottom of the 1st, Red Sox Batting, Behind 0-2, Braves' Drew Smyly facing 1-2-3","Bottom of the 1st, Red Sox Batting, Behind 0-2, Braves' Drew Smyly facing 1-2-3","Bottom of the 1st, Red Sox Batting, Behind 0-2, Braves' Drew Smyly facing 1-2-3"
b1,0-2,0,---,"5,(3-1) CBBBX",O,BOS,Enrique Hernandez,Drew Smyly,-2%,34%,Groundout: 3B-1B
b1,0-2,1,---,"5,(2-2) CBBFX",O,BOS,Alex Verdugo,Drew Smyly,-2%,32%,Groundout: SS-1B (Deep SS-2B)
