Inn,Score,Out,RoB,Pit(cnt),R/O,@Bat,Batter,Pitcher,wWPA,wWE,Play Description
"Top of the 1st, Orioles Batting, Tied 0-0, Red Sox' Nathan Eovaldi facing 1-2-3","Top of the 1st, Orioles Batting, Tied 0-0, Red Sox' Nathan Eovaldi facing 1-2-3","Top of the 1st, Orioles Batting, Tied 0-0, Red Sox' Nathan Eovaldi facing 1-2-3","Top of the 1st, Orioles Batting, Tied 0-0, Red Sox' Nathan Eovaldi facing 1-2-3","Top of the 1st, Orioles Batting, Tied 0-0, Red Sox' Nathan Eovaldi facing 1-2-3","Top of the 1st, Orioles Batting, Tied 0-0, Red Sox' Nathan Eovaldi facing 1-2-3","Top of the 1st, Orioles Batting, Tied 0-0, Red Sox' Nathan Eovaldi facing 1-2-3","Top of the 1st, Orioles Batting, Tied 0-0, Red Sox' Nathan Eovaldi facing 1-2-3","Top of the 1st, Orioles Batting, Tied 0-0, Red Sox' Nathan Eovaldi facing 1-2-3","Top of the 1st, Orioles Batting, Tied 0-0, Red Sox' Nathan Eovaldi facing 1-2-3","Top of the 1st, Orioles Batting, Tied 0-0, Red Sox' Nathan Eovaldi facing 1-2-3","Top of the 1st, Orioles Batting, Tied 0-0, Red Sox' Nathan Eovaldi facing 1-2-3"
t1,0-0,0,---,"4,(1-2) CBCX",,BAL,Cedric Mullins,Nathan Eovaldi,3%,53%,Single to 3B (Ground Ball)
t1,0-0,0,1--,"4,(2-1) B1SBX",OO,BAL,Trey Mancini,Nathan Eovaldi,-7%,46%,Ground Ball Double Play: 3B-2B-1B (SS-3B Hole)
t1,0-0,2,---,"3,(1-1) BCX",O,BAL,Anthony Santander,Nathan Eovaldi,-1%,45%,Flyball: LF (Short LF-CF)
,,,,,,,,,"0 runs, 1 hit, 0 errors, 0 LOB. Orioles 0, Red Sox 0.","0 runs, 1 hit, 0 errors, 0 LOB. Orioles 0, Red Sox 0.","0 runs, 1 hit, 0 errors, 0 LOB. Orioles 0, Red Sox 0."
"Bottom of the 1st, Red Sox Batting, Tied 0-0, Orioles' John Means facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Orioles' John Means facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Orioles' John Means facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Orioles' John Means facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Orioles' John Means facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Orioles' John Means facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Orioles' John Means facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Orioles' John Means facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Orioles' John Means facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Orioles' John Means facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Orioles' John Means facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Orioles' John Means facing 1-2-3"
b1,0-0,0,---,"6,(2-2) BCSBFX",,BOS,Enrique Hernandez,John Means,-3%,42%,Single to RF (Line Drive)
b1,0-0,0,1--,"1,(0-0) X",O,BOS,Alex Verdugo,John Means,3%,45%,Flyball: RF (Short RF Line)
b1,0-0,1,1--,"4,(2-2) CT*BB1",O,BOS,J.D. Martinez,John Means,4%,49%,Hernandez Picked off 1B (P-1B)
,,,,,,,,,Tag play Challenged by BAL manager (Brandon Hyde): Original call overturned as shown.,Tag play Challenged by BAL manager (Brandon Hyde): Original call overturned as shown.,Tag play Challenged by BAL manager (Brandon Hyde): Original call overturned as shown.
