0,1,2
1.0,Yandy Díaz,DH
2.0,Tommy Pham,LF
3.0,Brandon Lowe,1B
4.0,Avisail Garcia,RF
5.0,Travis d'Arnaud,C
6.0,Willy Adames,SS
7.0,Christian Arroyo,3B
8.0,Guillermo Heredia,CF
9.0,Daniel Robertson,2B
,Blake Snell,P
