Inn,Score,Out,RoB,Pit(cnt),R/O,@Bat,Batter,Pitcher,wWPA,wWE,Play Description
"Top of the 1st, Dodgers Batting, Tied 0-0, Red Sox' Chris Sale facing 1-2-3","Top of the 1st, Dodgers Batting, Tied 0-0, Red Sox' Chris Sale facing 1-2-3","Top of the 1st, Dodgers Batting, Tied 0-0, Red Sox' Chris Sale facing 1-2-3","Top of the 1st, Dodgers Batting, Tied 0-0, Red Sox' Chris Sale facing 1-2-3","Top of the 1st, Dodgers Batting, Tied 0-0, Red Sox' Chris Sale facing 1-2-3","Top of the 1st, Dodgers Batting, Tied 0-0, Red Sox' Chris Sale facing 1-2-3","Top of the 1st, Dodgers Batting, Tied 0-0, Red Sox' Chris Sale facing 1-2-3","Top of the 1st, Dodgers Batting, Tied 0-0, Red Sox' Chris Sale facing 1-2-3","Top of the 1st, Dodgers Batting, Tied 0-0, Red Sox' Chris Sale facing 1-2-3","Top of the 1st, Dodgers Batting, Tied 0-0, Red Sox' Chris Sale facing 1-2-3","Top of the 1st, Dodgers Batting, Tied 0-0, Red Sox' Chris Sale facing 1-2-3","Top of the 1st, Dodgers Batting, Tied 0-0, Red Sox' Chris Sale facing 1-2-3"
t1,0-0,0,---,"6,(3-2) CBBBCB",,LAD,Chris Taylor,Chris Sale,3%,53%,Walk
t1,0-0,0,1--,"5,(2-2) CBSBS",O,LAD,Justin Turner,Chris Sale,-3%,50%,Strikeout Swinging
t1,0-0,1,1--,"5,(1-2) BFSFC",O,LAD,David Freese,Chris Sale,-3%,47%,Strikeout Looking
t1,0-0,2,1--,"2,(1-0) BX",,LAD,Cody Bellinger,Chris Sale,2%,49%,Single to P (Ground Ball); Taylor to 2B
t1,0-0,2,12-,"1,(0-0) X",R,LAD,AJ Pollock,Chris Sale,10%,59%,Single to RF (Line Drive to Deep 2B-1B); Taylor Scores; Bellinger to 3B
t1,1-0,2,1-3,"5,(2-2) BSCBS",O,LAD,Max Muncy,Chris Sale,-5%,54%,Strikeout Swinging
,,,,,,,,,"1 run, 2 hits, 0 errors, 2 LOB. Dodgers 1, Red Sox 0.","1 run, 2 hits, 0 errors, 2 LOB. Dodgers 1, Red Sox 0.","1 run, 2 hits, 0 errors, 2 LOB. Dodgers 1, Red Sox 0."
"Bottom of the 1st, Red Sox Batting, Behind 0-1, Dodgers' Ross Stripling facing 1-2-3","Bottom of the 1st, Red Sox Batting, Behind 0-1, Dodgers' Ross Stripling facing 1-2-3","Bottom of the 1st, Red Sox Batting, Behind 0-1, Dodgers' Ross Stripling facing 1-2-3","Bottom of the 1st, Red Sox Batting, Behind 0-1, Dodgers' Ross Stripling facing 1-2-3","Bottom of the 1st, Red Sox Batting, Behind 0-1, Dodgers' Ross Stripling facing 1-2-3","Bottom of the 1st, Red Sox Batting, Behind 0-1, Dodgers' Ross Stripling facing 1-2-3","Bottom of the 1st, Red Sox Batting, Behind 0-1, Dodgers' Ross Stripling facing 1-2-3","Bottom of the 1st, Red Sox Batting, Behind 0-1, Dodgers' Ross Stripling facing 1-2-3","Bottom of the 1st, Red Sox Batting, Behind 0-1, Dodgers' Ross Stripling facing 1-2-3","Bottom of the 1st, Red Sox Batting, Behind 0-1, Dodgers' Ross Stripling facing 1-2-3","Bottom of the 1st, Red Sox Batting, Behind 0-1, Dodgers' Ross Stripling facing 1-2-3","Bottom of the 1st, Red Sox Batting, Behind 0-1, Dodgers' Ross Stripling facing 1-2-3"
b1,0-1,0,---,"6,(3-2) BBFSBX",O,BOS,Mookie Betts,Ross Stripling,2%,57%,Flyball: CF (Deep CF)
b1,0-1,1,---,"2,(0-1) CX",,BOS,Rafael Devers,Ross Stripling,-3%,54%,Single to SS (Bunt)
b1,0-1,1,1--,"3,(0-2) CCC",O,BOS,Xander Bogaerts,Ross Stripling,3%,57%,Strikeout Looking
b1,0-1,2,1--,"3,(0-2) F1CB",O,BOS,J.D. Martinez,Ross Stripling,2%,60%,Devers Caught Stealing 2B (C-2B)
,,,,,,,,,"0 runs, 1 hit, 0 errors, 0 LOB. Dodgers 1, Red Sox 0.","0 runs, 1 hit, 0 errors, 0 LOB. Dodgers 1, Red Sox 0.","0 runs, 1 hit, 0 errors, 0 LOB. Dodgers 1, Red Sox 0."
