Unnamed: 0,Unnamed: 1,1,2,3,4,5,6,7,8,9,R,H,E
via Sports Logos.net About logos,Los Angeles Dodgers,1,0,1,0,3,0,4,1,1,11,14,1
via Sports Logos.net About logos,Boston Red Sox,0,0,0,1,0,1,0,0,0,2,6,1
WP: Ross Stripling (4-3) • LP: Chris Sale (3-9),WP: Ross Stripling (4-3) • LP: Chris Sale (3-9),WP: Ross Stripling (4-3) • LP: Chris Sale (3-9),WP: Ross Stripling (4-3) • LP: Chris Sale (3-9),WP: Ross Stripling (4-3) • LP: Chris Sale (3-9),WP: Ross Stripling (4-3) • LP: Chris Sale (3-9),WP: Ross Stripling (4-3) • LP: Chris Sale (3-9),WP: Ross Stripling (4-3) • LP: Chris Sale (3-9),WP: Ross Stripling (4-3) • LP: Chris Sale (3-9),WP: Ross Stripling (4-3) • LP: Chris Sale (3-9),WP: Ross Stripling (4-3) • LP: Chris Sale (3-9),WP: Ross Stripling (4-3) • LP: Chris Sale (3-9),WP: Ross Stripling (4-3) • LP: Chris Sale (3-9),WP: Ross Stripling (4-3) • LP: Chris Sale (3-9)
