Pitching,IP,H,R,ER,BB,SO,HR,ERA,BF,Pit,Str,Ctct,StS,StL,GB,FB,LD,Unk,GSc,IR,IS,WPA,aLI,cWPA,acLI,RE24
"Ross Stripling, W (4-3)",5,4,1,1,0,7,1,3.65,18,68,47,23,7,17,6,5,2,0,62.0,,,0.177,0.93,0.04%,0.32,1.9
Joe Kelly,1,2,1,1,1,1,0,5.4,6,29,18,9,3,6,1,3,2,0,,0.0,0.0,-0.006,1.43,-0.00%,0.48,-0.4
Julio Urias,2,0,0,0,0,2,0,2.36,6,19,16,9,2,5,3,1,0,0,,0.0,0.0,0.011,0.07,0.00%,0.03,1.2
JT Chargois,1,0,0,0,0,0,0,4.35,3,8,6,4,1,1,2,1,0,0,,0.0,0.0,0.0,0.0,0.00%,0.0,0.6
Team Totals,9,6,2,2,1,10,1,2.0,33,124,87,45,13,29,12,10,4,0,62.0,0.0,0.0,0.182,0.83,0.04%,0.28,3.3
