Inn,Score,Out,RoB,Pit(cnt),R/O,@Bat,Batter,Pitcher,wWPA,wWE,Play Description
"Top of the 1st, Astros Batting, Tied 0-0, Red Sox' Eduardo Rodriguez facing 1-2-3","Top of the 1st, Astros Batting, Tied 0-0, Red Sox' Eduardo Rodriguez facing 1-2-3","Top of the 1st, Astros Batting, Tied 0-0, Red Sox' Eduardo Rodriguez facing 1-2-3","Top of the 1st, Astros Batting, Tied 0-0, Red Sox' Eduardo Rodriguez facing 1-2-3","Top of the 1st, Astros Batting, Tied 0-0, Red Sox' Eduardo Rodriguez facing 1-2-3","Top of the 1st, Astros Batting, Tied 0-0, Red Sox' Eduardo Rodriguez facing 1-2-3","Top of the 1st, Astros Batting, Tied 0-0, Red Sox' Eduardo Rodriguez facing 1-2-3","Top of the 1st, Astros Batting, Tied 0-0, Red Sox' Eduardo Rodriguez facing 1-2-3","Top of the 1st, Astros Batting, Tied 0-0, Red Sox' Eduardo Rodriguez facing 1-2-3","Top of the 1st, Astros Batting, Tied 0-0, Red Sox' Eduardo Rodriguez facing 1-2-3","Top of the 1st, Astros Batting, Tied 0-0, Red Sox' Eduardo Rodriguez facing 1-2-3","Top of the 1st, Astros Batting, Tied 0-0, Red Sox' Eduardo Rodriguez facing 1-2-3"
t1,0-0,0,---,"6,(2-2) BBFCFC",O,HOU,George Springer,Eduardo Rodriguez,-2%,48%,Strikeout Looking
t1,0-0,1,---,"4,(1-2) CBCS",O,HOU,Jose Altuve,Eduardo Rodriguez,-2%,46%,Strikeout Swinging
t1,0-0,2,---,"2,(0-1) CX",O,HOU,Alex Bregman,Eduardo Rodriguez,-1%,45%,Lineout: 2B (Deep SS)
,,,,,,,,,"0 runs, 0 hits, 0 errors, 0 LOB. Astros 0, Red Sox 0.","0 runs, 0 hits, 0 errors, 0 LOB. Astros 0, Red Sox 0.","0 runs, 0 hits, 0 errors, 0 LOB. Astros 0, Red Sox 0."
"Bottom of the 1st, Red Sox Batting, Tied 0-0, Astros' Charlie Morton facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Astros' Charlie Morton facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Astros' Charlie Morton facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Astros' Charlie Morton facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Astros' Charlie Morton facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Astros' Charlie Morton facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Astros' Charlie Morton facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Astros' Charlie Morton facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Astros' Charlie Morton facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Astros' Charlie Morton facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Astros' Charlie Morton facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Astros' Charlie Morton facing 1-2-3"
b1,0-0,0,---,"8,(3-2) CCBBBFFX",,BOS,Mookie Betts,Charlie Morton,-3%,42%,Single to LF (Line Drive)
b1,0-0,0,1--,"3,(1-1) F*B1X",,BOS,Andrew Benintendi,Charlie Morton,-5%,36%,Single to LF (Ground Ball); Betts to 2B
b1,0-0,0,12-,"2,(1-0) BX",O,BOS,J.D. Martinez,Charlie Morton,2%,39%,Lineout: CF (Deep CF); Betts to 3B
b1,0-0,1,1-3,"1,(0-0) X",R,BOS,Xander Bogaerts,Charlie Morton,-6%,32%,Single to RF (Ground Ball); Betts Scores; Benintendi to 2B
b1,1-0,1,12-,"2,(0-1) CX",O,BOS,Mitch Moreland,Charlie Morton,4%,36%,Lineout: RF (CF-RF)
b1,1-0,2,12-,"2,(1-0) BX",O,BOS,Ian Kinsler,Charlie Morton,4%,40%,Groundout: 3B-1B
,,,,,,,,,"1 run, 3 hits, 0 errors, 2 LOB. Astros 0, Red Sox 1.","1 run, 3 hits, 0 errors, 2 LOB. Astros 0, Red Sox 1.","1 run, 3 hits, 0 errors, 2 LOB. Astros 0, Red Sox 1."
