Batting,AB,R,H,RBI,BB,SO,PA,BA,OBP,SLG,OPS,Pit,Str,WPA,aLI,WPA+,WPA-,cWPA,acLI,RE24,PO,A,Details
Francisco Lindor SS,5.0,0.0,0.0,0.0,0.0,1.0,5.0,0.289,0.368,0.543,0.911,20.0,15.0,-0.119,0.9,0.0,-0.119%,-0.01%,0.13,-1.8,1.0,5.0,
Michael Brantley LF,4.0,0.0,2.0,1.0,1.0,0.0,5.0,0.304,0.359,0.475,0.834,22.0,14.0,0.082,0.59,0.106,-0.024%,0.01%,0.08,0.9,0.0,0.0,2B
Jose Ramirez 3B,3.0,1.0,0.0,0.0,2.0,1.0,5.0,0.296,0.409,0.623,1.032,26.0,15.0,-0.05,0.49,0.021,-0.070%,-0.00%,0.07,0.2,0.0,1.0,SB
Yandy Díaz DH,5.0,0.0,1.0,0.0,0.0,0.0,5.0,0.35,0.381,0.45,0.831,16.0,11.0,-0.029,0.7,0.037,-0.066%,-0.00%,0.1,-1.2,,,GDP
Yonder Alonso 1B,4.0,0.0,1.0,1.0,0.0,1.0,5.0,0.246,0.31,0.431,0.742,16.0,14.0,-0.077,0.77,0.011,-0.087%,-0.01%,0.11,-0.6,11.0,0.0,SF
Melky Cabrera RF,4.0,2.0,3.0,1.0,0.0,1.0,4.0,0.275,0.313,0.45,0.763,18.0,13.0,0.184,0.62,0.185,-0.002%,0.02%,0.09,1.9,2.0,0.0,"HR,2B"
Brandon Guyer RF,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.196,0.283,0.372,0.655,7.0,6.0,-0.004,0.17,0.0,-0.004%,0%,0.02,-0.2,0.0,0.0,
Jason Kipnis 2B,4.0,1.0,1.0,0.0,0.0,1.0,4.0,0.221,0.311,0.353,0.664,10.0,8.0,-0.082,0.88,0.032,-0.114%,-0.01%,0.13,-1.1,1.0,5.0,
Yan Gomes C,4.0,2.0,3.0,2.0,0.0,0.0,4.0,0.25,0.304,0.427,0.732,16.0,10.0,0.147,1.18,0.199,-0.052%,0.01%,0.17,1.7,9.0,0.0,HR
Greg Allen CF,3.0,0.0,2.0,1.0,0.0,0.0,4.0,0.257,0.296,0.337,0.633,10.0,7.0,0.118,0.88,0.144,-0.026%,0.01%,0.13,1.6,3.0,0.0,"2B,HBP"
,,,,,,,,,,,,,,,,,,,,,,,
Shane Bieber P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Adam Cimber P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Andrew Miller P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Brad Hand P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Team Totals,37.0,6.0,13.0,6.0,3.0,5.0,42.0,0.351,0.405,0.595,0.999,161.0,113.0,0.17,0.75,0.735,-0.564%,0.01%,0.11,1.2,27.0,11.0,
