0,1,2
1.0,Trea Turner,SS
2.0,Juan Soto,DH
3.0,Howie Kendrick,1B
4.0,Asdrubal Cabrera,3B
5.0,Kurt Suzuki,C
6.0,Adam Eaton,RF
7.0,Josh Harrison,2B
8.0,Michael A. Taylor,LF
9.0,Victor Robles,CF
,Max Scherzer,P
