Batting,AB,R,H,RBI,BB,SO,PA,BA,OBP,SLG,OPS,Pit,Str,WPA,aLI,WPA+,WPA-,cWPA,acLI,RE24,PO,A,Details
Alex Verdugo LF,5.0,1.0,1.0,0.0,0.0,1.0,5.0,0.287,0.353,0.5,0.853,22.0,15.0,-0.04,0.39,0.008,-0.048%,-0.01%,0.07,-1.8,1.0,0.0,
Rafael Devers 3B,4.0,0.0,1.0,1.0,0.0,2.0,4.0,0.223,0.271,0.405,0.676,19.0,13.0,0.022,0.44,0.057,-0.035%,0.00%,0.08,0.2,0.0,3.0,2B
J.D. Martinez DH,4.0,0.0,0.0,0.0,0.0,2.0,4.0,0.205,0.297,0.366,0.663,13.0,9.0,-0.047,0.41,0.0,-0.047%,-0.01%,0.08,-1.1,,,
Xander Bogaerts SS,3.0,0.0,1.0,0.0,0.0,2.0,3.0,0.278,0.342,0.5,0.842,9.0,8.0,0.013,0.59,0.036,-0.023%,0.00%,0.11,-0.1,2.0,8.0,
Tzu-Wei Lin SS,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.13,0.167,0.13,0.297,4.0,0.0,0.0,0.01,0.0,0.000%,0%,0.0,0.4,1.0,0.0,
Mitch Moreland 1B,3.0,0.0,1.0,0.0,0.0,1.0,3.0,0.349,0.453,0.794,1.247,10.0,6.0,0.04,0.66,0.054,-0.014%,0.01%,0.12,0.3,11.0,0.0,
Kevin Plawecki 1B,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.333,0.371,0.394,0.765,3.0,2.0,0.001,0.03,0.001,0.000%,0%,0.01,0.9,0.0,1.0,
Christian Vazquez C,4.0,0.0,1.0,0.0,0.0,1.0,4.0,0.26,0.294,0.423,0.717,18.0,12.0,-0.023,0.58,0.012,-0.035%,-0.00%,0.11,-1.0,2.0,1.0,
Kevin Pillar RF,4.0,0.0,1.0,1.0,0.0,1.0,4.0,0.257,0.314,0.413,0.726,17.0,10.0,-0.14,0.65,0.001,-0.141%,-0.02%,0.12,-1.1,3.0,0.0,
Jackie Bradley Jr. CF,4.0,0.0,1.0,0.0,0.0,2.0,4.0,0.253,0.317,0.363,0.679,22.0,13.0,-0.034,0.34,0.001,-0.036%,-0.00%,0.07,0.0,2.0,0.0,
Jose Peraza 2B,4.0,0.0,2.0,0.0,0.0,1.0,4.0,0.253,0.306,0.352,0.658,15.0,9.0,0.013,0.34,0.026,-0.013%,0.00%,0.06,0.1,5.0,4.0,2B
,,,,,,,,,,,,,,,,,,,,,,,
Martin Perez P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Robert Stock P,,,,,,,,,,,,,,,,,,,,,0.0,1.0,
Jeffrey Springs P,,,,,,,,,,,,,,,,,,,,,0.0,1.0,
Josh Taylor P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Team Totals,36.0,2.0,10.0,2.0,1.0,13.0,37.0,0.278,0.297,0.333,0.631,152.0,97.0,-0.195,0.45,0.196,-0.392%,-0.02%,0.09,-3.2,27.0,19.0,
