Pitching,IP,H,R,ER,BB,SO,HR,ERA,BF,Pit,Str,Ctct,StS,StL,GB,FB,LD,Unk,GSc,IR,IS,WPA,aLI,cWPA,acLI,RE24
"Max Scherzer, W (3-1)",6.0,6,1,1,0,11,0,3.86,23,92,63,32,19,12,2,10,6,0,67.0,,,0.179,0.67,0.09%,0.57,2.4
Kyle Finnegan,1.0,0,0,0,0,1,0,1.5,3,14,9,5,1,3,0,2,1,0,,0.0,0.0,0.015,0.19,0.01%,0.16,0.6
Ben Braymer,1.1,4,1,1,1,1,0,6.75,9,41,21,14,2,5,1,6,4,0,,0.0,0.0,-0.001,0.03,0.00%,0.03,-1.5
Ryne Harper,0.2,0,0,0,0,0,0,7.43,2,5,4,3,0,1,0,2,1,0,,3.0,0.0,0.002,0.04,0.00%,0.04,1.7
Team Totals,9.0,10,2,2,1,13,0,2.0,37,152,97,54,22,21,3,20,12,0,67.0,3.0,0.0,0.195,0.45,0.10%,0.39,3.2
