0,1,2
1.0,Andrew Benintendi,LF
2.0,J.D. Martinez,DH
3.0,Rafael Devers,3B
4.0,Mitch Moreland,1B
5.0,Jose Peraza,2B
6.0,Alex Verdugo,RF
7.0,Jackie Bradley Jr.,CF
8.0,Kevin Plawecki,C
9.0,Tzu-Wei Lin,SS
,Martin Perez,P
