Pitching,IP,H,R,ER,BB,SO,HR,ERA,BF,Pit,Str,Ctct,StS,StL,GB,FB,LD,Unk,GSc,IR,IS,WPA,aLI,cWPA,acLI,RE24
Trevor Richards,5.2,3,3,3,2,6,2,4.26,22,92,58,30,11,17,4,10,5,0,55.0,,,-0.039,1.02,0.00%,0.0,-0.3
"Drew Rucinski, H (3)",0.1,2,2,2,0,0,0,3.76,3,6,4,4,0,0,2,1,0,0,,2.0,0.0,-0.18,2.38,0.00%,0.0,-1.0
"Adam Conley, BS (2), L (3-4)",0.1,3,3,3,0,0,0,4.65,4,8,8,4,1,3,2,2,1,0,,2.0,2.0,-0.429,2.03,0.00%,0.0,-2.9
Drew Steckenrider,0.0,2,3,3,1,0,0,3.81,3,12,6,5,1,0,0,2,2,0,,1.0,1.0,-0.062,0.54,0.00%,0.0,-2.0
Javy Guerra,0.2,5,3,3,0,0,0,5.76,6,21,13,11,1,1,3,3,3,0,,2.0,2.0,-0.025,0.08,0.00%,0.0,-4.1
Brett Graves,1.0,1,0,0,0,0,0,4.84,3,15,8,5,0,3,2,1,1,0,,0.0,0.0,0.0,0.0,0.00%,0.0,0.5
Team Totals,8.0,16,14,14,3,6,2,15.75,41,154,97,59,14,24,13,19,12,0,55.0,7.0,5.0,-0.735,0.97,0.00%,0.0,-9.7
