0,1,2,0,1,2
1.0,Rafael Ortega,RF,1.0,Mookie Betts,RF
2.0,Brian Anderson,3B,2.0,Andrew Benintendi,LF
3.0,J.T. Realmuto,C,3.0,Steve Pearce,1B
4.0,Starlin Castro,2B,4.0,J.D. Martinez,DH
5.0,Derek Dietrich,DH,5.0,Xander Bogaerts,SS
6.0,Austin Dean,LF,6.0,Eduardo Nunez,3B
7.0,Miguel Rojas,1B,7.0,Ian Kinsler,2B
8.0,JT Riddle,SS,8.0,Sandy Leon,C
9.0,Isaac Galloway,CF,9.0,Jackie Bradley Jr.,CF
,Trevor Richards,P,,David Price,P
