Batting,AB,R,H,RBI,BB,SO,PA,BA,OBP,SLG,OPS,Pit,Str,WPA,aLI,WPA+,WPA-,cWPA,acLI,RE24,PO,A,Details
Rafael Ortega RF,5.0,0.0,2.0,0.0,0.0,1.0,5.0,0.28,0.341,0.333,0.675,16.0,9.0,0.035,0.83,0.083,-0.048%,0%,0.0,0.0,2.0,0.0,
Brian Anderson 3B,4.0,2.0,0.0,0.0,0.0,1.0,5.0,0.276,0.358,0.401,0.759,12.0,10.0,-0.03,0.9,0.037,-0.067%,0%,0.0,-1.0,0.0,0.0,"HBP,GDP"
J.T. Realmuto C,4.0,1.0,2.0,2.0,0.0,1.0,4.0,0.286,0.346,0.495,0.841,15.0,10.0,0.142,1.16,0.173,-0.031%,0%,0.0,1.0,6.0,0.0,2B
Bryan Holaday C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.201,0.259,0.246,0.505,,,,,,,,,,0.0,0.0,
Starlin Castro 2B,4.0,0.0,2.0,2.0,0.0,0.0,4.0,0.286,0.338,0.409,0.747,17.0,10.0,0.152,1.03,0.201,-0.049%,0%,0.0,1.2,4.0,2.0,
Derek Dietrich DH,3.0,1.0,1.0,1.0,0.0,0.0,4.0,0.268,0.332,0.431,0.763,12.0,8.0,0.097,0.57,0.117,-0.020%,0%,0.0,0.7,,,"HR,HBP"
Austin Dean LF,4.0,1.0,1.0,1.0,0.0,1.0,4.0,0.222,0.271,0.467,0.738,19.0,14.0,-0.074,0.71,0.001,-0.074%,0%,0.0,0.0,2.0,0.0,HR
Miguel Rojas 1B,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.253,0.3,0.353,0.653,12.0,9.0,-0.053,0.51,0.0,-0.053%,0%,0.0,-0.8,5.0,1.0,
JT Riddle SS,4.0,0.0,1.0,0.0,0.0,1.0,4.0,0.225,0.269,0.385,0.654,8.0,7.0,-0.037,0.53,0.025,-0.062%,0%,0.0,-0.5,4.0,4.0,CS
Isaac Galloway CF,2.0,1.0,0.0,0.0,2.0,2.0,4.0,0.263,0.378,0.474,0.851,26.0,14.0,0.001,0.61,0.039,-0.037%,0%,0.0,0.4,0.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,
Trevor Richards P,,,,,,,,,,,,,,,,,,,,,1.0,0.0,
Drew Rucinski P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Adam Conley P,,,,,,,,,,,,,,,,,,,,,0.0,1.0,
Drew Steckenrider P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Javy Guerra P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Brett Graves P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Team Totals,34.0,6.0,9.0,6.0,2.0,7.0,38.0,0.265,0.342,0.471,0.813,137.0,91.0,0.233,0.77,0.676,-0.441%,0.00%,0.0,1.2,24.0,8.0,
