Batting,AB,R,H,RBI,BB,SO,PA,BA,OBP,SLG,OPS,Pit,Str,WPA,aLI,WPA+,WPA-,cWPA,acLI,RE24,PO,A,Details
Mookie Betts RF,4.0,0.0,1.0,1.0,0.0,1.0,5.0,0.269,0.343,0.472,0.815,25.0,16.0,-0.026,0.4,0.008,-0.033%,-0.02%,0.59,-0.2,3.0,0.0,SF
Dustin Pedroia 2B,3.0,2.0,3.0,1.0,1.0,0.0,4.0,0.299,0.37,0.372,0.743,19.0,11.0,0.079,0.45,0.079,0.000%,0.07%,0.67,1.4,0.0,3.0,
Tzu-Wei Lin 2B,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.25,0.25,0.25,0.5,4.0,2.0,0.0,0.0,0.0,0.000%,0%,0.0,-0.4,2.0,3.0,
Xander Bogaerts SS,4.0,2.0,2.0,0.0,0.0,1.0,5.0,0.318,0.373,0.467,0.841,25.0,17.0,0.082,0.49,0.082,0.000%,0.07%,0.73,1.3,0.0,1.0,HBP
Chris Young DH,3.0,1.0,1.0,3.0,2.0,0.0,5.0,0.261,0.344,0.406,0.75,19.0,7.0,-0.031,0.65,0.048,-0.079%,-0.03%,0.98,2.9,,,"HR,SB"
Jackie Bradley Jr. CF,5.0,0.0,1.0,0.0,0.0,0.0,5.0,0.262,0.353,0.471,0.824,18.0,11.0,0.072,0.67,0.114,-0.043%,0.06%,1.01,1.4,1.0,0.0,SB
Sam Travis 1B,3.0,1.0,0.0,0.0,1.0,1.0,4.0,0.346,0.414,0.462,0.875,17.0,9.0,-0.045,0.49,0.036,-0.081%,-0.04%,0.73,-1.9,9.0,0.0,
Andrew Benintendi LF,3.0,0.0,0.0,0.0,1.0,2.0,4.0,0.275,0.344,0.431,0.775,14.0,9.0,-0.046,0.54,0.001,-0.047%,-0.04%,0.8,-0.6,3.0,0.0,IW
Christian Vazquez C,2.0,2.0,1.0,2.0,2.0,0.0,4.0,0.296,0.333,0.407,0.741,21.0,11.0,0.166,0.42,0.19,-0.024%,0.15%,0.63,0.7,7.0,1.0,"HR,SB,GDP"
Deven Marrero 3B,4.0,1.0,1.0,0.0,0.0,1.0,4.0,0.16,0.198,0.3,0.498,20.0,15.0,0.017,0.3,0.032,-0.016%,0.01%,0.45,-0.0,2.0,2.0,2B
,,,,,,,,,,,,,,,,,,,,,,,
Drew Pomeranz P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Blaine Boyer P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Fernando Abad P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Team Totals,32.0,9.0,10.0,7.0,7.0,6.0,41.0,0.312,0.439,0.531,0.97,182.0,108.0,0.268,0.48,0.59,-0.323%,0.24%,0.72,4.6,27.0,10.0,
