Batting,AB,R,H,RBI,BB,SO,PA,BA,OBP,SLG,OPS,Pit,Str,WPA,aLI,WPA+,WPA-,cWPA,acLI,RE24,PO,A,Details
Mookie Betts CF,3.0,2.0,1.0,1.0,1.0,1.0,5.0,0.285,0.39,0.504,0.895,19.0,9.0,0.035,0.95,0.077,-0.043%,0.01%,0.24,0.8,5.0,1.0,"2B,SF"
Rafael Devers 3B,5.0,2.0,4.0,4.0,0.0,0.0,5.0,0.332,0.38,0.596,0.976,15.0,12.0,0.236,0.95,0.25,-0.015%,0.04%,0.24,3.5,1.0,1.0,"HR,2·2B"
Xander Bogaerts SS,5.0,1.0,2.0,2.0,0.0,0.0,5.0,0.309,0.384,0.562,0.946,21.0,13.0,0.039,0.95,0.097,-0.057%,0.01%,0.24,0.6,2.0,0.0,2B
Marco Hernandez 2B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.325,0.35,0.468,0.818,,,,,,,,,,0.0,0.0,
J.D. Martinez RF,5.0,1.0,3.0,2.0,0.0,0.0,5.0,0.31,0.384,0.562,0.946,16.0,9.0,0.097,0.77,0.139,-0.042%,0.01%,0.2,1.9,1.0,0.0,2B
Andrew Benintendi LF,4.0,0.0,0.0,0.0,1.0,1.0,5.0,0.286,0.361,0.468,0.829,13.0,8.0,-0.062,0.76,0.01,-0.072%,-0.01%,0.19,-0.7,1.0,0.0,
Sam Travis DH,4.0,2.0,1.0,1.0,1.0,1.0,5.0,0.265,0.324,0.49,0.814,22.0,15.0,0.068,0.7,0.107,-0.040%,0.01%,0.17,-0.0,,,HR
Christian Vazquez 1B-C,4.0,2.0,2.0,1.0,1.0,2.0,5.0,0.281,0.32,0.483,0.803,22.0,13.0,0.153,0.71,0.172,-0.019%,0.02%,0.18,1.4,5.0,0.0,2B
Sandy Leon C,2.0,0.0,0.0,0.0,0.0,2.0,2.0,0.19,0.252,0.31,0.561,12.0,7.0,-0.027,0.47,0.0,-0.027%,-0.00%,0.12,-0.4,8.0,1.0,
Mitch Moreland PH-1B,3.0,2.0,3.0,1.0,0.0,0.0,3.0,0.243,0.32,0.515,0.835,11.0,8.0,0.215,0.95,0.215,0.000%,0.03%,0.24,2.3,2.0,0.0,
Chris Owings 2B-SS,4.0,1.0,0.0,0.0,1.0,3.0,5.0,0.129,0.19,0.218,0.408,22.0,13.0,-0.075,0.73,0.021,-0.096%,-0.01%,0.18,-1.2,1.0,2.0,
,,,,,,,,,,,,,,,,,,,,,,,
Nathan Eovaldi P,,,,,,,,,,,,,,,,,,,,,1.0,0.0,
Darwinzon Hernandez P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Ryan Brasier P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Josh Taylor P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Marcus Walden P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Andrew Cashner P,,,,,,,,,,,,,,,,,,,,,0.0,1.0,
Travis Lakins Sr. P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Team Totals,39.0,13.0,16.0,12.0,5.0,10.0,45.0,0.41,0.467,0.718,1.185,173.0,107.0,0.679,0.81,1.088,-0.411%,0.10%,0.2,8.3,27.0,6.0,
