Batting,AB,R,H,RBI,BB,SO,PA,BA,OBP,SLG,OPS,Pit,Str,WPA,aLI,WPA+,WPA-,cWPA,acLI,RE24,PO,A,Details
Dustin Pedroia 2B,3.0,0.0,1.0,1.0,0.0,0.0,4.0,0.279,0.347,0.291,0.638,14.0,9.0,0.008,0.76,0.043,-0.035%,0.01%,0.9,-0.1,1.0,0.0,SF
Andrew Benintendi CF,4.0,0.0,0.0,0.0,0.0,1.0,4.0,0.317,0.377,0.446,0.823,16.0,9.0,-0.064,0.64,0.0,-0.064%,-0.05%,0.76,-1.0,3.0,0.0,
Mookie Betts RF,3.0,0.0,1.0,0.0,1.0,0.0,4.0,0.283,0.359,0.424,0.783,16.0,6.0,0.0,0.54,0.034,-0.034%,0%,0.64,-0.1,0.0,0.0,SB
Hanley Ramirez DH,3.0,0.0,0.0,0.0,1.0,0.0,4.0,0.258,0.327,0.461,0.787,15.0,7.0,-0.056,0.68,0.003,-0.060%,-0.04%,0.81,-0.7,,,
Xander Bogaerts SS,3.0,2.0,1.0,0.0,0.0,0.0,4.0,0.333,0.391,0.381,0.772,16.0,9.0,0.056,0.63,0.078,-0.022%,0.04%,0.75,0.6,1.0,6.0,"SB,HBP"
Mitch Moreland 1B,3.0,1.0,1.0,0.0,1.0,0.0,4.0,0.276,0.366,0.469,0.835,14.0,6.0,0.115,0.86,0.134,-0.019%,0.08%,1.03,0.9,11.0,0.0,
Chris Young LF,2.0,1.0,1.0,1.0,2.0,0.0,4.0,0.246,0.358,0.298,0.656,23.0,12.0,0.044,0.92,0.104,-0.061%,0.03%,1.1,0.8,0.0,0.0,"2B,CS"
Marco Hernandez 3B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.276,0.3,0.328,0.628,,,,,,,,,,0.0,0.0,
Josh Rutledge 3B,4.0,0.0,1.0,2.0,0.0,0.0,4.0,0.125,0.125,0.125,0.25,14.0,10.0,0.112,0.85,0.132,-0.020%,0.08%,1.01,1.3,1.0,2.0,
Christian Vazquez C,4.0,0.0,0.0,0.0,0.0,1.0,4.0,0.368,0.4,0.526,0.926,11.0,10.0,-0.145,0.68,0.0,-0.145%,-0.10%,0.8,-2.3,10.0,1.0,GDP
,,,,,,,,,,,,,,,,,,,,,,,
Drew Pomeranz P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Heath Hembree P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Matt Barnes P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Robby Scott P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Craig Kimbrel P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Team Totals,29.0,4.0,6.0,4.0,5.0,2.0,36.0,0.207,0.333,0.241,0.575,139.0,78.0,0.07,0.72,0.528,-0.460%,0.05%,0.86,-0.4,27.0,9.0,
