Inn,Score,Out,RoB,Pit(cnt),R/O,@Bat,Batter,Pitcher,wWPA,wWE,Play Description
"Top of the 1st, Blue Jays Batting, Tied 0-0, Red Sox' Rick Porcello facing 1-2-3","Top of the 1st, Blue Jays Batting, Tied 0-0, Red Sox' Rick Porcello facing 1-2-3","Top of the 1st, Blue Jays Batting, Tied 0-0, Red Sox' Rick Porcello facing 1-2-3","Top of the 1st, Blue Jays Batting, Tied 0-0, Red Sox' Rick Porcello facing 1-2-3","Top of the 1st, Blue Jays Batting, Tied 0-0, Red Sox' Rick Porcello facing 1-2-3","Top of the 1st, Blue Jays Batting, Tied 0-0, Red Sox' Rick Porcello facing 1-2-3","Top of the 1st, Blue Jays Batting, Tied 0-0, Red Sox' Rick Porcello facing 1-2-3","Top of the 1st, Blue Jays Batting, Tied 0-0, Red Sox' Rick Porcello facing 1-2-3","Top of the 1st, Blue Jays Batting, Tied 0-0, Red Sox' Rick Porcello facing 1-2-3","Top of the 1st, Blue Jays Batting, Tied 0-0, Red Sox' Rick Porcello facing 1-2-3","Top of the 1st, Blue Jays Batting, Tied 0-0, Red Sox' Rick Porcello facing 1-2-3","Top of the 1st, Blue Jays Batting, Tied 0-0, Red Sox' Rick Porcello facing 1-2-3"
t1,0-0,0,---,"5,(2-2) CSBBX",,TOR,Steve Pearce,Rick Porcello,6%,56%,Double to CF (Line Drive to Deep LF-CF)
t1,0-0,0,-2-,"4,(1-2) SBCX",O,TOR,Josh Donaldson,Rick Porcello,-2%,54%,Flyball: RF (Deep RF); Pearce to 3B
t1,0-0,1,--3,"6,(3-2) BSBFBB",,TOR,Justin Smoak,Rick Porcello,2%,56%,Walk
t1,0-0,1,1-3,"3,(0-2) CFS",O,TOR,Jose Bautista,Rick Porcello,-6%,50%,Strikeout Swinging
t1,0-0,2,1-3,"2,(1-0) BX",RRR,TOR,Kendrys Morales,Rick Porcello,23%,73%,Home Run (Fly Ball to Deep RF); Pearce Scores; Smoak Scores
t1,3-0,2,---,"3,(0-2) SFX",O,TOR,Kevin Pillar,Rick Porcello,-1%,72%,Groundout: 3B-1B
,,,,,,,,,"3 runs, 2 hits, 0 errors, 0 LOB. Blue Jays 3, Red Sox 0.","3 runs, 2 hits, 0 errors, 0 LOB. Blue Jays 3, Red Sox 0.","3 runs, 2 hits, 0 errors, 0 LOB. Blue Jays 3, Red Sox 0."
"Bottom of the 1st, Red Sox Batting, Behind 0-3, Blue Jays' J.A. Happ facing 1-2-3","Bottom of the 1st, Red Sox Batting, Behind 0-3, Blue Jays' J.A. Happ facing 1-2-3","Bottom of the 1st, Red Sox Batting, Behind 0-3, Blue Jays' J.A. Happ facing 1-2-3","Bottom of the 1st, Red Sox Batting, Behind 0-3, Blue Jays' J.A. Happ facing 1-2-3","Bottom of the 1st, Red Sox Batting, Behind 0-3, Blue Jays' J.A. Happ facing 1-2-3","Bottom of the 1st, Red Sox Batting, Behind 0-3, Blue Jays' J.A. Happ facing 1-2-3","Bottom of the 1st, Red Sox Batting, Behind 0-3, Blue Jays' J.A. Happ facing 1-2-3","Bottom of the 1st, Red Sox Batting, Behind 0-3, Blue Jays' J.A. Happ facing 1-2-3","Bottom of the 1st, Red Sox Batting, Behind 0-3, Blue Jays' J.A. Happ facing 1-2-3","Bottom of the 1st, Red Sox Batting, Behind 0-3, Blue Jays' J.A. Happ facing 1-2-3","Bottom of the 1st, Red Sox Batting, Behind 0-3, Blue Jays' J.A. Happ facing 1-2-3","Bottom of the 1st, Red Sox Batting, Behind 0-3, Blue Jays' J.A. Happ facing 1-2-3"
b1,0-3,0,---,"10,(2-2) CCBFFFFBFX",O,BOS,Eduardo Nunez,J.A. Happ,2%,74%,Lineout: RF (Deep RF)
b1,0-3,1,---,"4,(2-1) BCBX",O,BOS,Mookie Betts,J.A. Happ,2%,76%,Groundout: P-1B
b1,0-3,2,---,"5,(3-1) FBBBB",,BOS,Andrew Benintendi,J.A. Happ,-1%,75%,Walk
b1,0-3,2,1--,"5,(2-2) BFC*BS",O,BOS,Hanley Ramirez,J.A. Happ,2%,77%,Strikeout Swinging
,,,,,,,,,"0 runs, 0 hits, 0 errors, 1 LOB. Blue Jays 3, Red Sox 0.","0 runs, 0 hits, 0 errors, 1 LOB. Blue Jays 3, Red Sox 0.","0 runs, 0 hits, 0 errors, 1 LOB. Blue Jays 3, Red Sox 0."
"Top of the 2nd, Blue Jays Batting, Ahead 3-0, Red Sox' Rick Porcello facing 7-8-9","Top of the 2nd, Blue Jays Batting, Ahead 3-0, Red Sox' Rick Porcello facing 7-8-9","Top of the 2nd, Blue Jays Batting, Ahead 3-0, Red Sox' Rick Porcello facing 7-8-9","Top of the 2nd, Blue Jays Batting, Ahead 3-0, Red Sox' Rick Porcello facing 7-8-9","Top of the 2nd, Blue Jays Batting, Ahead 3-0, Red Sox' Rick Porcello facing 7-8-9","Top of the 2nd, Blue Jays Batting, Ahead 3-0, Red Sox' Rick Porcello facing 7-8-9","Top of the 2nd, Blue Jays Batting, Ahead 3-0, Red Sox' Rick Porcello facing 7-8-9","Top of the 2nd, Blue Jays Batting, Ahead 3-0, Red Sox' Rick Porcello facing 7-8-9","Top of the 2nd, Blue Jays Batting, Ahead 3-0, Red Sox' Rick Porcello facing 7-8-9","Top of the 2nd, Blue Jays Batting, Ahead 3-0, Red Sox' Rick Porcello facing 7-8-9","Top of the 2nd, Blue Jays Batting, Ahead 3-0, Red Sox' Rick Porcello facing 7-8-9","Top of the 2nd, Blue Jays Batting, Ahead 3-0, Red Sox' Rick Porcello facing 7-8-9"
t2,3-0,0,---,"3,(0-2) FFX",O,TOR,Ryan Goins,Rick Porcello,-1%,75%,Flyball: RF (CF-RF)
t2,3-0,1,---,"4,(2-1) BTBX",O,TOR,Darwin Barney,Rick Porcello,-1%,74%,Groundout: SS-1B
