Batting,AB,R,H,RBI,BB,SO,PA,BA,OBP,SLG,OPS,Pit,Str,WPA,aLI,WPA+,WPA-,cWPA,acLI,RE24,PO,A,Details
Max Kepler RF,4.0,1.0,0.0,0.0,0.0,1.0,5.0,0.255,0.337,0.533,0.87,21.0,15.0,-0.029,0.63,0.034,-0.063%,-0.01%,0.39,-0.9,1.0,0.0,HBP
Jorge Polanco SS,5.0,1.0,1.0,0.0,0.0,1.0,5.0,0.304,0.367,0.495,0.862,16.0,11.0,-0.044,0.77,0.034,-0.078%,-0.02%,0.47,-0.6,0.0,3.0,
Nelson Cruz DH,4.0,1.0,1.0,1.0,1.0,2.0,5.0,0.31,0.39,0.643,1.034,18.0,10.0,0.027,0.87,0.096,-0.069%,0.01%,0.53,0.5,,,HR
Luis Arraez 2B,4.0,2.0,2.0,0.0,1.0,2.0,5.0,0.343,0.408,0.445,0.853,27.0,15.0,0.044,0.87,0.104,-0.060%,0.02%,0.53,0.7,1.0,1.0,2B
Miguel Sano 3B,5.0,1.0,2.0,3.0,0.0,3.0,5.0,0.238,0.336,0.556,0.892,26.0,16.0,0.042,0.93,0.148,-0.107%,0.01%,0.56,1.4,0.0,0.0,HR
Jake Cave CF-LF,4.0,0.0,1.0,2.0,0.0,1.0,4.0,0.261,0.35,0.465,0.815,12.0,8.0,0.097,1.05,0.159,-0.062%,0.03%,0.64,0.7,2.0,0.0,3B
C.J. Cron 1B,3.0,0.0,0.0,0.0,0.0,1.0,4.0,0.257,0.317,0.488,0.805,11.0,8.0,-0.058,0.61,0.004,-0.063%,-0.02%,0.37,-0.6,11.0,0.0,HBP
Jason Castro C,3.0,0.0,1.0,0.0,1.0,2.0,4.0,0.238,0.332,0.452,0.784,16.0,8.0,0.001,0.44,0.027,-0.026%,0%,0.27,0.5,11.0,1.0,
LaMonte Wade Jr. LF,3.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.364,0.0,0.364,15.0,9.0,-0.031,0.54,0.012,-0.043%,-0.01%,0.33,-1.0,1.0,0.0,
Byron Buxton CF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.262,0.314,0.513,0.827,,,,,,,,,,0.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,
Randy Dobnak P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Lewis Thorpe P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Trevor May P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Tyler Duffey P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Sam Dyson P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Taylor Rogers P,,,,,,,,,,,,,,,,,,,,,0.0,1.0,
Team Totals,35.0,6.0,8.0,6.0,4.0,13.0,41.0,0.229,0.341,0.486,0.827,162.0,100.0,0.049,0.76,0.618,-0.571%,0.02%,0.46,0.7,27.0,6.0,
