Inn,Score,Out,RoB,Pit(cnt),R/O,@Bat,Batter,Pitcher,wWPA,wWE,Play Description
"Top of the 1st, Phillies Batting, Tied 0-0, Red Sox' Zack Godley facing 1-2-3","Top of the 1st, Phillies Batting, Tied 0-0, Red Sox' Zack Godley facing 1-2-3","Top of the 1st, Phillies Batting, Tied 0-0, Red Sox' Zack Godley facing 1-2-3","Top of the 1st, Phillies Batting, Tied 0-0, Red Sox' Zack Godley facing 1-2-3","Top of the 1st, Phillies Batting, Tied 0-0, Red Sox' Zack Godley facing 1-2-3","Top of the 1st, Phillies Batting, Tied 0-0, Red Sox' Zack Godley facing 1-2-3","Top of the 1st, Phillies Batting, Tied 0-0, Red Sox' Zack Godley facing 1-2-3","Top of the 1st, Phillies Batting, Tied 0-0, Red Sox' Zack Godley facing 1-2-3","Top of the 1st, Phillies Batting, Tied 0-0, Red Sox' Zack Godley facing 1-2-3","Top of the 1st, Phillies Batting, Tied 0-0, Red Sox' Zack Godley facing 1-2-3","Top of the 1st, Phillies Batting, Tied 0-0, Red Sox' Zack Godley facing 1-2-3","Top of the 1st, Phillies Batting, Tied 0-0, Red Sox' Zack Godley facing 1-2-3"
t1,0-0,0,---,"5,(1-2) FCBFC",O,PHI,Andrew McCutchen,Zack Godley,-2%,48%,Strikeout Looking
t1,0-0,1,---,"3,(1-1) BFH",,PHI,Rhys Hoskins,Zack Godley,2%,50%,Hit By Pitch
t1,0-0,1,1--,"7,(3-2) BCSBF*BX",O,PHI,Bryce Harper,Zack Godley,-2%,48%,Groundout: 1B unassisted; Hoskins to 2B
t1,0-0,2,-2-,"3,(1-1) FBX",O,PHI,J.T. Realmuto,Zack Godley,-3%,45%,Groundout: SS-1B (SS-3B Hole)
,,,,,,,,,"0 runs, 0 hits, 0 errors, 1 LOB. Phillies 0, Red Sox 0.","0 runs, 0 hits, 0 errors, 1 LOB. Phillies 0, Red Sox 0.","0 runs, 0 hits, 0 errors, 1 LOB. Phillies 0, Red Sox 0."
"Bottom of the 1st, Red Sox Batting, Tied 0-0, Phillies' Zach Eflin facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Phillies' Zach Eflin facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Phillies' Zach Eflin facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Phillies' Zach Eflin facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Phillies' Zach Eflin facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Phillies' Zach Eflin facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Phillies' Zach Eflin facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Phillies' Zach Eflin facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Phillies' Zach Eflin facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Phillies' Zach Eflin facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Phillies' Zach Eflin facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Phillies' Zach Eflin facing 1-2-3"
b1,0-0,0,---,"6,(3-2) BFFBBS",O,BOS,Alex Verdugo,Zach Eflin,2%,47%,Strikeout Swinging
b1,0-0,1,---,"6,(3-2) BCBFBX",,BOS,Rafael Devers,Zach Eflin,-2%,45%,Single to LF (Line Drive to Deep LF Line)
b1,0-0,1,1--,"6,(2-2) CSB1*BFX",O,BOS,J.D. Martinez,Zach Eflin,2%,47%,Groundout: 3B-1B (SS-3B Hole); Devers to 2B
