Inn,Score,Out,RoB,Pit(cnt),R/O,@Bat,Batter,Pitcher,wWPA,wWE,Play Description
"Top of the 1st, Orioles Batting, Tied 0-0, Red Sox' Nick Pivetta facing 1-2-3","Top of the 1st, Orioles Batting, Tied 0-0, Red Sox' Nick Pivetta facing 1-2-3","Top of the 1st, Orioles Batting, Tied 0-0, Red Sox' Nick Pivetta facing 1-2-3","Top of the 1st, Orioles Batting, Tied 0-0, Red Sox' Nick Pivetta facing 1-2-3","Top of the 1st, Orioles Batting, Tied 0-0, Red Sox' Nick Pivetta facing 1-2-3","Top of the 1st, Orioles Batting, Tied 0-0, Red Sox' Nick Pivetta facing 1-2-3","Top of the 1st, Orioles Batting, Tied 0-0, Red Sox' Nick Pivetta facing 1-2-3","Top of the 1st, Orioles Batting, Tied 0-0, Red Sox' Nick Pivetta facing 1-2-3","Top of the 1st, Orioles Batting, Tied 0-0, Red Sox' Nick Pivetta facing 1-2-3","Top of the 1st, Orioles Batting, Tied 0-0, Red Sox' Nick Pivetta facing 1-2-3","Top of the 1st, Orioles Batting, Tied 0-0, Red Sox' Nick Pivetta facing 1-2-3","Top of the 1st, Orioles Batting, Tied 0-0, Red Sox' Nick Pivetta facing 1-2-3"
t1,0-0,0,---,"4,(1-2) CBFC",O,BAL,Cedric Mullins,Nick Pivetta,2%,52%,Strikeout Looking
t1,0-0,1,---,"6,(3-2) BCBBFB",,BAL,Austin Hays,Nick Pivetta,-2%,50%,Walk
t1,0-0,1,1--,"3,(0-2) SFX",O,BAL,Ryan Mountcastle,Nick Pivetta,3%,53%,Flyball: CF (Deep CF-RF)
t1,0-0,2,1--,"5,(3-1) 1BB*BCB",,BAL,Renato Nunez,Nick Pivetta,-2%,51%,Walk; Hays to 2B
t1,0-0,2,12-,"3,(1-1) SBX",R,BAL,DJ Stewart,Nick Pivetta,-9%,42%,Single to CF (Line Drive to Short LF-CF); Hays Scores; Nunez to 2B
t1,1-0,2,12-,"4,(1-2) BCSS",O,BAL,Pedro Severino,Nick Pivetta,4%,46%,Strikeout Swinging
,,,,,,,,,"1 run, 1 hit, 0 errors, 2 LOB. Orioles 1, Red Sox 0.","1 run, 1 hit, 0 errors, 2 LOB. Orioles 1, Red Sox 0.","1 run, 1 hit, 0 errors, 2 LOB. Orioles 1, Red Sox 0."
"Bottom of the 1st, Red Sox Batting, Behind 0-1, Orioles' Keegan Akin facing 1-2-3","Bottom of the 1st, Red Sox Batting, Behind 0-1, Orioles' Keegan Akin facing 1-2-3","Bottom of the 1st, Red Sox Batting, Behind 0-1, Orioles' Keegan Akin facing 1-2-3","Bottom of the 1st, Red Sox Batting, Behind 0-1, Orioles' Keegan Akin facing 1-2-3","Bottom of the 1st, Red Sox Batting, Behind 0-1, Orioles' Keegan Akin facing 1-2-3","Bottom of the 1st, Red Sox Batting, Behind 0-1, Orioles' Keegan Akin facing 1-2-3","Bottom of the 1st, Red Sox Batting, Behind 0-1, Orioles' Keegan Akin facing 1-2-3","Bottom of the 1st, Red Sox Batting, Behind 0-1, Orioles' Keegan Akin facing 1-2-3","Bottom of the 1st, Red Sox Batting, Behind 0-1, Orioles' Keegan Akin facing 1-2-3","Bottom of the 1st, Red Sox Batting, Behind 0-1, Orioles' Keegan Akin facing 1-2-3","Bottom of the 1st, Red Sox Batting, Behind 0-1, Orioles' Keegan Akin facing 1-2-3","Bottom of the 1st, Red Sox Batting, Behind 0-1, Orioles' Keegan Akin facing 1-2-3"
b1,0-1,0,---,"5,(3-1) CBBBX",,BOS,Alex Verdugo,Keegan Akin,4%,49%,Single to LF (Ground Ball thru Short 3B Line)
b1,0-1,0,1--,"4,(1-2) CSBS",O,BOS,Rafael Devers,Keegan Akin,-4%,46%,Strikeout Swinging
b1,0-1,1,1--,"5,(2-2) BC*BFC",O,BOS,Xander Bogaerts,Keegan Akin,-3%,43%,Strikeout Looking
b1,0-1,2,1--,"6,(2-2) CBS*BFX",O,BOS,J.D. Martinez,Keegan Akin,-2%,40%,Groundout: 2B-1B
,,,,,,,,,"0 runs, 1 hit, 0 errors, 1 LOB. Orioles 1, Red Sox 0.","0 runs, 1 hit, 0 errors, 1 LOB. Orioles 1, Red Sox 0.","0 runs, 1 hit, 0 errors, 1 LOB. Orioles 1, Red Sox 0."
