Batting,AB,R,H,RBI,BB,SO,PA,BA,OBP,SLG,OPS,Pit,Str,WPA,aLI,WPA+,WPA-,cWPA,acLI,RE24,PO,A,Details
Brett Gardner LF,4.0,1.0,2.0,1.0,0.0,0.0,4.0,0.256,0.347,0.438,0.785,12.0,7.0,0.081,1.03,0.144,-0.063%,0.11%,2.32,0.9,2.0,0.0,"HR,SB"
Aaron Hicks CF,4.0,0.0,0.0,0.0,0.0,2.0,4.0,0.265,0.375,0.482,0.857,19.0,12.0,-0.098,0.96,0.0,-0.098%,-0.13%,2.17,-0.9,5.0,0.0,
Aaron Judge RF,4.0,0.0,0.0,0.0,0.0,1.0,4.0,0.282,0.413,0.593,1.006,17.0,13.0,-0.075,0.68,0.0,-0.075%,-0.10%,1.52,-0.7,2.0,0.0,
Didi Gregorius SS,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.309,0.337,0.497,0.835,20.0,14.0,-0.1,0.95,0.0,-0.100%,-0.14%,2.14,-1.0,0.0,3.0,
Gary Sanchez C,3.0,0.0,0.0,0.0,1.0,1.0,4.0,0.27,0.346,0.519,0.865,13.0,9.0,-0.02,0.66,0.03,-0.050%,-0.03%,1.49,-0.3,3.0,1.0,
Chase Headley 1B,3.0,0.0,1.0,0.0,1.0,1.0,4.0,0.276,0.357,0.407,0.764,18.0,11.0,0.047,0.64,0.066,-0.020%,0.06%,1.44,0.4,11.0,0.0,2B
Todd Frazier 3B,2.0,0.0,0.0,0.0,1.0,0.0,3.0,0.211,0.333,0.421,0.755,17.0,9.0,-0.08,1.62,0.011,-0.091%,-0.11%,3.65,-0.6,1.0,2.0,
Tyler Austin DH,3.0,0.0,0.0,0.0,0.0,2.0,3.0,0.25,0.269,0.542,0.811,14.0,10.0,-0.12,1.51,0.0,-0.120%,-0.16%,3.4,-1.1,,,
Ronald Torreyes 2B,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.284,0.304,0.365,0.669,11.0,9.0,-0.071,0.89,0.0,-0.071%,-0.10%,2.01,-0.6,0.0,2.0,
,,,,,,,,,,,,,,,,,,,,,,,
Sonny Gray P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Adam Warren P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Aroldis Chapman P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Tommy Kahnle P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Caleb Smith P,,,,,,,,,,,,,,,,,,,,,0.0,1.0,
Team Totals,30.0,1.0,3.0,1.0,3.0,7.0,33.0,0.1,0.182,0.233,0.415,141.0,94.0,-0.436,0.96,0.251,-0.688%,-0.59%,2.15,-4.0,24.0,9.0,
