Inn,Score,Out,RoB,Pit(cnt),R/O,@Bat,Batter,Pitcher,wWPA,wWE,Play Description
"Top of the 1st, Rays Batting, Tied 0-0, Red Sox' Chris Sale facing 1-2-3","Top of the 1st, Rays Batting, Tied 0-0, Red Sox' Chris Sale facing 1-2-3","Top of the 1st, Rays Batting, Tied 0-0, Red Sox' Chris Sale facing 1-2-3","Top of the 1st, Rays Batting, Tied 0-0, Red Sox' Chris Sale facing 1-2-3","Top of the 1st, Rays Batting, Tied 0-0, Red Sox' Chris Sale facing 1-2-3","Top of the 1st, Rays Batting, Tied 0-0, Red Sox' Chris Sale facing 1-2-3","Top of the 1st, Rays Batting, Tied 0-0, Red Sox' Chris Sale facing 1-2-3","Top of the 1st, Rays Batting, Tied 0-0, Red Sox' Chris Sale facing 1-2-3","Top of the 1st, Rays Batting, Tied 0-0, Red Sox' Chris Sale facing 1-2-3","Top of the 1st, Rays Batting, Tied 0-0, Red Sox' Chris Sale facing 1-2-3","Top of the 1st, Rays Batting, Tied 0-0, Red Sox' Chris Sale facing 1-2-3","Top of the 1st, Rays Batting, Tied 0-0, Red Sox' Chris Sale facing 1-2-3"
t1,0-0,0,---,"4,(1-2) SBSC",O,TBR,Steven Souza Jr.,Chris Sale,2%,52%,Strikeout Looking
t1,0-0,1,---,"4,(1-2) CBSX",O,TBR,Peter Bourjos,Chris Sale,2%,54%,Flyball: RF (Short RF)
t1,0-0,2,---,"3,(2-0) BBX",O,TBR,Evan Longoria,Chris Sale,1%,55%,Popfly: SS (Short LF Line)
,,,,,,,,,"0 runs, 0 hits, 0 errors, 0 LOB. Rays 0, Red Sox 0.","0 runs, 0 hits, 0 errors, 0 LOB. Rays 0, Red Sox 0.","0 runs, 0 hits, 0 errors, 0 LOB. Rays 0, Red Sox 0."
"Bottom of the 1st, Red Sox Batting, Tied 0-0, Rays' Jake Odorizzi facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Rays' Jake Odorizzi facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Rays' Jake Odorizzi facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Rays' Jake Odorizzi facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Rays' Jake Odorizzi facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Rays' Jake Odorizzi facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Rays' Jake Odorizzi facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Rays' Jake Odorizzi facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Rays' Jake Odorizzi facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Rays' Jake Odorizzi facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Rays' Jake Odorizzi facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Rays' Jake Odorizzi facing 1-2-3"
b1,0-0,0,---,"3,(1-1) CBX",,BOS,Dustin Pedroia,Jake Odorizzi,3%,58%,Single to LF (Ground Ball thru SS-3B Hole)
b1,0-0,0,1--,"2,(0-1) CX",O,BOS,Andrew Benintendi,Jake Odorizzi,-3%,55%,Lineout: LF (Deep LF)
b1,0-0,1,1--,"7,(3-2) 1BBBCSF1>X",O,BOS,Mookie Betts,Jake Odorizzi,-3%,52%,Lineout: CF (Deep CF)
b1,0-0,2,1--,"5,(2-2) F*BBS>X",O,BOS,Hanley Ramirez,Jake Odorizzi,-2%,50%,Flyball: CF (CF-RF)
