Inn,Score,Out,RoB,Pit(cnt),R/O,@Bat,Batter,Pitcher,wWPA,wWE,Play Description
"Top of the 1st, Yankees Batting, Tied 0-0, Red Sox' David Price facing 1-2-3","Top of the 1st, Yankees Batting, Tied 0-0, Red Sox' David Price facing 1-2-3","Top of the 1st, Yankees Batting, Tied 0-0, Red Sox' David Price facing 1-2-3","Top of the 1st, Yankees Batting, Tied 0-0, Red Sox' David Price facing 1-2-3","Top of the 1st, Yankees Batting, Tied 0-0, Red Sox' David Price facing 1-2-3","Top of the 1st, Yankees Batting, Tied 0-0, Red Sox' David Price facing 1-2-3","Top of the 1st, Yankees Batting, Tied 0-0, Red Sox' David Price facing 1-2-3","Top of the 1st, Yankees Batting, Tied 0-0, Red Sox' David Price facing 1-2-3","Top of the 1st, Yankees Batting, Tied 0-0, Red Sox' David Price facing 1-2-3","Top of the 1st, Yankees Batting, Tied 0-0, Red Sox' David Price facing 1-2-3","Top of the 1st, Yankees Batting, Tied 0-0, Red Sox' David Price facing 1-2-3","Top of the 1st, Yankees Batting, Tied 0-0, Red Sox' David Price facing 1-2-3"
t1,0-0,0,---,"6,(3-2) BBCSBX",O,NYY,Andrew McCutchen,David Price,-2%,48%,Groundout: 3B-1B
t1,0-0,1,---,"4,(1-2) FTBX",R,NYY,Aaron Judge,David Price,10%,57%,Home Run (Fly Ball)
t1,1-0,1,---,"1,(0-0) X",O,NYY,Luke Voit,David Price,-1%,56%,Groundout: 3B-1B
t1,1-0,2,---,"7,(3-2) BFFFBBX",O,NYY,Giancarlo Stanton,David Price,-1%,55%,Flyball: CF
,,,,,,,,,"1 run, 1 hit, 0 errors, 0 LOB. Yankees 1, Red Sox 0.","1 run, 1 hit, 0 errors, 0 LOB. Yankees 1, Red Sox 0.","1 run, 1 hit, 0 errors, 0 LOB. Yankees 1, Red Sox 0."
"Bottom of the 1st, Red Sox Batting, Behind 0-1, Yankees' Masahiro Tanaka facing 1-2-3","Bottom of the 1st, Red Sox Batting, Behind 0-1, Yankees' Masahiro Tanaka facing 1-2-3","Bottom of the 1st, Red Sox Batting, Behind 0-1, Yankees' Masahiro Tanaka facing 1-2-3","Bottom of the 1st, Red Sox Batting, Behind 0-1, Yankees' Masahiro Tanaka facing 1-2-3","Bottom of the 1st, Red Sox Batting, Behind 0-1, Yankees' Masahiro Tanaka facing 1-2-3","Bottom of the 1st, Red Sox Batting, Behind 0-1, Yankees' Masahiro Tanaka facing 1-2-3","Bottom of the 1st, Red Sox Batting, Behind 0-1, Yankees' Masahiro Tanaka facing 1-2-3","Bottom of the 1st, Red Sox Batting, Behind 0-1, Yankees' Masahiro Tanaka facing 1-2-3","Bottom of the 1st, Red Sox Batting, Behind 0-1, Yankees' Masahiro Tanaka facing 1-2-3","Bottom of the 1st, Red Sox Batting, Behind 0-1, Yankees' Masahiro Tanaka facing 1-2-3","Bottom of the 1st, Red Sox Batting, Behind 0-1, Yankees' Masahiro Tanaka facing 1-2-3","Bottom of the 1st, Red Sox Batting, Behind 0-1, Yankees' Masahiro Tanaka facing 1-2-3"
b1,0-1,0,---,"6,(2-2) CBFFBX",O,BOS,Mookie Betts,Masahiro Tanaka,2%,57%,Flyball: LF
b1,0-1,1,---,"4,(2-1) CBBX",O,BOS,Andrew Benintendi,Masahiro Tanaka,2%,59%,Lineout: CF
b1,0-1,2,---,"4,(1-2) SFBX",,BOS,J.D. Martinez,Masahiro Tanaka,-1%,58%,Single to SS (Ground Ball)
b1,0-1,2,1--,"3,(0-2) CFX",O,BOS,Xander Bogaerts,Masahiro Tanaka,2%,60%,Lineout: CF
,,,,,,,,,"0 runs, 1 hit, 0 errors, 1 LOB. Yankees 1, Red Sox 0.","0 runs, 1 hit, 0 errors, 1 LOB. Yankees 1, Red Sox 0.","0 runs, 1 hit, 0 errors, 1 LOB. Yankees 1, Red Sox 0."
"Top of the 2nd, Yankees Batting, Ahead 1-0, Red Sox' David Price facing 5-6-7","Top of the 2nd, Yankees Batting, Ahead 1-0, Red Sox' David Price facing 5-6-7","Top of the 2nd, Yankees Batting, Ahead 1-0, Red Sox' David Price facing 5-6-7","Top of the 2nd, Yankees Batting, Ahead 1-0, Red Sox' David Price facing 5-6-7","Top of the 2nd, Yankees Batting, Ahead 1-0, Red Sox' David Price facing 5-6-7","Top of the 2nd, Yankees Batting, Ahead 1-0, Red Sox' David Price facing 5-6-7","Top of the 2nd, Yankees Batting, Ahead 1-0, Red Sox' David Price facing 5-6-7","Top of the 2nd, Yankees Batting, Ahead 1-0, Red Sox' David Price facing 5-6-7","Top of the 2nd, Yankees Batting, Ahead 1-0, Red Sox' David Price facing 5-6-7","Top of the 2nd, Yankees Batting, Ahead 1-0, Red Sox' David Price facing 5-6-7","Top of the 2nd, Yankees Batting, Ahead 1-0, Red Sox' David Price facing 5-6-7","Top of the 2nd, Yankees Batting, Ahead 1-0, Red Sox' David Price facing 5-6-7"
t2,1-0,0,---,"3,(1-1) BCX",R,NYY,Gary Sánchez,David Price,9%,69%,Home Run (Fly Ball to LF-CF)
t2,2-0,0,---,"4,(1-2) BCFX",O,NYY,Didi Gregorius,David Price,-2%,68%,Groundout: 2B-1B
t2,2-0,1,---,"2,(1-0) BX",O,NYY,Miguel Andujar,David Price,-1%,66%,Groundout: 3B-1B
t2,2-0,2,---,"5,(3-1) BBBCB",,NYY,Gleyber Torres,David Price,1%,67%,Walk
t2,2-0,2,1--,"8,(3-2) CBFBFFB>B",,NYY,Brett Gardner,David Price,2%,69%,Walk; Torres to 2B
t2,2-0,2,12-,"2,(0-1) SX",R,NYY,Andrew McCutchen,David Price,9%,77%,Single to LF (Line Drive); Torres Scores; Gardner to 3B
,,,,,,,,,Joe Kelly replaces David Price pitching,Joe Kelly replaces David Price pitching,Joe Kelly replaces David Price pitching
t2,3-0,2,1-3,"2,(0-1) .CX",O,NYY,Aaron Judge,Joe Kelly,-3%,74%,Lineout: RF
,,,,,,,,,"2 runs, 2 hits, 0 errors, 2 LOB. Yankees 3, Red Sox 0.","2 runs, 2 hits, 0 errors, 2 LOB. Yankees 3, Red Sox 0.","2 runs, 2 hits, 0 errors, 2 LOB. Yankees 3, Red Sox 0."
"Bottom of the 2nd, Red Sox Batting, Behind 0-3, Yankees' Masahiro Tanaka facing 5-6-7","Bottom of the 2nd, Red Sox Batting, Behind 0-3, Yankees' Masahiro Tanaka facing 5-6-7","Bottom of the 2nd, Red Sox Batting, Behind 0-3, Yankees' Masahiro Tanaka facing 5-6-7","Bottom of the 2nd, Red Sox Batting, Behind 0-3, Yankees' Masahiro Tanaka facing 5-6-7","Bottom of the 2nd, Red Sox Batting, Behind 0-3, Yankees' Masahiro Tanaka facing 5-6-7","Bottom of the 2nd, Red Sox Batting, Behind 0-3, Yankees' Masahiro Tanaka facing 5-6-7","Bottom of the 2nd, Red Sox Batting, Behind 0-3, Yankees' Masahiro Tanaka facing 5-6-7","Bottom of the 2nd, Red Sox Batting, Behind 0-3, Yankees' Masahiro Tanaka facing 5-6-7","Bottom of the 2nd, Red Sox Batting, Behind 0-3, Yankees' Masahiro Tanaka facing 5-6-7","Bottom of the 2nd, Red Sox Batting, Behind 0-3, Yankees' Masahiro Tanaka facing 5-6-7","Bottom of the 2nd, Red Sox Batting, Behind 0-3, Yankees' Masahiro Tanaka facing 5-6-7","Bottom of the 2nd, Red Sox Batting, Behind 0-3, Yankees' Masahiro Tanaka facing 5-6-7"
b2,0-3,0,---,"3,(1-1) BFX",O,BOS,Mitch Moreland,Masahiro Tanaka,2%,76%,Groundout: 2B-1B
b2,0-3,1,---,"2,(0-1) TX",O,BOS,Eduardo Núñez,Masahiro Tanaka,2%,78%,Lineout: CF
b2,0-3,2,---,"7,(3-2) BBBCSFS",O,BOS,Ian Kinsler,Masahiro Tanaka,1%,79%,Strikeout Swinging
,,,,,,,,,"0 runs, 0 hits, 0 errors, 0 LOB. Yankees 3, Red Sox 0.","0 runs, 0 hits, 0 errors, 0 LOB. Yankees 3, Red Sox 0.","0 runs, 0 hits, 0 errors, 0 LOB. Yankees 3, Red Sox 0."
"Top of the 3rd, Yankees Batting, Ahead 3-0, Red Sox' Joe Kelly facing 3-4-5","Top of the 3rd, Yankees Batting, Ahead 3-0, Red Sox' Joe Kelly facing 3-4-5","Top of the 3rd, Yankees Batting, Ahead 3-0, Red Sox' Joe Kelly facing 3-4-5","Top of the 3rd, Yankees Batting, Ahead 3-0, Red Sox' Joe Kelly facing 3-4-5","Top of the 3rd, Yankees Batting, Ahead 3-0, Red Sox' Joe Kelly facing 3-4-5","Top of the 3rd, Yankees Batting, Ahead 3-0, Red Sox' Joe Kelly facing 3-4-5","Top of the 3rd, Yankees Batting, Ahead 3-0, Red Sox' Joe Kelly facing 3-4-5","Top of the 3rd, Yankees Batting, Ahead 3-0, Red Sox' Joe Kelly facing 3-4-5","Top of the 3rd, Yankees Batting, Ahead 3-0, Red Sox' Joe Kelly facing 3-4-5","Top of the 3rd, Yankees Batting, Ahead 3-0, Red Sox' Joe Kelly facing 3-4-5","Top of the 3rd, Yankees Batting, Ahead 3-0, Red Sox' Joe Kelly facing 3-4-5","Top of the 3rd, Yankees Batting, Ahead 3-0, Red Sox' Joe Kelly facing 3-4-5"
t3,3-0,0,---,"1,(0-0) X",O,NYY,Luke Voit,Joe Kelly,-1%,78%,Flyball: RF
t3,3-0,1,---,"3,(0-2) CCX",,NYY,Giancarlo Stanton,Joe Kelly,2%,79%,Single to LF (Line Drive)
t3,3-0,1,1--,"4,(1-2) BCCS",O,NYY,Gary Sánchez,Joe Kelly,-2%,77%,Strikeout Swinging
t3,3-0,2,1--,"3,(0-2) CFX",O,NYY,Didi Gregorius,Joe Kelly,-1%,76%,Flyball: CF
,,,,,,,,,"0 runs, 1 hit, 0 errors, 1 LOB. Yankees 3, Red Sox 0.","0 runs, 1 hit, 0 errors, 1 LOB. Yankees 3, Red Sox 0.","0 runs, 1 hit, 0 errors, 1 LOB. Yankees 3, Red Sox 0."
"Bottom of the 3rd, Red Sox Batting, Behind 0-3, Yankees' Masahiro Tanaka facing 8-9-1","Bottom of the 3rd, Red Sox Batting, Behind 0-3, Yankees' Masahiro Tanaka facing 8-9-1","Bottom of the 3rd, Red Sox Batting, Behind 0-3, Yankees' Masahiro Tanaka facing 8-9-1","Bottom of the 3rd, Red Sox Batting, Behind 0-3, Yankees' Masahiro Tanaka facing 8-9-1","Bottom of the 3rd, Red Sox Batting, Behind 0-3, Yankees' Masahiro Tanaka facing 8-9-1","Bottom of the 3rd, Red Sox Batting, Behind 0-3, Yankees' Masahiro Tanaka facing 8-9-1","Bottom of the 3rd, Red Sox Batting, Behind 0-3, Yankees' Masahiro Tanaka facing 8-9-1","Bottom of the 3rd, Red Sox Batting, Behind 0-3, Yankees' Masahiro Tanaka facing 8-9-1","Bottom of the 3rd, Red Sox Batting, Behind 0-3, Yankees' Masahiro Tanaka facing 8-9-1","Bottom of the 3rd, Red Sox Batting, Behind 0-3, Yankees' Masahiro Tanaka facing 8-9-1","Bottom of the 3rd, Red Sox Batting, Behind 0-3, Yankees' Masahiro Tanaka facing 8-9-1","Bottom of the 3rd, Red Sox Batting, Behind 0-3, Yankees' Masahiro Tanaka facing 8-9-1"
b3,0-3,0,---,"5,(2-2) CSBBX",O,BOS,Sandy León,Masahiro Tanaka,2%,78%,Groundout: SS-1B
b3,0-3,1,---,"1,(0-0) X",,BOS,Jackie Bradley Jr.,Masahiro Tanaka,-3%,76%,Single to LF (Ground Ball)
b3,0-3,1,1--,"5,(3-1) 1BCB1*BX",O,BOS,Mookie Betts,Masahiro Tanaka,3%,79%,Popfly: SS
b3,0-3,2,1--,"4,(2-1) BB1CX",O,BOS,Andrew Benintendi,Masahiro Tanaka,2%,81%,Groundout: 2B-1B
,,,,,,,,,"0 runs, 1 hit, 0 errors, 1 LOB. Yankees 3, Red Sox 0.","0 runs, 1 hit, 0 errors, 1 LOB. Yankees 3, Red Sox 0.","0 runs, 1 hit, 0 errors, 1 LOB. Yankees 3, Red Sox 0."
