Inn,Score,Out,RoB,Pit(cnt),R/O,@Bat,Batter,Pitcher,wWPA,wWE,Play Description
"Top of the 1st, Pirates Batting, Tied 0-0, Red Sox' Chris Sale facing 1-2-3","Top of the 1st, Pirates Batting, Tied 0-0, Red Sox' Chris Sale facing 1-2-3","Top of the 1st, Pirates Batting, Tied 0-0, Red Sox' Chris Sale facing 1-2-3","Top of the 1st, Pirates Batting, Tied 0-0, Red Sox' Chris Sale facing 1-2-3","Top of the 1st, Pirates Batting, Tied 0-0, Red Sox' Chris Sale facing 1-2-3","Top of the 1st, Pirates Batting, Tied 0-0, Red Sox' Chris Sale facing 1-2-3","Top of the 1st, Pirates Batting, Tied 0-0, Red Sox' Chris Sale facing 1-2-3","Top of the 1st, Pirates Batting, Tied 0-0, Red Sox' Chris Sale facing 1-2-3","Top of the 1st, Pirates Batting, Tied 0-0, Red Sox' Chris Sale facing 1-2-3","Top of the 1st, Pirates Batting, Tied 0-0, Red Sox' Chris Sale facing 1-2-3","Top of the 1st, Pirates Batting, Tied 0-0, Red Sox' Chris Sale facing 1-2-3","Top of the 1st, Pirates Batting, Tied 0-0, Red Sox' Chris Sale facing 1-2-3"
t1,0-0,0,---,"5,(1-2) CFFBX",O,PIT,Jordy Mercer,Chris Sale,2%,52%,Groundout: SS-1B (LF-CF)
t1,0-0,1,---,"6,(2-2) BSFFBS",O,PIT,Starling Marte,Chris Sale,2%,54%,Strikeout Swinging
t1,0-0,2,---,"5,(1-2) BFSFX",O,PIT,Andrew McCutchen,Chris Sale,1%,55%,Flyball: CF (Deep CF)
,,,,,,,,,"0 runs, 0 hits, 0 errors, 0 LOB. Pirates 0, Red Sox 0.","0 runs, 0 hits, 0 errors, 0 LOB. Pirates 0, Red Sox 0.","0 runs, 0 hits, 0 errors, 0 LOB. Pirates 0, Red Sox 0."
"Bottom of the 1st, Red Sox Batting, Tied 0-0, Pirates' Jameson Taillon facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Pirates' Jameson Taillon facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Pirates' Jameson Taillon facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Pirates' Jameson Taillon facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Pirates' Jameson Taillon facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Pirates' Jameson Taillon facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Pirates' Jameson Taillon facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Pirates' Jameson Taillon facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Pirates' Jameson Taillon facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Pirates' Jameson Taillon facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Pirates' Jameson Taillon facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Pirates' Jameson Taillon facing 1-2-3"
b1,0-0,0,---,"7,(3-2) BFFBBFS",O,BOS,Dustin Pedroia,Jameson Taillon,-2%,53%,Strikeout Swinging
b1,0-0,1,---,"5,(2-2) CCBBX",O,BOS,Andrew Benintendi,Jameson Taillon,-2%,51%,Groundout: 3B-1B (Weak 3B)
b1,0-0,2,---,"5,(1-2) CFFBX",O,BOS,Xander Bogaerts,Jameson Taillon,-1%,50%,Lineout: CF (Deep CF)
,,,,,,,,,"0 runs, 0 hits, 0 errors, 0 LOB. Pirates 0, Red Sox 0.","0 runs, 0 hits, 0 errors, 0 LOB. Pirates 0, Red Sox 0.","0 runs, 0 hits, 0 errors, 0 LOB. Pirates 0, Red Sox 0."
"Top of the 2nd, Pirates Batting, Tied 0-0, Red Sox' Chris Sale facing 4-5-6","Top of the 2nd, Pirates Batting, Tied 0-0, Red Sox' Chris Sale facing 4-5-6","Top of the 2nd, Pirates Batting, Tied 0-0, Red Sox' Chris Sale facing 4-5-6","Top of the 2nd, Pirates Batting, Tied 0-0, Red Sox' Chris Sale facing 4-5-6","Top of the 2nd, Pirates Batting, Tied 0-0, Red Sox' Chris Sale facing 4-5-6","Top of the 2nd, Pirates Batting, Tied 0-0, Red Sox' Chris Sale facing 4-5-6","Top of the 2nd, Pirates Batting, Tied 0-0, Red Sox' Chris Sale facing 4-5-6","Top of the 2nd, Pirates Batting, Tied 0-0, Red Sox' Chris Sale facing 4-5-6","Top of the 2nd, Pirates Batting, Tied 0-0, Red Sox' Chris Sale facing 4-5-6","Top of the 2nd, Pirates Batting, Tied 0-0, Red Sox' Chris Sale facing 4-5-6","Top of the 2nd, Pirates Batting, Tied 0-0, Red Sox' Chris Sale facing 4-5-6","Top of the 2nd, Pirates Batting, Tied 0-0, Red Sox' Chris Sale facing 4-5-6"
t2,0-0,0,---,"3,(1-1) BSX",O,PIT,Gregory Polanco,Chris Sale,2%,52%,Lineout: CF (Deep CF)
t2,0-0,1,---,"6,(3-2) FBBBCX",,PIT,David Freese,Chris Sale,-3%,50%,Single to RF (Line Drive)
t2,0-0,1,1--,"6,(2-2) SBS*BFT",O,PIT,Francisco Cervelli,Chris Sale,3%,53%,Strikeout Swinging
t2,0-0,2,1--,"5,(1-2) BFCFS",O,PIT,Josh Harrison,Chris Sale,2%,55%,Strikeout Swinging
,,,,,,,,,"0 runs, 1 hit, 0 errors, 1 LOB. Pirates 0, Red Sox 0.","0 runs, 1 hit, 0 errors, 1 LOB. Pirates 0, Red Sox 0.","0 runs, 1 hit, 0 errors, 1 LOB. Pirates 0, Red Sox 0."
