Unnamed: 0,Unnamed: 1,1,2,3,4,5,6,7,8,9,10,11,12,R,H,E
via Sports Logos.net About logos,Pittsburgh Pirates,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
via Sports Logos.net About logos,Boston Red Sox,0,0,0,0,0,0,0,0,0,0,0,3,3,8,1
WP: Joe Kelly (1-0) • LP: Antonio Bastardo (0-1),WP: Joe Kelly (1-0) • LP: Antonio Bastardo (0-1),WP: Joe Kelly (1-0) • LP: Antonio Bastardo (0-1),WP: Joe Kelly (1-0) • LP: Antonio Bastardo (0-1),WP: Joe Kelly (1-0) • LP: Antonio Bastardo (0-1),WP: Joe Kelly (1-0) • LP: Antonio Bastardo (0-1),WP: Joe Kelly (1-0) • LP: Antonio Bastardo (0-1),WP: Joe Kelly (1-0) • LP: Antonio Bastardo (0-1),WP: Joe Kelly (1-0) • LP: Antonio Bastardo (0-1),WP: Joe Kelly (1-0) • LP: Antonio Bastardo (0-1),WP: Joe Kelly (1-0) • LP: Antonio Bastardo (0-1),WP: Joe Kelly (1-0) • LP: Antonio Bastardo (0-1),WP: Joe Kelly (1-0) • LP: Antonio Bastardo (0-1),WP: Joe Kelly (1-0) • LP: Antonio Bastardo (0-1),WP: Joe Kelly (1-0) • LP: Antonio Bastardo (0-1),WP: Joe Kelly (1-0) • LP: Antonio Bastardo (0-1),WP: Joe Kelly (1-0) • LP: Antonio Bastardo (0-1)
Winning Run scored with 1 out,Winning Run scored with 1 out,Winning Run scored with 1 out,Winning Run scored with 1 out,Winning Run scored with 1 out,Winning Run scored with 1 out,Winning Run scored with 1 out,Winning Run scored with 1 out,Winning Run scored with 1 out,Winning Run scored with 1 out,Winning Run scored with 1 out,Winning Run scored with 1 out,Winning Run scored with 1 out,Winning Run scored with 1 out,Winning Run scored with 1 out,Winning Run scored with 1 out,Winning Run scored with 1 out
