Inn,Score,Out,RoB,Pit(cnt),R/O,@Bat,Batter,Pitcher,wWPA,wWE,Play Description
"Top of the 1st, Royals Batting, Tied 0-0, Red Sox' Drew Pomeranz facing 1-2-3","Top of the 1st, Royals Batting, Tied 0-0, Red Sox' Drew Pomeranz facing 1-2-3","Top of the 1st, Royals Batting, Tied 0-0, Red Sox' Drew Pomeranz facing 1-2-3","Top of the 1st, Royals Batting, Tied 0-0, Red Sox' Drew Pomeranz facing 1-2-3","Top of the 1st, Royals Batting, Tied 0-0, Red Sox' Drew Pomeranz facing 1-2-3","Top of the 1st, Royals Batting, Tied 0-0, Red Sox' Drew Pomeranz facing 1-2-3","Top of the 1st, Royals Batting, Tied 0-0, Red Sox' Drew Pomeranz facing 1-2-3","Top of the 1st, Royals Batting, Tied 0-0, Red Sox' Drew Pomeranz facing 1-2-3","Top of the 1st, Royals Batting, Tied 0-0, Red Sox' Drew Pomeranz facing 1-2-3","Top of the 1st, Royals Batting, Tied 0-0, Red Sox' Drew Pomeranz facing 1-2-3","Top of the 1st, Royals Batting, Tied 0-0, Red Sox' Drew Pomeranz facing 1-2-3","Top of the 1st, Royals Batting, Tied 0-0, Red Sox' Drew Pomeranz facing 1-2-3"
t1,0-0,0,---,"5,(3-1) BCBBB",,KCR,Whit Merrifield,Drew Pomeranz,-4%,47%,Walk
t1,0-0,0,1--,"4,(2-1) BBFX",,KCR,Jorge Soler,Drew Pomeranz,-10%,37%,Double to LF (Ground Ball); Merrifield to 3B
t1,0-0,0,-23,"6,(2-2) BCFBFC",O,KCR,Mike Moustakas,Drew Pomeranz,5%,42%,Strikeout Looking
t1,0-0,1,-23,"3,(2-0) *BBX",ROO,KCR,Salvador Perez,Drew Pomeranz,3%,45%,Double Play: Flyball: CF/Sacrifice Fly (Deep CF-RF); Merrifield Scores; Soler out at 2B/CF-2B-SS
,,,,,,,,,"1 run, 1 hit, 0 errors, 0 LOB. Royals 1, Red Sox 0.","1 run, 1 hit, 0 errors, 0 LOB. Royals 1, Red Sox 0.","1 run, 1 hit, 0 errors, 0 LOB. Royals 1, Red Sox 0."
"Bottom of the 1st, Red Sox Batting, Behind 0-1, Royals' Danny Duffy facing 1-2-3","Bottom of the 1st, Red Sox Batting, Behind 0-1, Royals' Danny Duffy facing 1-2-3","Bottom of the 1st, Red Sox Batting, Behind 0-1, Royals' Danny Duffy facing 1-2-3","Bottom of the 1st, Red Sox Batting, Behind 0-1, Royals' Danny Duffy facing 1-2-3","Bottom of the 1st, Red Sox Batting, Behind 0-1, Royals' Danny Duffy facing 1-2-3","Bottom of the 1st, Red Sox Batting, Behind 0-1, Royals' Danny Duffy facing 1-2-3","Bottom of the 1st, Red Sox Batting, Behind 0-1, Royals' Danny Duffy facing 1-2-3","Bottom of the 1st, Red Sox Batting, Behind 0-1, Royals' Danny Duffy facing 1-2-3","Bottom of the 1st, Red Sox Batting, Behind 0-1, Royals' Danny Duffy facing 1-2-3","Bottom of the 1st, Red Sox Batting, Behind 0-1, Royals' Danny Duffy facing 1-2-3","Bottom of the 1st, Red Sox Batting, Behind 0-1, Royals' Danny Duffy facing 1-2-3","Bottom of the 1st, Red Sox Batting, Behind 0-1, Royals' Danny Duffy facing 1-2-3"
b1,0-1,0,---,"2,(0-1) CX",,BOS,Mookie Betts,Danny Duffy,4%,49%,Single to LF (Ground Ball)
b1,0-1,0,1--,"6,(3-2) 1CBFBBS",O,BOS,Andrew Benintendi,Danny Duffy,-4%,45%,Strikeout Swinging
b1,0-1,1,1--,"3,(0-2) CS1X",OO,BOS,Hanley Ramirez,Danny Duffy,-5%,40%,Ground Ball Double Play: SS-2B-1B
