Inn,Score,Out,RoB,Pit(cnt),R/O,@Bat,Batter,Pitcher,wWPA,wWE,Play Description
"Top of the 1st, Blue Jays Batting, Tied 0-0, Red Sox' Nick Pivetta facing 1-2-3","Top of the 1st, Blue Jays Batting, Tied 0-0, Red Sox' Nick Pivetta facing 1-2-3","Top of the 1st, Blue Jays Batting, Tied 0-0, Red Sox' Nick Pivetta facing 1-2-3","Top of the 1st, Blue Jays Batting, Tied 0-0, Red Sox' Nick Pivetta facing 1-2-3","Top of the 1st, Blue Jays Batting, Tied 0-0, Red Sox' Nick Pivetta facing 1-2-3","Top of the 1st, Blue Jays Batting, Tied 0-0, Red Sox' Nick Pivetta facing 1-2-3","Top of the 1st, Blue Jays Batting, Tied 0-0, Red Sox' Nick Pivetta facing 1-2-3","Top of the 1st, Blue Jays Batting, Tied 0-0, Red Sox' Nick Pivetta facing 1-2-3","Top of the 1st, Blue Jays Batting, Tied 0-0, Red Sox' Nick Pivetta facing 1-2-3","Top of the 1st, Blue Jays Batting, Tied 0-0, Red Sox' Nick Pivetta facing 1-2-3","Top of the 1st, Blue Jays Batting, Tied 0-0, Red Sox' Nick Pivetta facing 1-2-3","Top of the 1st, Blue Jays Batting, Tied 0-0, Red Sox' Nick Pivetta facing 1-2-3"
t1,0-0,0,---,"7,(3-2) CCBBFBX",O,TOR,Marcus Semien,Nick Pivetta,-2%,48%,Lineout: 3B
t1,0-0,1,---,"1,(0-0) X",,TOR,Bo Bichette,Nick Pivetta,2%,50%,Single to CF (Ground Ball thru SS-2B)
t1,0-0,1,1--,"1,(0-0) 1X",RR,TOR,Vladimir Guerrero Jr.,Nick Pivetta,16%,66%,Home Run (Fly Ball to Deep LF-CF); Bichette Scores
t1,2-0,1,---,"7,(1-2) BFSFFF*S",O,TOR,Teoscar Hernandez,Nick Pivetta,-1%,64%,Strikeout Swinging
t1,2-0,2,---,"6,(3-2) BBBCCX",O,TOR,Randal Grichuk,Nick Pivetta,-1%,63%,Groundout: 3B-1B (SS-3B Hole)
,,,,,,,,,"2 runs, 2 hits, 0 errors, 0 LOB. Blue Jays 2, Red Sox 0.","2 runs, 2 hits, 0 errors, 0 LOB. Blue Jays 2, Red Sox 0.","2 runs, 2 hits, 0 errors, 0 LOB. Blue Jays 2, Red Sox 0."
"Bottom of the 1st, Red Sox Batting, Behind 0-2, Blue Jays' Steven Matz facing 1-2-3","Bottom of the 1st, Red Sox Batting, Behind 0-2, Blue Jays' Steven Matz facing 1-2-3","Bottom of the 1st, Red Sox Batting, Behind 0-2, Blue Jays' Steven Matz facing 1-2-3","Bottom of the 1st, Red Sox Batting, Behind 0-2, Blue Jays' Steven Matz facing 1-2-3","Bottom of the 1st, Red Sox Batting, Behind 0-2, Blue Jays' Steven Matz facing 1-2-3","Bottom of the 1st, Red Sox Batting, Behind 0-2, Blue Jays' Steven Matz facing 1-2-3","Bottom of the 1st, Red Sox Batting, Behind 0-2, Blue Jays' Steven Matz facing 1-2-3","Bottom of the 1st, Red Sox Batting, Behind 0-2, Blue Jays' Steven Matz facing 1-2-3","Bottom of the 1st, Red Sox Batting, Behind 0-2, Blue Jays' Steven Matz facing 1-2-3","Bottom of the 1st, Red Sox Batting, Behind 0-2, Blue Jays' Steven Matz facing 1-2-3","Bottom of the 1st, Red Sox Batting, Behind 0-2, Blue Jays' Steven Matz facing 1-2-3","Bottom of the 1st, Red Sox Batting, Behind 0-2, Blue Jays' Steven Matz facing 1-2-3"
b1,0-2,0,---,"4,(1-2) CCBT",O,BOS,Enrique Hernandez,Steven Matz,2%,66%,Strikeout Swinging
b1,0-2,1,---,"4,(0-2) CCFX",O,BOS,Alex Verdugo,Steven Matz,2%,68%,Groundout: 3B-1B (Deep 2B)
