0,1,2
1.0,Delino DeShields,CF
2.0,Elvis Andrus,SS
3.0,Nomar Mazara,RF
4.0,Adrian Beltre,DH
5.0,Rougned Odor,2B
6.0,Jurickson Profar,1B
7.0,Isiah Kiner-Falefa,3B
8.0,Robinson Chirinos,C
9.0,Ryan Rua,LF
,Mike Minor,P
