Batting,AB,R,H,RBI,BB,SO,PA,BA,OBP,SLG,OPS,Pit,Str,WPA,aLI,WPA+,WPA-,cWPA,acLI,RE24,PO,A,Details
Mookie Betts CF,4.0,1.0,2.0,0.0,0.0,0.0,4.0,0.344,0.433,0.674,1.107,11.0,7.0,-0.021,0.6,0.025,-0.046%,-0.01%,0.48,-0.0,1.0,0.0,2B
Andrew Benintendi LF,4.0,1.0,2.0,0.0,0.0,2.0,4.0,0.296,0.38,0.518,0.898,19.0,10.0,0.033,0.67,0.072,-0.040%,0.01%,0.53,1.0,2.0,0.0,2B
J.D. Martinez RF,4.0,2.0,2.0,3.0,0.0,0.0,4.0,0.331,0.394,0.654,1.047,16.0,10.0,-0.022,0.6,0.047,-0.068%,-0.01%,0.47,1.1,2.0,0.0,HR
Steve Pearce DH,4.0,1.0,2.0,2.0,0.0,0.0,4.0,0.33,0.381,0.573,0.953,19.0,13.0,0.151,0.65,0.194,-0.043%,0.07%,0.52,1.3,,,HR
Xander Bogaerts SS,4.0,0.0,0.0,0.0,0.0,2.0,4.0,0.277,0.351,0.512,0.863,18.0,16.0,-0.042,0.41,0.0,-0.042%,-0.02%,0.33,-0.8,3.0,2.0,
Mitch Moreland 1B,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.283,0.353,0.517,0.87,16.0,8.0,-0.043,0.41,0.0,-0.043%,-0.02%,0.32,-0.8,8.0,0.0,
Eduardo Nunez 2B,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.256,0.286,0.37,0.656,17.0,13.0,-0.031,0.41,0.0,-0.031%,-0.01%,0.32,-0.5,2.0,2.0,
Rafael Devers 3B,3.0,0.0,0.0,0.0,0.0,2.0,3.0,0.243,0.292,0.427,0.719,12.0,9.0,-0.032,0.41,0.0,-0.032%,-0.01%,0.33,-0.5,0.0,3.0,
Sandy Leon C,3.0,0.0,1.0,0.0,0.0,0.0,3.0,0.252,0.293,0.389,0.682,11.0,6.0,0.007,0.44,0.024,-0.017%,0.00%,0.35,0.1,9.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,
Eduardo Rodriguez P,,,,,,,,,,,,,,,,,,,,,0.0,1.0,
Heath Hembree P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Brandon Workman P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Joe Kelly P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Ryan Brasier P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Team Totals,33.0,5.0,9.0,5.0,0.0,6.0,33.0,0.273,0.273,0.515,0.788,139.0,92.0,-0.0,0.52,0.362,-0.362%,-0.00%,0.41,0.7,27.0,8.0,
