Inn,Score,Out,RoB,Pit(cnt),R/O,@Bat,Batter,Pitcher,wWPA,wWE,Play Description
"Top of the 1st, Blue Jays Batting, Tied 0-0, Red Sox' Andrew Cashner facing 1-2-3","Top of the 1st, Blue Jays Batting, Tied 0-0, Red Sox' Andrew Cashner facing 1-2-3","Top of the 1st, Blue Jays Batting, Tied 0-0, Red Sox' Andrew Cashner facing 1-2-3","Top of the 1st, Blue Jays Batting, Tied 0-0, Red Sox' Andrew Cashner facing 1-2-3","Top of the 1st, Blue Jays Batting, Tied 0-0, Red Sox' Andrew Cashner facing 1-2-3","Top of the 1st, Blue Jays Batting, Tied 0-0, Red Sox' Andrew Cashner facing 1-2-3","Top of the 1st, Blue Jays Batting, Tied 0-0, Red Sox' Andrew Cashner facing 1-2-3","Top of the 1st, Blue Jays Batting, Tied 0-0, Red Sox' Andrew Cashner facing 1-2-3","Top of the 1st, Blue Jays Batting, Tied 0-0, Red Sox' Andrew Cashner facing 1-2-3","Top of the 1st, Blue Jays Batting, Tied 0-0, Red Sox' Andrew Cashner facing 1-2-3","Top of the 1st, Blue Jays Batting, Tied 0-0, Red Sox' Andrew Cashner facing 1-2-3","Top of the 1st, Blue Jays Batting, Tied 0-0, Red Sox' Andrew Cashner facing 1-2-3"
t1,0-0,0,---,"10,(2-2) CBFBFFFFFX",,TOR,Eric Sogard,Andrew Cashner,3%,53%,Single to CF (Line Drive to Short CF)
t1,0-0,0,1--,"1,(0-0) X",OO,TOR,Vladimir Guerrero Jr.,Andrew Cashner,-7%,46%,Ground Ball Double Play: 3B-2B-1B (SS-3B Hole)
t1,0-0,2,---,"5,(1-2) BCFFX",,TOR,Lourdes Gurriel Jr.,Andrew Cashner,2%,48%,Triple to RF (Line Drive to Deep RF Line)
t1,0-0,2,--3,"4,(2-1) BSBX",O,TOR,Randal Grichuk,Andrew Cashner,-4%,45%,Groundout: SS-1B
,,,,,,,,,"0 runs, 2 hits, 0 errors, 1 LOB. Blue Jays 0, Red Sox 0.","0 runs, 2 hits, 0 errors, 1 LOB. Blue Jays 0, Red Sox 0.","0 runs, 2 hits, 0 errors, 1 LOB. Blue Jays 0, Red Sox 0."
"Bottom of the 1st, Red Sox Batting, Tied 0-0, Blue Jays' Jacob Waguespack facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Blue Jays' Jacob Waguespack facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Blue Jays' Jacob Waguespack facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Blue Jays' Jacob Waguespack facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Blue Jays' Jacob Waguespack facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Blue Jays' Jacob Waguespack facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Blue Jays' Jacob Waguespack facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Blue Jays' Jacob Waguespack facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Blue Jays' Jacob Waguespack facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Blue Jays' Jacob Waguespack facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Blue Jays' Jacob Waguespack facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Blue Jays' Jacob Waguespack facing 1-2-3"
b1,0-0,0,---,"2,(1-0) BX",,BOS,Mookie Betts,Jacob Waguespack,-3%,42%,Single to CF (Ground Ball thru SS-2B)
b1,0-0,0,1--,"2,(0-1) F1X",OO,BOS,Rafael Devers,Jacob Waguespack,7%,49%,Ground Ball Double Play: SS-1B (SS-2B)
b1,0-0,2,---,"5,(3-1) CBBBX",R,BOS,Xander Bogaerts,Jacob Waguespack,-9%,39%,Home Run (Fly Ball to Deep LF)
b1,1-0,2,---,"5,(3-1) BBBCX",O,BOS,J.D. Martinez,Jacob Waguespack,1%,40%,Lineout: 3B
,,,,,,,,,"1 run, 2 hits, 0 errors, 0 LOB. Blue Jays 0, Red Sox 1.","1 run, 2 hits, 0 errors, 0 LOB. Blue Jays 0, Red Sox 1.","1 run, 2 hits, 0 errors, 0 LOB. Blue Jays 0, Red Sox 1."
"Top of the 2nd, Blue Jays Batting, Behind 0-1, Red Sox' Andrew Cashner facing 5-6-7","Top of the 2nd, Blue Jays Batting, Behind 0-1, Red Sox' Andrew Cashner facing 5-6-7","Top of the 2nd, Blue Jays Batting, Behind 0-1, Red Sox' Andrew Cashner facing 5-6-7","Top of the 2nd, Blue Jays Batting, Behind 0-1, Red Sox' Andrew Cashner facing 5-6-7","Top of the 2nd, Blue Jays Batting, Behind 0-1, Red Sox' Andrew Cashner facing 5-6-7","Top of the 2nd, Blue Jays Batting, Behind 0-1, Red Sox' Andrew Cashner facing 5-6-7","Top of the 2nd, Blue Jays Batting, Behind 0-1, Red Sox' Andrew Cashner facing 5-6-7","Top of the 2nd, Blue Jays Batting, Behind 0-1, Red Sox' Andrew Cashner facing 5-6-7","Top of the 2nd, Blue Jays Batting, Behind 0-1, Red Sox' Andrew Cashner facing 5-6-7","Top of the 2nd, Blue Jays Batting, Behind 0-1, Red Sox' Andrew Cashner facing 5-6-7","Top of the 2nd, Blue Jays Batting, Behind 0-1, Red Sox' Andrew Cashner facing 5-6-7","Top of the 2nd, Blue Jays Batting, Behind 0-1, Red Sox' Andrew Cashner facing 5-6-7"
t2,0-1,0,---,"6,(3-2) BBFBFS",O,TOR,Danny Jansen,Andrew Cashner,-3%,38%,Strikeout Swinging
t2,0-1,1,---,"6,(3-2) BSFBBB",,TOR,Justin Smoak,Andrew Cashner,3%,41%,Walk
t2,0-1,1,1--,"5,(3-1) CBBBX",,TOR,Freddy Galvis,Andrew Cashner,4%,44%,Single to 1B (Ground Ball to 2B-1B); Smoak to 2B
t2,0-1,1,12-,"3,(1-1) CBX",RRR,TOR,Teoscar Hernandez,Andrew Cashner,22%,66%,Home Run (Fly Ball to Deep LF-CF); Smoak Scores; Galvis Scores
t2,3-1,1,---,"2,(0-1) CX",O,TOR,Billy McKinney,Andrew Cashner,-1%,65%,Groundout: 1B unassisted
t2,3-1,2,---,"2,(0-1) CX",O,TOR,Eric Sogard,Andrew Cashner,-1%,64%,Groundout: SS-1B (Deep 2B)
,,,,,,,,,"3 runs, 2 hits, 0 errors, 0 LOB. Blue Jays 3, Red Sox 1.","3 runs, 2 hits, 0 errors, 0 LOB. Blue Jays 3, Red Sox 1.","3 runs, 2 hits, 0 errors, 0 LOB. Blue Jays 3, Red Sox 1."
"Bottom of the 2nd, Red Sox Batting, Behind 1-3, Blue Jays' Jacob Waguespack facing 5-6-7","Bottom of the 2nd, Red Sox Batting, Behind 1-3, Blue Jays' Jacob Waguespack facing 5-6-7","Bottom of the 2nd, Red Sox Batting, Behind 1-3, Blue Jays' Jacob Waguespack facing 5-6-7","Bottom of the 2nd, Red Sox Batting, Behind 1-3, Blue Jays' Jacob Waguespack facing 5-6-7","Bottom of the 2nd, Red Sox Batting, Behind 1-3, Blue Jays' Jacob Waguespack facing 5-6-7","Bottom of the 2nd, Red Sox Batting, Behind 1-3, Blue Jays' Jacob Waguespack facing 5-6-7","Bottom of the 2nd, Red Sox Batting, Behind 1-3, Blue Jays' Jacob Waguespack facing 5-6-7","Bottom of the 2nd, Red Sox Batting, Behind 1-3, Blue Jays' Jacob Waguespack facing 5-6-7","Bottom of the 2nd, Red Sox Batting, Behind 1-3, Blue Jays' Jacob Waguespack facing 5-6-7","Bottom of the 2nd, Red Sox Batting, Behind 1-3, Blue Jays' Jacob Waguespack facing 5-6-7","Bottom of the 2nd, Red Sox Batting, Behind 1-3, Blue Jays' Jacob Waguespack facing 5-6-7","Bottom of the 2nd, Red Sox Batting, Behind 1-3, Blue Jays' Jacob Waguespack facing 5-6-7"
b2,1-3,0,---,"5,(3-1) BFBBB",,BOS,Andrew Benintendi,Jacob Waguespack,-4%,60%,Walk
b2,1-3,0,1--,"3,(2-0) BB1X",OO,BOS,Christian Vazquez,Jacob Waguespack,8%,69%,Ground Ball Double Play: SS-2B-1B
