Inn,Score,Out,RoB,Pit(cnt),R/O,@Bat,Batter,Pitcher,wWPA,wWE,Play Description
t2,0-1,1,12-,"3,(1-1) CBX",RRR,TOR,Teoscar Hernandez,Andrew Cashner,22%,66%,Home Run (Fly Ball to Deep LF-CF); Smoak Scores; Galvis Scores
b5,1-4,2,-23,"3,(1-1) BCX",RR,BOS,Mookie Betts,Jacob Waguespack,-17%,61%,Single to LF (Line Drive to Short LF); Chavis Scores; Holt Scores
b5,3-4,2,12-,"3,(1-1) BCX",R,BOS,Xander Bogaerts,Jacob Waguespack,-15%,43%,Single to LF (Ground Ball thru SS-2B); Betts Scores; Devers to 3B
t6,4-4,0,---,"1,(0-0) X",R,TOR,Justin Smoak,Andrew Cashner,15%,65%,Home Run (Fly Ball to Deep RF)
b6,4-6,1,1-3,"3,(0-2) CFS",O,BOS,Michael Chavis,Justin Shafer,10%,72%,Strikeout Swinging
