Batting,AB,R,H,RBI,BB,SO,PA,BA,OBP,SLG,OPS,Pit,Str,WPA,aLI,WPA+,WPA-,cWPA,acLI,RE24,PO,A,Details
Ozzie Albies 2B,4.0,1.0,0.0,0.0,1.0,0.0,5.0,0.274,0.322,0.558,0.88,20.0,13.0,-0.015,0.73,0.043,-0.057%,-0.01%,0.96,-0.2,2.0,3.0,
Ronald Acuna Jr. RF,5.0,1.0,3.0,1.0,0.0,0.0,5.0,0.263,0.32,0.456,0.776,23.0,15.0,0.092,0.99,0.126,-0.034%,0.07%,1.3,1.4,5.0,0.0,HR
Freddie Freeman 1B,5.0,0.0,2.0,1.0,0.0,1.0,5.0,0.326,0.425,0.542,0.967,20.0,15.0,0.032,1.27,0.113,-0.081%,0.03%,1.67,0.5,7.0,1.0,
Nick Markakis LF,4.0,1.0,2.0,1.0,0.0,0.0,5.0,0.347,0.413,0.523,0.936,14.0,8.0,-0.013,1.25,0.057,-0.070%,-0.01%,1.64,0.0,0.0,0.0,"2·2B,SF"
Kurt Suzuki C,5.0,0.0,1.0,1.0,0.0,1.0,5.0,0.25,0.317,0.444,0.76,14.0,8.0,-0.052,1.19,0.085,-0.137%,-0.04%,1.55,-0.4,7.0,0.0,2B
Ender Inciarte CF,1.0,1.0,0.0,0.0,3.0,0.0,4.0,0.26,0.32,0.36,0.68,23.0,10.0,0.043,0.86,0.067,-0.025%,0.03%,1.13,0.4,1.0,0.0,
Tyler Flowers DH,4.0,0.0,1.0,0.0,0.0,2.0,4.0,0.283,0.4,0.37,0.77,15.0,11.0,-0.082,1.21,0.026,-0.108%,-0.06%,1.58,-0.8,,,
Johan Camargo 3B,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.208,0.371,0.364,0.735,13.0,9.0,-0.139,1.12,0.0,-0.139%,-0.11%,1.47,-1.4,1.0,2.0,GDP
Dansby Swanson SS,4.0,2.0,2.0,2.0,0.0,1.0,4.0,0.279,0.318,0.429,0.746,19.0,12.0,0.181,0.8,0.221,-0.040%,0.14%,1.04,1.7,1.0,4.0,HR
,,,,,,,,,,,,,,,,,,,,,,,
Sean Newcomb P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Jesse Biddle P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Peter Moylan P,,,,,,,,,,,,,,,,,,,,,0.0,1.0,
Sam Freeman P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Dan Winkler P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Lucas Sims P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Team Totals,36.0,6.0,11.0,6.0,4.0,5.0,41.0,0.306,0.366,0.556,0.921,161.0,101.0,0.047,1.05,0.738,-0.691%,0.04%,1.38,1.2,24.0,11.0,
