Inn,Score,Out,RoB,Pit(cnt),R/O,@Bat,Batter,Pitcher,wWPA,wWE,Play Description
b11,2-2,2,---,"5,(2-2) BBSCX",R,BOS,Mitch Moreland,Aaron Bummer,46%,100%,Home Run (Fly Ball to Deep LF-CF)
t9,2-2,1,-23,"6,(2-2) BSSFBS",O,CHW,Yolmer Sanchez,Craig Kimbrel,21%,50%,Strikeout Swinging
t4,0-0,2,-23,"6,(3-2) SBB*BFX",RR,CHW,Nicky Delmonico,Eduardo Rodriguez,-20%,29%,Double to LF (Fly Ball to Deep LF); Abreu Scores; Garcia Scores
b6,1-2,0,---,"1,(0-0) X",R,BOS,Eduardo Nunez,Carlos Rodon,17%,58%,Home Run (Fly Ball to Deep LF)
t11,2-2,1,12-,"2,(0-2) FS+2",O,CHW,Yolmer Sanchez,Heath Hembree,16%,58%,Delmonico Picked off 2B (C-SS)
