Inn,Score,Out,RoB,Pit(cnt),R/O,@Bat,Batter,Pitcher,wWPA,wWE,Play Description
"Top of the 1st, White Sox Batting, Tied 0-0, Red Sox' Eduardo Rodriguez facing 1-2-3","Top of the 1st, White Sox Batting, Tied 0-0, Red Sox' Eduardo Rodriguez facing 1-2-3","Top of the 1st, White Sox Batting, Tied 0-0, Red Sox' Eduardo Rodriguez facing 1-2-3","Top of the 1st, White Sox Batting, Tied 0-0, Red Sox' Eduardo Rodriguez facing 1-2-3","Top of the 1st, White Sox Batting, Tied 0-0, Red Sox' Eduardo Rodriguez facing 1-2-3","Top of the 1st, White Sox Batting, Tied 0-0, Red Sox' Eduardo Rodriguez facing 1-2-3","Top of the 1st, White Sox Batting, Tied 0-0, Red Sox' Eduardo Rodriguez facing 1-2-3","Top of the 1st, White Sox Batting, Tied 0-0, Red Sox' Eduardo Rodriguez facing 1-2-3","Top of the 1st, White Sox Batting, Tied 0-0, Red Sox' Eduardo Rodriguez facing 1-2-3","Top of the 1st, White Sox Batting, Tied 0-0, Red Sox' Eduardo Rodriguez facing 1-2-3","Top of the 1st, White Sox Batting, Tied 0-0, Red Sox' Eduardo Rodriguez facing 1-2-3","Top of the 1st, White Sox Batting, Tied 0-0, Red Sox' Eduardo Rodriguez facing 1-2-3"
t1,0-0,0,---,"4,(1-2) FCBX",O,CHW,Tim Anderson,Eduardo Rodriguez,2%,52%,Lineout: RF
t1,0-0,1,---,"3,(1-1) BFX",O,CHW,Tyler Saladino,Eduardo Rodriguez,2%,54%,Lineout: SS (Deep SS)
t1,0-0,2,---,"9,(3-2) CBCFBFBFX",O,CHW,José Abreu,Eduardo Rodriguez,1%,55%,Groundout: 3B-1B
,,,,,,,,,"0 runs, 0 hits, 0 errors, 0 LOB. White Sox 0, Red Sox 0.","0 runs, 0 hits, 0 errors, 0 LOB. White Sox 0, Red Sox 0.","0 runs, 0 hits, 0 errors, 0 LOB. White Sox 0, Red Sox 0."
"Bottom of the 1st, Red Sox Batting, Tied 0-0, White Sox' Carlos Rodon facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, White Sox' Carlos Rodon facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, White Sox' Carlos Rodon facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, White Sox' Carlos Rodon facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, White Sox' Carlos Rodon facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, White Sox' Carlos Rodon facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, White Sox' Carlos Rodon facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, White Sox' Carlos Rodon facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, White Sox' Carlos Rodon facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, White Sox' Carlos Rodon facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, White Sox' Carlos Rodon facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, White Sox' Carlos Rodon facing 1-2-3"
b1,0-0,0,---,"2,(1-0) BX",O,BOS,Mookie Betts,Carlos Rodon,-2%,53%,Groundout: 2B-1B
b1,0-0,1,---,"3,(1-1) CBX",O,BOS,Andrew Benintendi,Carlos Rodon,-2%,51%,Lineout: P
b1,0-0,2,---,"5,(2-2) BBCFX",O,BOS,Eduardo Nunez,Carlos Rodon,-1%,50%,Lineout: CF (Deep CF)
,,,,,,,,,"0 runs, 0 hits, 0 errors, 0 LOB. White Sox 0, Red Sox 0.","0 runs, 0 hits, 0 errors, 0 LOB. White Sox 0, Red Sox 0.","0 runs, 0 hits, 0 errors, 0 LOB. White Sox 0, Red Sox 0."
