0,1,2
1.0,Tim Anderson,SS
2.0,Tyler Saladino,DH
3.0,José Abreu,1B
4.0,Kevan Smith,C
5.0,Leury Garcia,RF
6.0,Yoan Moncada,2B
7.0,Nicky Delmonico,LF
8.0,Adam Engel,CF
9.0,Yolmer Sanchez,3B
,Carlos Rodon,P
