Batting,AB,R,H,RBI,BB,SO,PA,BA,OBP,SLG,OPS,Pit,Str,WPA,aLI,WPA+,WPA-,cWPA,acLI,RE24,PO,A,Details
Tim Anderson SS,4.0,0.0,1.0,0.0,0.0,1.0,4.0,0.242,0.303,0.447,0.75,14.0,8.0,-0.068,0.91,0.014,-0.081%,-0.01%,0.13,-0.6,2.0,3.0,
Jose Rondon 3B,4.0,0.0,1.0,0.0,0.0,2.0,4.0,0.256,0.289,0.535,0.824,14.0,12.0,-0.023,0.81,0.037,-0.060%,-0.00%,0.12,-0.3,2.0,1.0,
José Abreu 1B,3.0,0.0,0.0,0.0,1.0,0.0,4.0,0.295,0.352,0.519,0.871,14.0,7.0,-0.072,0.94,0.012,-0.084%,-0.01%,0.13,-0.5,8.0,2.0,
Matt Davidson DH,4.0,0.0,0.0,0.0,0.0,2.0,4.0,0.234,0.358,0.494,0.852,14.0,9.0,-0.097,0.89,0.0,-0.097%,-0.01%,0.12,-0.9,,,
Kevan Smith C,4.0,1.0,2.0,0.0,0.0,0.0,4.0,0.417,0.417,0.5,0.917,14.0,10.0,0.084,0.89,0.121,-0.038%,0.01%,0.12,0.3,10.0,0.0,2B
Yoan Moncada 2B,4.0,0.0,0.0,0.0,0.0,3.0,4.0,0.237,0.314,0.427,0.74,16.0,13.0,-0.072,0.99,0.0,-0.072%,-0.01%,0.14,-0.7,0.0,4.0,
Trayce Thompson CF,3.0,0.0,1.0,1.0,0.0,1.0,3.0,0.131,0.184,0.243,0.427,16.0,10.0,0.008,1.51,0.099,-0.091%,0.00%,0.21,-0.2,2.0,0.0,
Daniel Palka RF,3.0,0.0,0.0,0.0,0.0,2.0,3.0,0.265,0.295,0.521,0.816,10.0,8.0,-0.08,1.06,0.0,-0.080%,-0.01%,0.15,-0.7,0.0,0.0,
Charlie Tilson LF,3.0,0.0,1.0,0.0,0.0,1.0,3.0,0.237,0.268,0.263,0.531,12.0,10.0,-0.012,0.76,0.022,-0.033%,-0.00%,0.11,-0.1,2.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,
Dylan Covey P,,,,,,,,,,,,,,,,,,,,,1.0,0.0,
Jace Fry P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Nate Jones P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Joakim Soria P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Team Totals,32.0,1.0,6.0,1.0,1.0,12.0,33.0,0.188,0.212,0.219,0.431,124.0,87.0,-0.332,0.97,0.305,-0.636%,-0.03%,0.14,-3.8,27.0,10.0,
