Batting,AB,R,H,RBI,BB,SO,PA,BA,OBP,SLG,OPS,Pit,Str,WPA,aLI,WPA+,WPA-,cWPA,acLI,RE24,PO,A,Details
Andrew Benintendi LF,4.0,0.0,1.0,0.0,0.0,0.0,4.0,0.298,0.376,0.553,0.93,15.0,8.0,-0.013,0.91,0.058,-0.071%,-0.01%,0.86,0.2,0.0,0.0,2B
Brock Holt RF,3.0,0.0,0.0,0.0,1.0,2.0,4.0,0.306,0.384,0.449,0.833,20.0,13.0,-0.108,1.62,0.029,-0.138%,-0.06%,1.54,-0.2,2.0,0.0,
Xander Bogaerts SS,4.0,0.0,1.0,0.0,0.0,1.0,4.0,0.283,0.338,0.519,0.857,17.0,12.0,-0.064,1.8,0.075,-0.140%,-0.04%,1.71,-0.5,0.0,3.0,
Mitch Moreland 1B,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.295,0.358,0.596,0.955,8.0,6.0,-0.22,1.83,0.0,-0.220%,-0.12%,1.74,-1.5,10.0,1.0,GDP
Eduardo Nunez 2B,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.255,0.272,0.37,0.643,13.0,8.0,0.019,1.55,0.073,-0.054%,0.01%,1.47,-0.1,2.0,3.0,
Rafael Devers 3B,3.0,0.0,1.0,0.0,0.0,1.0,3.0,0.229,0.283,0.403,0.685,8.0,6.0,-0.056,1.87,0.055,-0.111%,-0.03%,1.78,-0.2,0.0,3.0,2B
Jackie Bradley Jr. CF,3.0,0.0,0.0,0.0,0.0,3.0,3.0,0.194,0.294,0.291,0.585,16.0,10.0,-0.152,1.89,0.0,-0.152%,-0.09%,1.79,-0.9,0.0,0.0,
Blake Swihart DH,3.0,0.0,0.0,0.0,0.0,2.0,3.0,0.158,0.238,0.193,0.431,16.0,10.0,-0.137,1.7,0.0,-0.137%,-0.08%,1.61,-0.8,,,
Sandy Leon C,3.0,0.0,0.0,0.0,0.0,1.0,3.0,0.244,0.287,0.354,0.641,9.0,8.0,-0.1,1.31,0.0,-0.100%,-0.06%,1.25,-0.6,12.0,1.0,
,,,,,,,,,,,,,,,,,,,,,,,
Chris Sale P,,,,,,,,,,,,,,,,,,,,,1.0,1.0,
Heath Hembree P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Team Totals,30.0,0.0,3.0,0.0,1.0,10.0,31.0,0.1,0.129,0.167,0.296,122.0,81.0,-0.831,1.6,0.29,-1.123%,-0.47%,1.52,-4.8,27.0,12.0,
